"Label (Grouping)","Atlanta-Sandy Springs-Roswell, GA Metro Area!!Occupied housing units!!Estimate","Atlanta-Sandy Springs-Roswell, GA Metro Area!!Occupied housing units!!Margin of Error","Atlanta-Sandy Springs-Roswell, GA Metro Area!!Percent occupied housing units!!Estimate","Atlanta-Sandy Springs-Roswell, GA Metro Area!!Percent occupied housing units!!Margin of Error","Atlanta-Sandy Springs-Roswell, GA Metro Area!!Owner-occupied housing units!!Estimate","Atlanta-Sandy Springs-Roswell, GA Metro Area!!Owner-occupied housing units!!Margin of Error","Atlanta-Sandy Springs-Roswell, GA Metro Area!!Percent owner-occupied housing units!!Estimate","Atlanta-Sandy Springs-Roswell, GA Metro Area!!Percent owner-occupied housing units!!Margin of Error","Atlanta-Sandy Springs-Roswell, GA Metro Area!!Renter-occupied housing units!!Estimate","Atlanta-Sandy Springs-Roswell, GA Metro Area!!Renter-occupied housing units!!Margin of Error","Atlanta-Sandy Springs-Roswell, GA Metro Area!!Percent renter-occupied housing units!!Estimate","Atlanta-Sandy Springs-Roswell, GA Metro Area!!Percent renter-occupied housing units!!Margin of Error","Austin-Round Rock-San Marcos, TX Metro Area!!Occupied housing units!!Estimate","Austin-Round Rock-San Marcos, TX Metro Area!!Occupied housing units!!Margin of Error","Austin-Round Rock-San Marcos, TX Metro Area!!Percent occupied housing units!!Estimate","Austin-Round Rock-San Marcos, TX Metro Area!!Percent occupied housing units!!Margin of Error","Austin-Round Rock-San Marcos, TX Metro Area!!Owner-occupied housing units!!Estimate","Austin-Round Rock-San Marcos, TX Metro Area!!Owner-occupied housing units!!Margin of Error","Austin-Round Rock-San Marcos, TX Metro Area!!Percent owner-occupied housing units!!Estimate","Austin-Round Rock-San Marcos, TX Metro Area!!Percent owner-occupied housing units!!Margin of Error","Austin-Round Rock-San Marcos, TX Metro Area!!Renter-occupied housing units!!Estimate","Austin-Round Rock-San Marcos, TX Metro Area!!Renter-occupied housing units!!Margin of Error","Austin-Round Rock-San Marcos, TX Metro Area!!Percent renter-occupied housing units!!Estimate","Austin-Round Rock-San Marcos, TX Metro Area!!Percent renter-occupied housing units!!Margin of Error","Baltimore-Columbia-Towson, MD Metro Area!!Occupied housing units!!Estimate","Baltimore-Columbia-Towson, MD Metro Area!!Occupied housing units!!Margin of Error","Baltimore-Columbia-Towson, MD Metro Area!!Percent occupied housing units!!Estimate","Baltimore-Columbia-Towson, MD Metro Area!!Percent occupied housing units!!Margin of Error","Baltimore-Columbia-Towson, MD Metro Area!!Owner-occupied housing units!!Estimate","Baltimore-Columbia-Towson, MD Metro Area!!Owner-occupied housing units!!Margin of Error","Baltimore-Columbia-Towson, MD Metro Area!!Percent owner-occupied housing units!!Estimate","Baltimore-Columbia-Towson, MD Metro Area!!Percent owner-occupied housing units!!Margin of Error","Baltimore-Columbia-Towson, MD Metro Area!!Renter-occupied housing units!!Estimate","Baltimore-Columbia-Towson, MD Metro Area!!Renter-occupied housing units!!Margin of Error","Baltimore-Columbia-Towson, MD Metro Area!!Percent renter-occupied housing units!!Estimate","Baltimore-Columbia-Towson, MD Metro Area!!Percent renter-occupied housing units!!Margin of Error","Buffalo-Cheektowaga, NY Metro Area!!Occupied housing units!!Estimate","Buffalo-Cheektowaga, NY Metro Area!!Occupied housing units!!Margin of Error","Buffalo-Cheektowaga, NY Metro Area!!Percent occupied housing units!!Estimate","Buffalo-Cheektowaga, NY Metro Area!!Percent occupied housing units!!Margin of Error","Buffalo-Cheektowaga, NY Metro Area!!Owner-occupied housing units!!Estimate","Buffalo-Cheektowaga, NY Metro Area!!Owner-occupied housing units!!Margin of Error","Buffalo-Cheektowaga, NY Metro Area!!Percent owner-occupied housing units!!Estimate","Buffalo-Cheektowaga, NY Metro Area!!Percent owner-occupied housing units!!Margin of Error","Buffalo-Cheektowaga, NY Metro Area!!Renter-occupied housing units!!Estimate","Buffalo-Cheektowaga, NY Metro Area!!Renter-occupied housing units!!Margin of Error","Buffalo-Cheektowaga, NY Metro Area!!Percent renter-occupied housing units!!Estimate","Buffalo-Cheektowaga, NY Metro Area!!Percent renter-occupied housing units!!Margin of Error","Cape Coral-Fort Myers, FL Metro Area!!Occupied housing units!!Estimate","Cape Coral-Fort Myers, FL Metro Area!!Occupied housing units!!Margin of Error","Cape Coral-Fort Myers, FL Metro Area!!Percent occupied housing units!!Estimate","Cape Coral-Fort Myers, FL Metro Area!!Percent occupied housing units!!Margin of Error","Cape Coral-Fort Myers, FL Metro Area!!Owner-occupied housing units!!Estimate","Cape Coral-Fort Myers, FL Metro Area!!Owner-occupied housing units!!Margin of Error","Cape Coral-Fort Myers, FL Metro Area!!Percent owner-occupied housing units!!Estimate","Cape Coral-Fort Myers, FL Metro Area!!Percent owner-occupied housing units!!Margin of Error","Cape Coral-Fort Myers, FL Metro Area!!Renter-occupied housing units!!Estimate","Cape Coral-Fort Myers, FL Metro Area!!Renter-occupied housing units!!Margin of Error","Cape Coral-Fort Myers, FL Metro Area!!Percent renter-occupied housing units!!Estimate","Cape Coral-Fort Myers, FL Metro Area!!Percent renter-occupied housing units!!Margin of Error","Charlotte-Concord-Gastonia, NC-SC Metro Area!!Occupied housing units!!Estimate","Charlotte-Concord-Gastonia, NC-SC Metro Area!!Occupied housing units!!Margin of Error","Charlotte-Concord-Gastonia, NC-SC Metro Area!!Percent occupied housing units!!Estimate","Charlotte-Concord-Gastonia, NC-SC Metro Area!!Percent occupied housing units!!Margin of Error","Charlotte-Concord-Gastonia, NC-SC Metro Area!!Owner-occupied housing units!!Estimate","Charlotte-Concord-Gastonia, NC-SC Metro Area!!Owner-occupied housing units!!Margin of Error","Charlotte-Concord-Gastonia, NC-SC Metro Area!!Percent owner-occupied housing units!!Estimate","Charlotte-Concord-Gastonia, NC-SC Metro Area!!Percent owner-occupied housing units!!Margin of Error","Charlotte-Concord-Gastonia, NC-SC Metro Area!!Renter-occupied housing units!!Estimate","Charlotte-Concord-Gastonia, NC-SC Metro Area!!Renter-occupied housing units!!Margin of Error","Charlotte-Concord-Gastonia, NC-SC Metro Area!!Percent renter-occupied housing units!!Estimate","Charlotte-Concord-Gastonia, NC-SC Metro Area!!Percent renter-occupied housing units!!Margin of Error","Cincinnati, OH-KY-IN Metro Area!!Occupied housing units!!Estimate","Cincinnati, OH-KY-IN Metro Area!!Occupied housing units!!Margin of Error","Cincinnati, OH-KY-IN Metro Area!!Percent occupied housing units!!Estimate","Cincinnati, OH-KY-IN Metro Area!!Percent occupied housing units!!Margin of Error","Cincinnati, OH-KY-IN Metro Area!!Owner-occupied housing units!!Estimate","Cincinnati, OH-KY-IN Metro Area!!Owner-occupied housing units!!Margin of Error","Cincinnati, OH-KY-IN Metro Area!!Percent owner-occupied housing units!!Estimate","Cincinnati, OH-KY-IN Metro Area!!Percent owner-occupied housing units!!Margin of Error","Cincinnati, OH-KY-IN Metro Area!!Renter-occupied housing units!!Estimate","Cincinnati, OH-KY-IN Metro Area!!Renter-occupied housing units!!Margin of Error","Cincinnati, OH-KY-IN Metro Area!!Percent renter-occupied housing units!!Estimate","Cincinnati, OH-KY-IN Metro Area!!Percent renter-occupied housing units!!Margin of Error","Cleveland, OH Metro Area!!Occupied housing units!!Estimate","Cleveland, OH Metro Area!!Occupied housing units!!Margin of Error","Cleveland, OH Metro Area!!Percent occupied housing units!!Estimate","Cleveland, OH Metro Area!!Percent occupied housing units!!Margin of Error","Cleveland, OH Metro Area!!Owner-occupied housing units!!Estimate","Cleveland, OH Metro Area!!Owner-occupied housing units!!Margin of Error","Cleveland, OH Metro Area!!Percent owner-occupied housing units!!Estimate","Cleveland, OH Metro Area!!Percent owner-occupied housing units!!Margin of Error","Cleveland, OH Metro Area!!Renter-occupied housing units!!Estimate","Cleveland, OH Metro Area!!Renter-occupied housing units!!Margin of Error","Cleveland, OH Metro Area!!Percent renter-occupied housing units!!Estimate","Cleveland, OH Metro Area!!Percent renter-occupied housing units!!Margin of Error","Dallas-Fort Worth-Arlington, TX Metro Area!!Occupied housing units!!Estimate","Dallas-Fort Worth-Arlington, TX Metro Area!!Occupied housing units!!Margin of Error","Dallas-Fort Worth-Arlington, TX Metro Area!!Percent occupied housing units!!Estimate","Dallas-Fort Worth-Arlington, TX Metro Area!!Percent occupied housing units!!Margin of Error","Dallas-Fort Worth-Arlington, TX Metro Area!!Owner-occupied housing units!!Estimate","Dallas-Fort Worth-Arlington, TX Metro Area!!Owner-occupied housing units!!Margin of Error","Dallas-Fort Worth-Arlington, TX Metro Area!!Percent owner-occupied housing units!!Estimate","Dallas-Fort Worth-Arlington, TX Metro Area!!Percent owner-occupied housing units!!Margin of Error","Dallas-Fort Worth-Arlington, TX Metro Area!!Renter-occupied housing units!!Estimate","Dallas-Fort Worth-Arlington, TX Metro Area!!Renter-occupied housing units!!Margin of Error","Dallas-Fort Worth-Arlington, TX Metro Area!!Percent renter-occupied housing units!!Estimate","Dallas-Fort Worth-Arlington, TX Metro Area!!Percent renter-occupied housing units!!Margin of Error","Denver-Aurora-Centennial, CO Metro Area!!Occupied housing units!!Estimate","Denver-Aurora-Centennial, CO Metro Area!!Occupied housing units!!Margin of Error","Denver-Aurora-Centennial, CO Metro Area!!Percent occupied housing units!!Estimate","Denver-Aurora-Centennial, CO Metro Area!!Percent occupied housing units!!Margin of Error","Denver-Aurora-Centennial, CO Metro Area!!Owner-occupied housing units!!Estimate","Denver-Aurora-Centennial, CO Metro Area!!Owner-occupied housing units!!Margin of Error","Denver-Aurora-Centennial, CO Metro Area!!Percent owner-occupied housing units!!Estimate","Denver-Aurora-Centennial, CO Metro Area!!Percent owner-occupied housing units!!Margin of Error","Denver-Aurora-Centennial, CO Metro Area!!Renter-occupied housing units!!Estimate","Denver-Aurora-Centennial, CO Metro Area!!Renter-occupied housing units!!Margin of Error","Denver-Aurora-Centennial, CO Metro Area!!Percent renter-occupied housing units!!Estimate","Denver-Aurora-Centennial, CO Metro Area!!Percent renter-occupied housing units!!Margin of Error","Huntsville, AL Metro Area!!Occupied housing units!!Estimate","Huntsville, AL Metro Area!!Occupied housing units!!Margin of Error","Huntsville, AL Metro Area!!Percent occupied housing units!!Estimate","Huntsville, AL Metro Area!!Percent occupied housing units!!Margin of Error","Huntsville, AL Metro Area!!Owner-occupied housing units!!Estimate","Huntsville, AL Metro Area!!Owner-occupied housing units!!Margin of Error","Huntsville, AL Metro Area!!Percent owner-occupied housing units!!Estimate","Huntsville, AL Metro Area!!Percent owner-occupied housing units!!Margin of Error","Huntsville, AL Metro Area!!Renter-occupied housing units!!Estimate","Huntsville, AL Metro Area!!Renter-occupied housing units!!Margin of Error","Huntsville, AL Metro Area!!Percent renter-occupied housing units!!Estimate","Huntsville, AL Metro Area!!Percent renter-occupied housing units!!Margin of Error","Jacksonville, FL Metro Area!!Occupied housing units!!Estimate","Jacksonville, FL Metro Area!!Occupied housing units!!Margin of Error","Jacksonville, FL Metro Area!!Percent occupied housing units!!Estimate","Jacksonville, FL Metro Area!!Percent occupied housing units!!Margin of Error","Jacksonville, FL Metro Area!!Owner-occupied housing units!!Estimate","Jacksonville, FL Metro Area!!Owner-occupied housing units!!Margin of Error","Jacksonville, FL Metro Area!!Percent owner-occupied housing units!!Estimate","Jacksonville, FL Metro Area!!Percent owner-occupied housing units!!Margin of Error","Jacksonville, FL Metro Area!!Renter-occupied housing units!!Estimate","Jacksonville, FL Metro Area!!Renter-occupied housing units!!Margin of Error","Jacksonville, FL Metro Area!!Percent renter-occupied housing units!!Estimate","Jacksonville, FL Metro Area!!Percent renter-occupied housing units!!Margin of Error","Lafayette-West Lafayette, IN Metro Area!!Occupied housing units!!Estimate","Lafayette-West Lafayette, IN Metro Area!!Occupied housing units!!Margin of Error","Lafayette-West Lafayette, IN Metro Area!!Percent occupied housing units!!Estimate","Lafayette-West Lafayette, IN Metro Area!!Percent occupied housing units!!Margin of Error","Lafayette-West Lafayette, IN Metro Area!!Owner-occupied housing units!!Estimate","Lafayette-West Lafayette, IN Metro Area!!Owner-occupied housing units!!Margin of Error","Lafayette-West Lafayette, IN Metro Area!!Percent owner-occupied housing units!!Estimate","Lafayette-West Lafayette, IN Metro Area!!Percent owner-occupied housing units!!Margin of Error","Lafayette-West Lafayette, IN Metro Area!!Renter-occupied housing units!!Estimate","Lafayette-West Lafayette, IN Metro Area!!Renter-occupied housing units!!Margin of Error","Lafayette-West Lafayette, IN Metro Area!!Percent renter-occupied housing units!!Estimate","Lafayette-West Lafayette, IN Metro Area!!Percent renter-occupied housing units!!Margin of Error","Los Angeles-Long Beach-Anaheim, CA Metro Area!!Occupied housing units!!Estimate","Los Angeles-Long Beach-Anaheim, CA Metro Area!!Occupied housing units!!Margin of Error","Los Angeles-Long Beach-Anaheim, CA Metro Area!!Percent occupied housing units!!Estimate","Los Angeles-Long Beach-Anaheim, CA Metro Area!!Percent occupied housing units!!Margin of Error","Los Angeles-Long Beach-Anaheim, CA Metro Area!!Owner-occupied housing units!!Estimate","Los Angeles-Long Beach-Anaheim, CA Metro Area!!Owner-occupied housing units!!Margin of Error","Los Angeles-Long Beach-Anaheim, CA Metro Area!!Percent owner-occupied housing units!!Estimate","Los Angeles-Long Beach-Anaheim, CA Metro Area!!Percent owner-occupied housing units!!Margin of Error","Los Angeles-Long Beach-Anaheim, CA Metro Area!!Renter-occupied housing units!!Estimate","Los Angeles-Long Beach-Anaheim, CA Metro Area!!Renter-occupied housing units!!Margin of Error","Los Angeles-Long Beach-Anaheim, CA Metro Area!!Percent renter-occupied housing units!!Estimate","Los Angeles-Long Beach-Anaheim, CA Metro Area!!Percent renter-occupied housing units!!Margin of Error","Memphis, TN-MS-AR Metro Area!!Occupied housing units!!Estimate","Memphis, TN-MS-AR Metro Area!!Occupied housing units!!Margin of Error","Memphis, TN-MS-AR Metro Area!!Percent occupied housing units!!Estimate","Memphis, TN-MS-AR Metro Area!!Percent occupied housing units!!Margin of Error","Memphis, TN-MS-AR Metro Area!!Owner-occupied housing units!!Estimate","Memphis, TN-MS-AR Metro Area!!Owner-occupied housing units!!Margin of Error","Memphis, TN-MS-AR Metro Area!!Percent owner-occupied housing units!!Estimate","Memphis, TN-MS-AR Metro Area!!Percent owner-occupied housing units!!Margin of Error","Memphis, TN-MS-AR Metro Area!!Renter-occupied housing units!!Estimate","Memphis, TN-MS-AR Metro Area!!Renter-occupied housing units!!Margin of Error","Memphis, TN-MS-AR Metro Area!!Percent renter-occupied housing units!!Estimate","Memphis, TN-MS-AR Metro Area!!Percent renter-occupied housing units!!Margin of Error","Miami-Fort Lauderdale-West Palm Beach, FL Metro Area!!Occupied housing units!!Estimate","Miami-Fort Lauderdale-West Palm Beach, FL Metro Area!!Occupied housing units!!Margin of Error","Miami-Fort Lauderdale-West Palm Beach, FL Metro Area!!Percent occupied housing units!!Estimate","Miami-Fort Lauderdale-West Palm Beach, FL Metro Area!!Percent occupied housing units!!Margin of Error","Miami-Fort Lauderdale-West Palm Beach, FL Metro Area!!Owner-occupied housing units!!Estimate","Miami-Fort Lauderdale-West Palm Beach, FL Metro Area!!Owner-occupied housing units!!Margin of Error","Miami-Fort Lauderdale-West Palm Beach, FL Metro Area!!Percent owner-occupied housing units!!Estimate","Miami-Fort Lauderdale-West Palm Beach, FL Metro Area!!Percent owner-occupied housing units!!Margin of Error","Miami-Fort Lauderdale-West Palm Beach, FL Metro Area!!Renter-occupied housing units!!Estimate","Miami-Fort Lauderdale-West Palm Beach, FL Metro Area!!Renter-occupied housing units!!Margin of Error","Miami-Fort Lauderdale-West Palm Beach, FL Metro Area!!Percent renter-occupied housing units!!Estimate","Miami-Fort Lauderdale-West Palm Beach, FL Metro Area!!Percent renter-occupied housing units!!Margin of Error","Nashville-Davidson--Murfreesboro--Franklin, TN Metro Area!!Occupied housing units!!Estimate","Nashville-Davidson--Murfreesboro--Franklin, TN Metro Area!!Occupied housing units!!Margin of Error","Nashville-Davidson--Murfreesboro--Franklin, TN Metro Area!!Percent occupied housing units!!Estimate","Nashville-Davidson--Murfreesboro--Franklin, TN Metro Area!!Percent occupied housing units!!Margin of Error","Nashville-Davidson--Murfreesboro--Franklin, TN Metro Area!!Owner-occupied housing units!!Estimate","Nashville-Davidson--Murfreesboro--Franklin, TN Metro Area!!Owner-occupied housing units!!Margin of Error","Nashville-Davidson--Murfreesboro--Franklin, TN Metro Area!!Percent owner-occupied housing units!!Estimate","Nashville-Davidson--Murfreesboro--Franklin, TN Metro Area!!Percent owner-occupied housing units!!Margin of Error","Nashville-Davidson--Murfreesboro--Franklin, TN Metro Area!!Renter-occupied housing units!!Estimate","Nashville-Davidson--Murfreesboro--Franklin, TN Metro Area!!Renter-occupied housing units!!Margin of Error","Nashville-Davidson--Murfreesboro--Franklin, TN Metro Area!!Percent renter-occupied housing units!!Estimate","Nashville-Davidson--Murfreesboro--Franklin, TN Metro Area!!Percent renter-occupied housing units!!Margin of Error","New York-Newark-Jersey City, NY-NJ Metro Area!!Occupied housing units!!Estimate","New York-Newark-Jersey City, NY-NJ Metro Area!!Occupied housing units!!Margin of Error","New York-Newark-Jersey City, NY-NJ Metro Area!!Percent occupied housing units!!Estimate","New York-Newark-Jersey City, NY-NJ Metro Area!!Percent occupied housing units!!Margin of Error","New York-Newark-Jersey City, NY-NJ Metro Area!!Owner-occupied housing units!!Estimate","New York-Newark-Jersey City, NY-NJ Metro Area!!Owner-occupied housing units!!Margin of Error","New York-Newark-Jersey City, NY-NJ Metro Area!!Percent owner-occupied housing units!!Estimate","New York-Newark-Jersey City, NY-NJ Metro Area!!Percent owner-occupied housing units!!Margin of Error","New York-Newark-Jersey City, NY-NJ Metro Area!!Renter-occupied housing units!!Estimate","New York-Newark-Jersey City, NY-NJ Metro Area!!Renter-occupied housing units!!Margin of Error","New York-Newark-Jersey City, NY-NJ Metro Area!!Percent renter-occupied housing units!!Estimate","New York-Newark-Jersey City, NY-NJ Metro Area!!Percent renter-occupied housing units!!Margin of Error","North Port-Bradenton-Sarasota, FL Metro Area!!Occupied housing units!!Estimate","North Port-Bradenton-Sarasota, FL Metro Area!!Occupied housing units!!Margin of Error","North Port-Bradenton-Sarasota, FL Metro Area!!Percent occupied housing units!!Estimate","North Port-Bradenton-Sarasota, FL Metro Area!!Percent occupied housing units!!Margin of Error","North Port-Bradenton-Sarasota, FL Metro Area!!Owner-occupied housing units!!Estimate","North Port-Bradenton-Sarasota, FL Metro Area!!Owner-occupied housing units!!Margin of Error","North Port-Bradenton-Sarasota, FL Metro Area!!Percent owner-occupied housing units!!Estimate","North Port-Bradenton-Sarasota, FL Metro Area!!Percent owner-occupied housing units!!Margin of Error","North Port-Bradenton-Sarasota, FL Metro Area!!Renter-occupied housing units!!Estimate","North Port-Bradenton-Sarasota, FL Metro Area!!Renter-occupied housing units!!Margin of Error","North Port-Bradenton-Sarasota, FL Metro Area!!Percent renter-occupied housing units!!Estimate","North Port-Bradenton-Sarasota, FL Metro Area!!Percent renter-occupied housing units!!Margin of Error","Orlando-Kissimmee-Sanford, FL Metro Area!!Occupied housing units!!Estimate","Orlando-Kissimmee-Sanford, FL Metro Area!!Occupied housing units!!Margin of Error","Orlando-Kissimmee-Sanford, FL Metro Area!!Percent occupied housing units!!Estimate","Orlando-Kissimmee-Sanford, FL Metro Area!!Percent occupied housing units!!Margin of Error","Orlando-Kissimmee-Sanford, FL Metro Area!!Owner-occupied housing units!!Estimate","Orlando-Kissimmee-Sanford, FL Metro Area!!Owner-occupied housing units!!Margin of Error","Orlando-Kissimmee-Sanford, FL Metro Area!!Percent owner-occupied housing units!!Estimate","Orlando-Kissimmee-Sanford, FL Metro Area!!Percent owner-occupied housing units!!Margin of Error","Orlando-Kissimmee-Sanford, FL Metro Area!!Renter-occupied housing units!!Estimate","Orlando-Kissimmee-Sanford, FL Metro Area!!Renter-occupied housing units!!Margin of Error","Orlando-Kissimmee-Sanford, FL Metro Area!!Percent renter-occupied housing units!!Estimate","Orlando-Kissimmee-Sanford, FL Metro Area!!Percent renter-occupied housing units!!Margin of Error","Pittsburgh, PA Metro Area!!Occupied housing units!!Estimate","Pittsburgh, PA Metro Area!!Occupied housing units!!Margin of Error","Pittsburgh, PA Metro Area!!Percent occupied housing units!!Estimate","Pittsburgh, PA Metro Area!!Percent occupied housing units!!Margin of Error","Pittsburgh, PA Metro Area!!Owner-occupied housing units!!Estimate","Pittsburgh, PA Metro Area!!Owner-occupied housing units!!Margin of Error","Pittsburgh, PA Metro Area!!Percent owner-occupied housing units!!Estimate","Pittsburgh, PA Metro Area!!Percent owner-occupied housing units!!Margin of Error","Pittsburgh, PA Metro Area!!Renter-occupied housing units!!Estimate","Pittsburgh, PA Metro Area!!Renter-occupied housing units!!Margin of Error","Pittsburgh, PA Metro Area!!Percent renter-occupied housing units!!Estimate","Pittsburgh, PA Metro Area!!Percent renter-occupied housing units!!Margin of Error","San Jose-Sunnyvale-Santa Clara, CA Metro Area!!Occupied housing units!!Estimate","San Jose-Sunnyvale-Santa Clara, CA Metro Area!!Occupied housing units!!Margin of Error","San Jose-Sunnyvale-Santa Clara, CA Metro Area!!Percent occupied housing units!!Estimate","San Jose-Sunnyvale-Santa Clara, CA Metro Area!!Percent occupied housing units!!Margin of Error","San Jose-Sunnyvale-Santa Clara, CA Metro Area!!Owner-occupied housing units!!Estimate","San Jose-Sunnyvale-Santa Clara, CA Metro Area!!Owner-occupied housing units!!Margin of Error","San Jose-Sunnyvale-Santa Clara, CA Metro Area!!Percent owner-occupied housing units!!Estimate","San Jose-Sunnyvale-Santa Clara, CA Metro Area!!Percent owner-occupied housing units!!Margin of Error","San Jose-Sunnyvale-Santa Clara, CA Metro Area!!Renter-occupied housing units!!Estimate","San Jose-Sunnyvale-Santa Clara, CA Metro Area!!Renter-occupied housing units!!Margin of Error","San Jose-Sunnyvale-Santa Clara, CA Metro Area!!Percent renter-occupied housing units!!Estimate","San Jose-Sunnyvale-Santa Clara, CA Metro Area!!Percent renter-occupied housing units!!Margin of Error","Tallahassee, FL Metro Area!!Occupied housing units!!Estimate","Tallahassee, FL Metro Area!!Occupied housing units!!Margin of Error","Tallahassee, FL Metro Area!!Percent occupied housing units!!Estimate","Tallahassee, FL Metro Area!!Percent occupied housing units!!Margin of Error","Tallahassee, FL Metro Area!!Owner-occupied housing units!!Estimate","Tallahassee, FL Metro Area!!Owner-occupied housing units!!Margin of Error","Tallahassee, FL Metro Area!!Percent owner-occupied housing units!!Estimate","Tallahassee, FL Metro Area!!Percent owner-occupied housing units!!Margin of Error","Tallahassee, FL Metro Area!!Renter-occupied housing units!!Estimate","Tallahassee, FL Metro Area!!Renter-occupied housing units!!Margin of Error","Tallahassee, FL Metro Area!!Percent renter-occupied housing units!!Estimate","Tallahassee, FL Metro Area!!Percent renter-occupied housing units!!Margin of Error","Tampa-St. Petersburg-Clearwater, FL Metro Area!!Occupied housing units!!Estimate","Tampa-St. Petersburg-Clearwater, FL Metro Area!!Occupied housing units!!Margin of Error","Tampa-St. Petersburg-Clearwater, FL Metro Area!!Percent occupied housing units!!Estimate","Tampa-St. Petersburg-Clearwater, FL Metro Area!!Percent occupied housing units!!Margin of Error","Tampa-St. Petersburg-Clearwater, FL Metro Area!!Owner-occupied housing units!!Estimate","Tampa-St. Petersburg-Clearwater, FL Metro Area!!Owner-occupied housing units!!Margin of Error","Tampa-St. Petersburg-Clearwater, FL Metro Area!!Percent owner-occupied housing units!!Estimate","Tampa-St. Petersburg-Clearwater, FL Metro Area!!Percent owner-occupied housing units!!Margin of Error","Tampa-St. Petersburg-Clearwater, FL Metro Area!!Renter-occupied housing units!!Estimate","Tampa-St. Petersburg-Clearwater, FL Metro Area!!Renter-occupied housing units!!Margin of Error","Tampa-St. Petersburg-Clearwater, FL Metro Area!!Percent renter-occupied housing units!!Estimate","Tampa-St. Petersburg-Clearwater, FL Metro Area!!Percent renter-occupied housing units!!Margin of Error"
"Occupied housing units","2,341,283","±8,800","2,341,283","±8,800","1,570,338","±14,670","1,570,338","±14,670","770,945","±14,317","770,945","±14,317","1,036,074","±5,494","1,036,074","±5,494","602,192","±9,268","602,192","±9,268","433,882","±9,125","433,882","±9,125","1,127,320","±5,282","1,127,320","±5,282","755,740","±7,838","755,740","±7,838","371,580","±8,259","371,580","±8,259","502,324","±4,229","502,324","±4,229","332,076","±5,643","332,076","±5,643","170,248","±6,467","170,248","±6,467","326,338","±6,265","326,338","±6,265","245,460","±6,051","245,460","±6,051","80,878","±5,384","80,878","±5,384","1,103,360","±6,347","1,103,360","±6,347","721,432","±9,193","721,432","±9,193","381,928","±8,402","381,928","±8,402","921,306","±5,135","921,306","±5,135","620,924","±7,268","620,924","±7,268","300,382","±7,840","300,382","±7,840","931,312","±5,426","931,312","±5,426","633,722","±7,827","633,722","±7,827","297,590","±7,640","297,590","±7,640","2,959,385","±9,165","2,959,385","±9,165","1,769,613","±14,951","1,769,613","±14,951","1,189,772","±17,006","1,189,772","±17,006","1,244,895","±5,417","1,244,895","±5,417","785,480","±10,366","785,480","±10,366","459,415","±9,670","459,415","±9,670","212,486","±2,379","212,486","±2,379","149,817","±3,835","149,817","±3,835","62,669","±3,470","62,669","±3,470","693,081","±5,923","693,081","±5,923","462,206","±7,648","462,206","±7,648","230,875","±8,009","230,875","±8,009","91,594","±1,874","91,594","±1,874","54,168","±2,158","54,168","±2,158","37,426","±2,472","37,426","±2,472","4,542,998","±10,740","4,542,998","±10,740","2,189,902","±16,242","2,189,902","±16,242","2,353,096","±16,608","2,353,096","±16,608","523,295","±4,020","523,295","±4,020","317,899","±6,403","317,899","±6,403","205,396","±6,627","205,396","±6,627","2,349,920","±11,200","2,349,920","±11,200","1,452,129","±15,233","1,452,129","±15,233","897,791","±13,169","897,791","±13,169","863,464","±5,596","863,464","±5,596","561,010","±9,538","561,010","±9,538","302,454","±9,772","302,454","±9,772","7,490,498","±17,819","7,490,498","±17,819","3,825,885","±23,604","3,825,885","±23,604","3,664,613","±25,873","3,664,613","±25,873","408,101","±6,829","408,101","±6,829","308,392","±6,393","308,392","±6,393","99,709","±5,292","99,709","±5,292","1,073,662","±8,238","1,073,662","±8,238","670,080","±9,195","670,080","±9,195","403,582","±10,995","403,582","±10,995","1,067,180","±6,969","1,067,180","±6,969","760,526","±8,372","760,526","±8,372","306,654","±8,215","306,654","±8,215","685,743","±3,893","685,743","±3,893","374,116","±5,911","374,116","±5,911","311,627","±6,434","311,627","±6,434","163,838","±3,048","163,838","±3,048","92,112","±3,419","92,112","±3,419","71,726","±3,637","71,726","±3,637","1,358,788","±8,275","1,358,788","±8,275","922,351","±11,204","922,351","±11,204","436,437","±9,151","436,437","±9,151"
"    HOUSEHOLD INCOME IN THE PAST 12 MONTHS (IN 2023 INFLATION-ADJUSTED DOLLARS)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
