"Label (Grouping)","Atlanta-Sandy Springs-Roswell, GA Metro Area!!Occupied housing units!!Estimate","Atlanta-Sandy Springs-Roswell, GA Metro Area!!Occupied housing units!!Margin of Error","Atlanta-Sandy Springs-Roswell, GA Metro Area!!Percent occupied housing units!!Estimate","Atlanta-Sandy Springs-Roswell, GA Metro Area!!Percent occupied housing units!!Margin of Error","Atlanta-Sandy Springs-Roswell, GA Metro Area!!Owner-occupied housing units!!Estimate","Atlanta-Sandy Springs-Roswell, GA Metro Area!!Owner-occupied housing units!!Margin of Error","Atlanta-Sandy Springs-Roswell, GA Metro Area!!Percent owner-occupied housing units!!Estimate","Atlanta-Sandy Springs-Roswell, GA Metro Area!!Percent owner-occupied housing units!!Margin of Error","Atlanta-Sandy Springs-Roswell, GA Metro Area!!Renter-occupied housing units!!Estimate","Atlanta-Sandy Springs-Roswell, GA Metro Area!!Renter-occupied housing units!!Margin of Error","Atlanta-Sandy Springs-Roswell, GA Metro Area!!Percent renter-occupied housing units!!Estimate","Atlanta-Sandy Springs-Roswell, GA Metro Area!!Percent renter-occupied housing units!!Margin of Error","Austin-Round Rock, TX Metro Area!!Occupied housing units!!Estimate","Austin-Round Rock, TX Metro Area!!Occupied housing units!!Margin of Error","Austin-Round Rock, TX Metro Area!!Percent occupied housing units!!Estimate","Austin-Round Rock, TX Metro Area!!Percent occupied housing units!!Margin of Error","Austin-Round Rock, TX Metro Area!!Owner-occupied housing units!!Estimate","Austin-Round Rock, TX Metro Area!!Owner-occupied housing units!!Margin of Error","Austin-Round Rock, TX Metro Area!!Percent owner-occupied housing units!!Estimate","Austin-Round Rock, TX Metro Area!!Percent owner-occupied housing units!!Margin of Error","Austin-Round Rock, TX Metro Area!!Renter-occupied housing units!!Estimate","Austin-Round Rock, TX Metro Area!!Renter-occupied housing units!!Margin of Error","Austin-Round Rock, TX Metro Area!!Percent renter-occupied housing units!!Estimate","Austin-Round Rock, TX Metro Area!!Percent renter-occupied housing units!!Margin of Error","Baltimore-Columbia-Towson, MD Metro Area!!Occupied housing units!!Estimate","Baltimore-Columbia-Towson, MD Metro Area!!Occupied housing units!!Margin of Error","Baltimore-Columbia-Towson, MD Metro Area!!Percent occupied housing units!!Estimate","Baltimore-Columbia-Towson, MD Metro Area!!Percent occupied housing units!!Margin of Error","Baltimore-Columbia-Towson, MD Metro Area!!Owner-occupied housing units!!Estimate","Baltimore-Columbia-Towson, MD Metro Area!!Owner-occupied housing units!!Margin of Error","Baltimore-Columbia-Towson, MD Metro Area!!Percent owner-occupied housing units!!Estimate","Baltimore-Columbia-Towson, MD Metro Area!!Percent owner-occupied housing units!!Margin of Error","Baltimore-Columbia-Towson, MD Metro Area!!Renter-occupied housing units!!Estimate","Baltimore-Columbia-Towson, MD Metro Area!!Renter-occupied housing units!!Margin of Error","Baltimore-Columbia-Towson, MD Metro Area!!Percent renter-occupied housing units!!Estimate","Baltimore-Columbia-Towson, MD Metro Area!!Percent renter-occupied housing units!!Margin of Error","Buffalo-Cheektowaga-Niagara Falls, NY Metro Area!!Occupied housing units!!Estimate","Buffalo-Cheektowaga-Niagara Falls, NY Metro Area!!Occupied housing units!!Margin of Error","Buffalo-Cheektowaga-Niagara Falls, NY Metro Area!!Percent occupied housing units!!Estimate","Buffalo-Cheektowaga-Niagara Falls, NY Metro Area!!Percent occupied housing units!!Margin of Error","Buffalo-Cheektowaga-Niagara Falls, NY Metro Area!!Owner-occupied housing units!!Estimate","Buffalo-Cheektowaga-Niagara Falls, NY Metro Area!!Owner-occupied housing units!!Margin of Error","Buffalo-Cheektowaga-Niagara Falls, NY Metro Area!!Percent owner-occupied housing units!!Estimate","Buffalo-Cheektowaga-Niagara Falls, NY Metro Area!!Percent owner-occupied housing units!!Margin of Error","Buffalo-Cheektowaga-Niagara Falls, NY Metro Area!!Renter-occupied housing units!!Estimate","Buffalo-Cheektowaga-Niagara Falls, NY Metro Area!!Renter-occupied housing units!!Margin of Error","Buffalo-Cheektowaga-Niagara Falls, NY Metro Area!!Percent renter-occupied housing units!!Estimate","Buffalo-Cheektowaga-Niagara Falls, NY Metro Area!!Percent renter-occupied housing units!!Margin of Error","Cape Coral-Fort Myers, FL Metro Area!!Occupied housing units!!Estimate","Cape Coral-Fort Myers, FL Metro Area!!Occupied housing units!!Margin of Error","Cape Coral-Fort Myers, FL Metro Area!!Percent occupied housing units!!Estimate","Cape Coral-Fort Myers, FL Metro Area!!Percent occupied housing units!!Margin of Error","Cape Coral-Fort Myers, FL Metro Area!!Owner-occupied housing units!!Estimate","Cape Coral-Fort Myers, FL Metro Area!!Owner-occupied housing units!!Margin of Error","Cape Coral-Fort Myers, FL Metro Area!!Percent owner-occupied housing units!!Estimate","Cape Coral-Fort Myers, FL Metro Area!!Percent owner-occupied housing units!!Margin of Error","Cape Coral-Fort Myers, FL Metro Area!!Renter-occupied housing units!!Estimate","Cape Coral-Fort Myers, FL Metro Area!!Renter-occupied housing units!!Margin of Error","Cape Coral-Fort Myers, FL Metro Area!!Percent renter-occupied housing units!!Estimate","Cape Coral-Fort Myers, FL Metro Area!!Percent renter-occupied housing units!!Margin of Error","Charlotte-Concord-Gastonia, NC-SC Metro Area!!Occupied housing units!!Estimate","Charlotte-Concord-Gastonia, NC-SC Metro Area!!Occupied housing units!!Margin of Error","Charlotte-Concord-Gastonia, NC-SC Metro Area!!Percent occupied housing units!!Estimate","Charlotte-Concord-Gastonia, NC-SC Metro Area!!Percent occupied housing units!!Margin of Error","Charlotte-Concord-Gastonia, NC-SC Metro Area!!Owner-occupied housing units!!Estimate","Charlotte-Concord-Gastonia, NC-SC Metro Area!!Owner-occupied housing units!!Margin of Error","Charlotte-Concord-Gastonia, NC-SC Metro Area!!Percent owner-occupied housing units!!Estimate","Charlotte-Concord-Gastonia, NC-SC Metro Area!!Percent owner-occupied housing units!!Margin of Error","Charlotte-Concord-Gastonia, NC-SC Metro Area!!Renter-occupied housing units!!Estimate","Charlotte-Concord-Gastonia, NC-SC Metro Area!!Renter-occupied housing units!!Margin of Error","Charlotte-Concord-Gastonia, NC-SC Metro Area!!Percent renter-occupied housing units!!Estimate","Charlotte-Concord-Gastonia, NC-SC Metro Area!!Percent renter-occupied housing units!!Margin of Error","Cincinnati, OH-KY-IN Metro Area!!Occupied housing units!!Estimate","Cincinnati, OH-KY-IN Metro Area!!Occupied housing units!!Margin of Error","Cincinnati, OH-KY-IN Metro Area!!Percent occupied housing units!!Estimate","Cincinnati, OH-KY-IN Metro Area!!Percent occupied housing units!!Margin of Error","Cincinnati, OH-KY-IN Metro Area!!Owner-occupied housing units!!Estimate","Cincinnati, OH-KY-IN Metro Area!!Owner-occupied housing units!!Margin of Error","Cincinnati, OH-KY-IN Metro Area!!Percent owner-occupied housing units!!Estimate","Cincinnati, OH-KY-IN Metro Area!!Percent owner-occupied housing units!!Margin of Error","Cincinnati, OH-KY-IN Metro Area!!Renter-occupied housing units!!Estimate","Cincinnati, OH-KY-IN Metro Area!!Renter-occupied housing units!!Margin of Error","Cincinnati, OH-KY-IN Metro Area!!Percent renter-occupied housing units!!Estimate","Cincinnati, OH-KY-IN Metro Area!!Percent renter-occupied housing units!!Margin of Error","Dallas-Fort Worth-Arlington, TX Metro Area!!Occupied housing units!!Estimate","Dallas-Fort Worth-Arlington, TX Metro Area!!Occupied housing units!!Margin of Error","Dallas-Fort Worth-Arlington, TX Metro Area!!Percent occupied housing units!!Estimate","Dallas-Fort Worth-Arlington, TX Metro Area!!Percent occupied housing units!!Margin of Error","Dallas-Fort Worth-Arlington, TX Metro Area!!Owner-occupied housing units!!Estimate","Dallas-Fort Worth-Arlington, TX Metro Area!!Owner-occupied housing units!!Margin of Error","Dallas-Fort Worth-Arlington, TX Metro Area!!Percent owner-occupied housing units!!Estimate","Dallas-Fort Worth-Arlington, TX Metro Area!!Percent owner-occupied housing units!!Margin of Error","Dallas-Fort Worth-Arlington, TX Metro Area!!Renter-occupied housing units!!Estimate","Dallas-Fort Worth-Arlington, TX Metro Area!!Renter-occupied housing units!!Margin of Error","Dallas-Fort Worth-Arlington, TX Metro Area!!Percent renter-occupied housing units!!Estimate","Dallas-Fort Worth-Arlington, TX Metro Area!!Percent renter-occupied housing units!!Margin of Error","Denver-Aurora-Lakewood, CO Metro Area!!Occupied housing units!!Estimate","Denver-Aurora-Lakewood, CO Metro Area!!Occupied housing units!!Margin of Error","Denver-Aurora-Lakewood, CO Metro Area!!Percent occupied housing units!!Estimate","Denver-Aurora-Lakewood, CO Metro Area!!Percent occupied housing units!!Margin of Error","Denver-Aurora-Lakewood, CO Metro Area!!Owner-occupied housing units!!Estimate","Denver-Aurora-Lakewood, CO Metro Area!!Owner-occupied housing units!!Margin of Error","Denver-Aurora-Lakewood, CO Metro Area!!Percent owner-occupied housing units!!Estimate","Denver-Aurora-Lakewood, CO Metro Area!!Percent owner-occupied housing units!!Margin of Error","Denver-Aurora-Lakewood, CO Metro Area!!Renter-occupied housing units!!Estimate","Denver-Aurora-Lakewood, CO Metro Area!!Renter-occupied housing units!!Margin of Error","Denver-Aurora-Lakewood, CO Metro Area!!Percent renter-occupied housing units!!Estimate","Denver-Aurora-Lakewood, CO Metro Area!!Percent renter-occupied housing units!!Margin of Error","Huntsville, AL Metro Area!!Occupied housing units!!Estimate","Huntsville, AL Metro Area!!Occupied housing units!!Margin of Error","Huntsville, AL Metro Area!!Percent occupied housing units!!Estimate","Huntsville, AL Metro Area!!Percent occupied housing units!!Margin of Error","Huntsville, AL Metro Area!!Owner-occupied housing units!!Estimate","Huntsville, AL Metro Area!!Owner-occupied housing units!!Margin of Error","Huntsville, AL Metro Area!!Percent owner-occupied housing units!!Estimate","Huntsville, AL Metro Area!!Percent owner-occupied housing units!!Margin of Error","Huntsville, AL Metro Area!!Renter-occupied housing units!!Estimate","Huntsville, AL Metro Area!!Renter-occupied housing units!!Margin of Error","Huntsville, AL Metro Area!!Percent renter-occupied housing units!!Estimate","Huntsville, AL Metro Area!!Percent renter-occupied housing units!!Margin of Error","Jacksonville, FL Metro Area!!Occupied housing units!!Estimate","Jacksonville, FL Metro Area!!Occupied housing units!!Margin of Error","Jacksonville, FL Metro Area!!Percent occupied housing units!!Estimate","Jacksonville, FL Metro Area!!Percent occupied housing units!!Margin of Error","Jacksonville, FL Metro Area!!Owner-occupied housing units!!Estimate","Jacksonville, FL Metro Area!!Owner-occupied housing units!!Margin of Error","Jacksonville, FL Metro Area!!Percent owner-occupied housing units!!Estimate","Jacksonville, FL Metro Area!!Percent owner-occupied housing units!!Margin of Error","Jacksonville, FL Metro Area!!Renter-occupied housing units!!Estimate","Jacksonville, FL Metro Area!!Renter-occupied housing units!!Margin of Error","Jacksonville, FL Metro Area!!Percent renter-occupied housing units!!Estimate","Jacksonville, FL Metro Area!!Percent renter-occupied housing units!!Margin of Error","Lafayette-West Lafayette, IN Metro Area!!Occupied housing units!!Estimate","Lafayette-West Lafayette, IN Metro Area!!Occupied housing units!!Margin of Error","Lafayette-West Lafayette, IN Metro Area!!Percent occupied housing units!!Estimate","Lafayette-West Lafayette, IN Metro Area!!Percent occupied housing units!!Margin of Error","Lafayette-West Lafayette, IN Metro Area!!Owner-occupied housing units!!Estimate","Lafayette-West Lafayette, IN Metro Area!!Owner-occupied housing units!!Margin of Error","Lafayette-West Lafayette, IN Metro Area!!Percent owner-occupied housing units!!Estimate","Lafayette-West Lafayette, IN Metro Area!!Percent owner-occupied housing units!!Margin of Error","Lafayette-West Lafayette, IN Metro Area!!Renter-occupied housing units!!Estimate","Lafayette-West Lafayette, IN Metro Area!!Renter-occupied housing units!!Margin of Error","Lafayette-West Lafayette, IN Metro Area!!Percent renter-occupied housing units!!Estimate","Lafayette-West Lafayette, IN Metro Area!!Percent renter-occupied housing units!!Margin of Error","Los Angeles-Long Beach-Anaheim, CA Metro Area!!Occupied housing units!!Estimate","Los Angeles-Long Beach-Anaheim, CA Metro Area!!Occupied housing units!!Margin of Error","Los Angeles-Long Beach-Anaheim, CA Metro Area!!Percent occupied housing units!!Estimate","Los Angeles-Long Beach-Anaheim, CA Metro Area!!Percent occupied housing units!!Margin of Error","Los Angeles-Long Beach-Anaheim, CA Metro Area!!Owner-occupied housing units!!Estimate","Los Angeles-Long Beach-Anaheim, CA Metro Area!!Owner-occupied housing units!!Margin of Error","Los Angeles-Long Beach-Anaheim, CA Metro Area!!Percent owner-occupied housing units!!Estimate","Los Angeles-Long Beach-Anaheim, CA Metro Area!!Percent owner-occupied housing units!!Margin of Error","Los Angeles-Long Beach-Anaheim, CA Metro Area!!Renter-occupied housing units!!Estimate","Los Angeles-Long Beach-Anaheim, CA Metro Area!!Renter-occupied housing units!!Margin of Error","Los Angeles-Long Beach-Anaheim, CA Metro Area!!Percent renter-occupied housing units!!Estimate","Los Angeles-Long Beach-Anaheim, CA Metro Area!!Percent renter-occupied housing units!!Margin of Error","Memphis, TN-MS-AR Metro Area!!Occupied housing units!!Estimate","Memphis, TN-MS-AR Metro Area!!Occupied housing units!!Margin of Error","Memphis, TN-MS-AR Metro Area!!Percent occupied housing units!!Estimate","Memphis, TN-MS-AR Metro Area!!Percent occupied housing units!!Margin of Error","Memphis, TN-MS-AR Metro Area!!Owner-occupied housing units!!Estimate","Memphis, TN-MS-AR Metro Area!!Owner-occupied housing units!!Margin of Error","Memphis, TN-MS-AR Metro Area!!Percent owner-occupied housing units!!Estimate","Memphis, TN-MS-AR Metro Area!!Percent owner-occupied housing units!!Margin of Error","Memphis, TN-MS-AR Metro Area!!Renter-occupied housing units!!Estimate","Memphis, TN-MS-AR Metro Area!!Renter-occupied housing units!!Margin of Error","Memphis, TN-MS-AR Metro Area!!Percent renter-occupied housing units!!Estimate","Memphis, TN-MS-AR Metro Area!!Percent renter-occupied housing units!!Margin of Error","Miami-Fort Lauderdale-West Palm Beach, FL Metro Area!!Occupied housing units!!Estimate","Miami-Fort Lauderdale-West Palm Beach, FL Metro Area!!Occupied housing units!!Margin of Error","Miami-Fort Lauderdale-West Palm Beach, FL Metro Area!!Percent occupied housing units!!Estimate","Miami-Fort Lauderdale-West Palm Beach, FL Metro Area!!Percent occupied housing units!!Margin of Error","Miami-Fort Lauderdale-West Palm Beach, FL Metro Area!!Owner-occupied housing units!!Estimate","Miami-Fort Lauderdale-West Palm Beach, FL Metro Area!!Owner-occupied housing units!!Margin of Error","Miami-Fort Lauderdale-West Palm Beach, FL Metro Area!!Percent owner-occupied housing units!!Estimate","Miami-Fort Lauderdale-West Palm Beach, FL Metro Area!!Percent owner-occupied housing units!!Margin of Error","Miami-Fort Lauderdale-West Palm Beach, FL Metro Area!!Renter-occupied housing units!!Estimate","Miami-Fort Lauderdale-West Palm Beach, FL Metro Area!!Renter-occupied housing units!!Margin of Error","Miami-Fort Lauderdale-West Palm Beach, FL Metro Area!!Percent renter-occupied housing units!!Estimate","Miami-Fort Lauderdale-West Palm Beach, FL Metro Area!!Percent renter-occupied housing units!!Margin of Error","Nashville-Davidson--Murfreesboro--Franklin, TN Metro Area!!Occupied housing units!!Estimate","Nashville-Davidson--Murfreesboro--Franklin, TN Metro Area!!Occupied housing units!!Margin of Error","Nashville-Davidson--Murfreesboro--Franklin, TN Metro Area!!Percent occupied housing units!!Estimate","Nashville-Davidson--Murfreesboro--Franklin, TN Metro Area!!Percent occupied housing units!!Margin of Error","Nashville-Davidson--Murfreesboro--Franklin, TN Metro Area!!Owner-occupied housing units!!Estimate","Nashville-Davidson--Murfreesboro--Franklin, TN Metro Area!!Owner-occupied housing units!!Margin of Error","Nashville-Davidson--Murfreesboro--Franklin, TN Metro Area!!Percent owner-occupied housing units!!Estimate","Nashville-Davidson--Murfreesboro--Franklin, TN Metro Area!!Percent owner-occupied housing units!!Margin of Error","Nashville-Davidson--Murfreesboro--Franklin, TN Metro Area!!Renter-occupied housing units!!Estimate","Nashville-Davidson--Murfreesboro--Franklin, TN Metro Area!!Renter-occupied housing units!!Margin of Error","Nashville-Davidson--Murfreesboro--Franklin, TN Metro Area!!Percent renter-occupied housing units!!Estimate","Nashville-Davidson--Murfreesboro--Franklin, TN Metro Area!!Percent renter-occupied housing units!!Margin of Error","New York-Newark-Jersey City, NY-NJ-PA Metro Area!!Occupied housing units!!Estimate","New York-Newark-Jersey City, NY-NJ-PA Metro Area!!Occupied housing units!!Margin of Error","New York-Newark-Jersey City, NY-NJ-PA Metro Area!!Percent occupied housing units!!Estimate","New York-Newark-Jersey City, NY-NJ-PA Metro Area!!Percent occupied housing units!!Margin of Error","New York-Newark-Jersey City, NY-NJ-PA Metro Area!!Owner-occupied housing units!!Estimate","New York-Newark-Jersey City, NY-NJ-PA Metro Area!!Owner-occupied housing units!!Margin of Error","New York-Newark-Jersey City, NY-NJ-PA Metro Area!!Percent owner-occupied housing units!!Estimate","New York-Newark-Jersey City, NY-NJ-PA Metro Area!!Percent owner-occupied housing units!!Margin of Error","New York-Newark-Jersey City, NY-NJ-PA Metro Area!!Renter-occupied housing units!!Estimate","New York-Newark-Jersey City, NY-NJ-PA Metro Area!!Renter-occupied housing units!!Margin of Error","New York-Newark-Jersey City, NY-NJ-PA Metro Area!!Percent renter-occupied housing units!!Estimate","New York-Newark-Jersey City, NY-NJ-PA Metro Area!!Percent renter-occupied housing units!!Margin of Error","North Port-Sarasota-Bradenton, FL Metro Area!!Occupied housing units!!Estimate","North Port-Sarasota-Bradenton, FL Metro Area!!Occupied housing units!!Margin of Error","North Port-Sarasota-Bradenton, FL Metro Area!!Percent occupied housing units!!Estimate","North Port-Sarasota-Bradenton, FL Metro Area!!Percent occupied housing units!!Margin of Error","North Port-Sarasota-Bradenton, FL Metro Area!!Owner-occupied housing units!!Estimate","North Port-Sarasota-Bradenton, FL Metro Area!!Owner-occupied housing units!!Margin of Error","North Port-Sarasota-Bradenton, FL Metro Area!!Percent owner-occupied housing units!!Estimate","North Port-Sarasota-Bradenton, FL Metro Area!!Percent owner-occupied housing units!!Margin of Error","North Port-Sarasota-Bradenton, FL Metro Area!!Renter-occupied housing units!!Estimate","North Port-Sarasota-Bradenton, FL Metro Area!!Renter-occupied housing units!!Margin of Error","North Port-Sarasota-Bradenton, FL Metro Area!!Percent renter-occupied housing units!!Estimate","North Port-Sarasota-Bradenton, FL Metro Area!!Percent renter-occupied housing units!!Margin of Error","Orlando-Kissimmee-Sanford, FL Metro Area!!Occupied housing units!!Estimate","Orlando-Kissimmee-Sanford, FL Metro Area!!Occupied housing units!!Margin of Error","Orlando-Kissimmee-Sanford, FL Metro Area!!Percent occupied housing units!!Estimate","Orlando-Kissimmee-Sanford, FL Metro Area!!Percent occupied housing units!!Margin of Error","Orlando-Kissimmee-Sanford, FL Metro Area!!Owner-occupied housing units!!Estimate","Orlando-Kissimmee-Sanford, FL Metro Area!!Owner-occupied housing units!!Margin of Error","Orlando-Kissimmee-Sanford, FL Metro Area!!Percent owner-occupied housing units!!Estimate","Orlando-Kissimmee-Sanford, FL Metro Area!!Percent owner-occupied housing units!!Margin of Error","Orlando-Kissimmee-Sanford, FL Metro Area!!Renter-occupied housing units!!Estimate","Orlando-Kissimmee-Sanford, FL Metro Area!!Renter-occupied housing units!!Margin of Error","Orlando-Kissimmee-Sanford, FL Metro Area!!Percent renter-occupied housing units!!Estimate","Orlando-Kissimmee-Sanford, FL Metro Area!!Percent renter-occupied housing units!!Margin of Error","Pittsburgh, PA Metro Area!!Occupied housing units!!Estimate","Pittsburgh, PA Metro Area!!Occupied housing units!!Margin of Error","Pittsburgh, PA Metro Area!!Percent occupied housing units!!Estimate","Pittsburgh, PA Metro Area!!Percent occupied housing units!!Margin of Error","Pittsburgh, PA Metro Area!!Owner-occupied housing units!!Estimate","Pittsburgh, PA Metro Area!!Owner-occupied housing units!!Margin of Error","Pittsburgh, PA Metro Area!!Percent owner-occupied housing units!!Estimate","Pittsburgh, PA Metro Area!!Percent owner-occupied housing units!!Margin of Error","Pittsburgh, PA Metro Area!!Renter-occupied housing units!!Estimate","Pittsburgh, PA Metro Area!!Renter-occupied housing units!!Margin of Error","Pittsburgh, PA Metro Area!!Percent renter-occupied housing units!!Estimate","Pittsburgh, PA Metro Area!!Percent renter-occupied housing units!!Margin of Error","San Jose-Sunnyvale-Santa Clara, CA Metro Area!!Occupied housing units!!Estimate","San Jose-Sunnyvale-Santa Clara, CA Metro Area!!Occupied housing units!!Margin of Error","San Jose-Sunnyvale-Santa Clara, CA Metro Area!!Percent occupied housing units!!Estimate","San Jose-Sunnyvale-Santa Clara, CA Metro Area!!Percent occupied housing units!!Margin of Error","San Jose-Sunnyvale-Santa Clara, CA Metro Area!!Owner-occupied housing units!!Estimate","San Jose-Sunnyvale-Santa Clara, CA Metro Area!!Owner-occupied housing units!!Margin of Error","San Jose-Sunnyvale-Santa Clara, CA Metro Area!!Percent owner-occupied housing units!!Estimate","San Jose-Sunnyvale-Santa Clara, CA Metro Area!!Percent owner-occupied housing units!!Margin of Error","San Jose-Sunnyvale-Santa Clara, CA Metro Area!!Renter-occupied housing units!!Estimate","San Jose-Sunnyvale-Santa Clara, CA Metro Area!!Renter-occupied housing units!!Margin of Error","San Jose-Sunnyvale-Santa Clara, CA Metro Area!!Percent renter-occupied housing units!!Estimate","San Jose-Sunnyvale-Santa Clara, CA Metro Area!!Percent renter-occupied housing units!!Margin of Error","Tallahassee, FL Metro Area!!Occupied housing units!!Estimate","Tallahassee, FL Metro Area!!Occupied housing units!!Margin of Error","Tallahassee, FL Metro Area!!Percent occupied housing units!!Estimate","Tallahassee, FL Metro Area!!Percent occupied housing units!!Margin of Error","Tallahassee, FL Metro Area!!Owner-occupied housing units!!Estimate","Tallahassee, FL Metro Area!!Owner-occupied housing units!!Margin of Error","Tallahassee, FL Metro Area!!Percent owner-occupied housing units!!Estimate","Tallahassee, FL Metro Area!!Percent owner-occupied housing units!!Margin of Error","Tallahassee, FL Metro Area!!Renter-occupied housing units!!Estimate","Tallahassee, FL Metro Area!!Renter-occupied housing units!!Margin of Error","Tallahassee, FL Metro Area!!Percent renter-occupied housing units!!Estimate","Tallahassee, FL Metro Area!!Percent renter-occupied housing units!!Margin of Error","Tampa-St. Petersburg-Clearwater, FL Metro Area!!Occupied housing units!!Estimate","Tampa-St. Petersburg-Clearwater, FL Metro Area!!Occupied housing units!!Margin of Error","Tampa-St. Petersburg-Clearwater, FL Metro Area!!Percent occupied housing units!!Estimate","Tampa-St. Petersburg-Clearwater, FL Metro Area!!Percent occupied housing units!!Margin of Error","Tampa-St. Petersburg-Clearwater, FL Metro Area!!Owner-occupied housing units!!Estimate","Tampa-St. Petersburg-Clearwater, FL Metro Area!!Owner-occupied housing units!!Margin of Error","Tampa-St. Petersburg-Clearwater, FL Metro Area!!Percent owner-occupied housing units!!Estimate","Tampa-St. Petersburg-Clearwater, FL Metro Area!!Percent owner-occupied housing units!!Margin of Error","Tampa-St. Petersburg-Clearwater, FL Metro Area!!Renter-occupied housing units!!Estimate","Tampa-St. Petersburg-Clearwater, FL Metro Area!!Renter-occupied housing units!!Margin of Error","Tampa-St. Petersburg-Clearwater, FL Metro Area!!Percent renter-occupied housing units!!Estimate","Tampa-St. Petersburg-Clearwater, FL Metro Area!!Percent renter-occupied housing units!!Margin of Error"
"Occupied housing units","2,137,280","±9,772","2,137,280","±9,772","1,367,863","±12,256","1,367,863","±12,256","769,417","±11,647","769,417","±11,647","786,341","±6,748","786,341","±6,748","456,343","±7,324","456,343","±7,324","329,998","±6,999","329,998","±6,999","1,054,226","±5,820","1,054,226","±5,820","703,479","±7,018","703,479","±7,018","350,747","±8,461","350,747","±8,461","480,106","±4,829","480,106","±4,829","313,360","±4,447","313,360","±4,447","166,746","±4,983","166,746","±4,983","281,222","±6,698","281,222","±6,698","204,852","±6,062","204,852","±6,062","76,370","±5,037","76,370","±5,037","960,297","±6,158","960,297","±6,158","631,167","±7,524","631,167","±7,524","329,130","±7,000","329,130","±7,000","862,535","±5,398","862,535","±5,398","564,533","±7,271","564,533","±7,271","298,002","±7,555","298,002","±7,555","2,623,878","±11,143","2,623,878","±11,143","1,552,005","±12,605","1,552,005","±12,605","1,071,873","±11,227","1,071,873","±11,227","1,131,410","±4,407","1,131,410","±4,407","713,951","±7,509","713,951","±7,509","417,459","±8,091","417,459","±8,091","185,056","±2,251","185,056","±2,251","125,002","±3,068","125,002","±3,068","60,054","±3,353","60,054","±3,353","575,423","±6,048","575,423","±6,048","365,312","±7,864","365,312","±7,864","210,111","±7,381","210,111","±7,381","81,884","±1,929","81,884","±1,929","46,407","±2,191","46,407","±2,191","35,477","±2,778","35,477","±2,778","4,354,302","±11,807","4,354,302","±11,807","2,098,772","±16,783","2,098,772","±16,783","2,255,530","±20,222","2,255,530","±20,222","504,141","±4,741","504,141","±4,741","304,845","±4,956","304,845","±4,956","199,296","±5,740","199,296","±5,740","2,143,067","±9,968","2,143,067","±9,968","1,283,399","±9,989","1,283,399","±9,989","859,668","±12,236","859,668","±12,236","730,709","±5,127","730,709","±5,127","479,158","±6,874","479,158","±6,874","251,551","±6,764","251,551","±6,764","7,282,923","±15,411","7,282,923","±15,411","3,769,510","±18,428","3,769,510","±18,428","3,513,413","±19,739","3,513,413","±19,739","334,535","±5,166","334,535","±5,166","249,098","±5,099","249,098","±5,099","85,437","±4,653","85,437","±4,653","876,502","±7,155","876,502","±7,155","535,034","±8,639","535,034","±8,639","341,468","±9,282","341,468","±9,282","1,013,812","±5,462","1,013,812","±5,462","705,582","±6,334","705,582","±6,334","308,230","±5,832","308,230","±5,832","663,870","±4,148","663,870","±4,148","369,724","±5,392","369,724","±5,392","294,146","±5,988","294,146","±5,988","146,351","±3,088","146,351","±3,088","86,505","±3,590","86,505","±3,590","59,846","±3,806","59,846","±3,806","1,227,325","±8,238","1,227,325","±8,238","794,494","±8,916","794,494","±8,916","432,831","±8,127","432,831","±8,127"
"    HOUSEHOLD INCOME IN THE PAST 12 MONTHS (IN 2018 INFLATION-ADJUSTED DOLLARS)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
