"Label (Grouping)","Atlanta-Sandy Springs-Alpharetta, GA Metro Area!!Occupied housing units!!Estimate","Atlanta-Sandy Springs-Alpharetta, GA Metro Area!!Occupied housing units!!Margin of Error","Atlanta-Sandy Springs-Alpharetta, GA Metro Area!!Percent occupied housing units!!Estimate","Atlanta-Sandy Springs-Alpharetta, GA Metro Area!!Percent occupied housing units!!Margin of Error","Atlanta-Sandy Springs-Alpharetta, GA Metro Area!!Owner-occupied housing units!!Estimate","Atlanta-Sandy Springs-Alpharetta, GA Metro Area!!Owner-occupied housing units!!Margin of Error","Atlanta-Sandy Springs-Alpharetta, GA Metro Area!!Percent owner-occupied housing units!!Estimate","Atlanta-Sandy Springs-Alpharetta, GA Metro Area!!Percent owner-occupied housing units!!Margin of Error","Atlanta-Sandy Springs-Alpharetta, GA Metro Area!!Renter-occupied housing units!!Estimate","Atlanta-Sandy Springs-Alpharetta, GA Metro Area!!Renter-occupied housing units!!Margin of Error","Atlanta-Sandy Springs-Alpharetta, GA Metro Area!!Percent renter-occupied housing units!!Estimate","Atlanta-Sandy Springs-Alpharetta, GA Metro Area!!Percent renter-occupied housing units!!Margin of Error","Austin-Round Rock-Georgetown, TX Metro Area!!Occupied housing units!!Estimate","Austin-Round Rock-Georgetown, TX Metro Area!!Occupied housing units!!Margin of Error","Austin-Round Rock-Georgetown, TX Metro Area!!Percent occupied housing units!!Estimate","Austin-Round Rock-Georgetown, TX Metro Area!!Percent occupied housing units!!Margin of Error","Austin-Round Rock-Georgetown, TX Metro Area!!Owner-occupied housing units!!Estimate","Austin-Round Rock-Georgetown, TX Metro Area!!Owner-occupied housing units!!Margin of Error","Austin-Round Rock-Georgetown, TX Metro Area!!Percent owner-occupied housing units!!Estimate","Austin-Round Rock-Georgetown, TX Metro Area!!Percent owner-occupied housing units!!Margin of Error","Austin-Round Rock-Georgetown, TX Metro Area!!Renter-occupied housing units!!Estimate","Austin-Round Rock-Georgetown, TX Metro Area!!Renter-occupied housing units!!Margin of Error","Austin-Round Rock-Georgetown, TX Metro Area!!Percent renter-occupied housing units!!Estimate","Austin-Round Rock-Georgetown, TX Metro Area!!Percent renter-occupied housing units!!Margin of Error","Baltimore-Columbia-Towson, MD Metro Area!!Occupied housing units!!Estimate","Baltimore-Columbia-Towson, MD Metro Area!!Occupied housing units!!Margin of Error","Baltimore-Columbia-Towson, MD Metro Area!!Percent occupied housing units!!Estimate","Baltimore-Columbia-Towson, MD Metro Area!!Percent occupied housing units!!Margin of Error","Baltimore-Columbia-Towson, MD Metro Area!!Owner-occupied housing units!!Estimate","Baltimore-Columbia-Towson, MD Metro Area!!Owner-occupied housing units!!Margin of Error","Baltimore-Columbia-Towson, MD Metro Area!!Percent owner-occupied housing units!!Estimate","Baltimore-Columbia-Towson, MD Metro Area!!Percent owner-occupied housing units!!Margin of Error","Baltimore-Columbia-Towson, MD Metro Area!!Renter-occupied housing units!!Estimate","Baltimore-Columbia-Towson, MD Metro Area!!Renter-occupied housing units!!Margin of Error","Baltimore-Columbia-Towson, MD Metro Area!!Percent renter-occupied housing units!!Estimate","Baltimore-Columbia-Towson, MD Metro Area!!Percent renter-occupied housing units!!Margin of Error","Buffalo-Cheektowaga, NY Metro Area!!Occupied housing units!!Estimate","Buffalo-Cheektowaga, NY Metro Area!!Occupied housing units!!Margin of Error","Buffalo-Cheektowaga, NY Metro Area!!Percent occupied housing units!!Estimate","Buffalo-Cheektowaga, NY Metro Area!!Percent occupied housing units!!Margin of Error","Buffalo-Cheektowaga, NY Metro Area!!Owner-occupied housing units!!Estimate","Buffalo-Cheektowaga, NY Metro Area!!Owner-occupied housing units!!Margin of Error","Buffalo-Cheektowaga, NY Metro Area!!Percent owner-occupied housing units!!Estimate","Buffalo-Cheektowaga, NY Metro Area!!Percent owner-occupied housing units!!Margin of Error","Buffalo-Cheektowaga, NY Metro Area!!Renter-occupied housing units!!Estimate","Buffalo-Cheektowaga, NY Metro Area!!Renter-occupied housing units!!Margin of Error","Buffalo-Cheektowaga, NY Metro Area!!Percent renter-occupied housing units!!Estimate","Buffalo-Cheektowaga, NY Metro Area!!Percent renter-occupied housing units!!Margin of Error","Cape Coral-Fort Myers, FL Metro Area!!Occupied housing units!!Estimate","Cape Coral-Fort Myers, FL Metro Area!!Occupied housing units!!Margin of Error","Cape Coral-Fort Myers, FL Metro Area!!Percent occupied housing units!!Estimate","Cape Coral-Fort Myers, FL Metro Area!!Percent occupied housing units!!Margin of Error","Cape Coral-Fort Myers, FL Metro Area!!Owner-occupied housing units!!Estimate","Cape Coral-Fort Myers, FL Metro Area!!Owner-occupied housing units!!Margin of Error","Cape Coral-Fort Myers, FL Metro Area!!Percent owner-occupied housing units!!Estimate","Cape Coral-Fort Myers, FL Metro Area!!Percent owner-occupied housing units!!Margin of Error","Cape Coral-Fort Myers, FL Metro Area!!Renter-occupied housing units!!Estimate","Cape Coral-Fort Myers, FL Metro Area!!Renter-occupied housing units!!Margin of Error","Cape Coral-Fort Myers, FL Metro Area!!Percent renter-occupied housing units!!Estimate","Cape Coral-Fort Myers, FL Metro Area!!Percent renter-occupied housing units!!Margin of Error","Charlotte-Concord-Gastonia, NC-SC Metro Area!!Occupied housing units!!Estimate","Charlotte-Concord-Gastonia, NC-SC Metro Area!!Occupied housing units!!Margin of Error","Charlotte-Concord-Gastonia, NC-SC Metro Area!!Percent occupied housing units!!Estimate","Charlotte-Concord-Gastonia, NC-SC Metro Area!!Percent occupied housing units!!Margin of Error","Charlotte-Concord-Gastonia, NC-SC Metro Area!!Owner-occupied housing units!!Estimate","Charlotte-Concord-Gastonia, NC-SC Metro Area!!Owner-occupied housing units!!Margin of Error","Charlotte-Concord-Gastonia, NC-SC Metro Area!!Percent owner-occupied housing units!!Estimate","Charlotte-Concord-Gastonia, NC-SC Metro Area!!Percent owner-occupied housing units!!Margin of Error","Charlotte-Concord-Gastonia, NC-SC Metro Area!!Renter-occupied housing units!!Estimate","Charlotte-Concord-Gastonia, NC-SC Metro Area!!Renter-occupied housing units!!Margin of Error","Charlotte-Concord-Gastonia, NC-SC Metro Area!!Percent renter-occupied housing units!!Estimate","Charlotte-Concord-Gastonia, NC-SC Metro Area!!Percent renter-occupied housing units!!Margin of Error","Cincinnati, OH-KY-IN Metro Area!!Occupied housing units!!Estimate","Cincinnati, OH-KY-IN Metro Area!!Occupied housing units!!Margin of Error","Cincinnati, OH-KY-IN Metro Area!!Percent occupied housing units!!Estimate","Cincinnati, OH-KY-IN Metro Area!!Percent occupied housing units!!Margin of Error","Cincinnati, OH-KY-IN Metro Area!!Owner-occupied housing units!!Estimate","Cincinnati, OH-KY-IN Metro Area!!Owner-occupied housing units!!Margin of Error","Cincinnati, OH-KY-IN Metro Area!!Percent owner-occupied housing units!!Estimate","Cincinnati, OH-KY-IN Metro Area!!Percent owner-occupied housing units!!Margin of Error","Cincinnati, OH-KY-IN Metro Area!!Renter-occupied housing units!!Estimate","Cincinnati, OH-KY-IN Metro Area!!Renter-occupied housing units!!Margin of Error","Cincinnati, OH-KY-IN Metro Area!!Percent renter-occupied housing units!!Estimate","Cincinnati, OH-KY-IN Metro Area!!Percent renter-occupied housing units!!Margin of Error","Dallas-Fort Worth-Arlington, TX Metro Area!!Occupied housing units!!Estimate","Dallas-Fort Worth-Arlington, TX Metro Area!!Occupied housing units!!Margin of Error","Dallas-Fort Worth-Arlington, TX Metro Area!!Percent occupied housing units!!Estimate","Dallas-Fort Worth-Arlington, TX Metro Area!!Percent occupied housing units!!Margin of Error","Dallas-Fort Worth-Arlington, TX Metro Area!!Owner-occupied housing units!!Estimate","Dallas-Fort Worth-Arlington, TX Metro Area!!Owner-occupied housing units!!Margin of Error","Dallas-Fort Worth-Arlington, TX Metro Area!!Percent owner-occupied housing units!!Estimate","Dallas-Fort Worth-Arlington, TX Metro Area!!Percent owner-occupied housing units!!Margin of Error","Dallas-Fort Worth-Arlington, TX Metro Area!!Renter-occupied housing units!!Estimate","Dallas-Fort Worth-Arlington, TX Metro Area!!Renter-occupied housing units!!Margin of Error","Dallas-Fort Worth-Arlington, TX Metro Area!!Percent renter-occupied housing units!!Estimate","Dallas-Fort Worth-Arlington, TX Metro Area!!Percent renter-occupied housing units!!Margin of Error","Denver-Aurora-Lakewood, CO Metro Area!!Occupied housing units!!Estimate","Denver-Aurora-Lakewood, CO Metro Area!!Occupied housing units!!Margin of Error","Denver-Aurora-Lakewood, CO Metro Area!!Percent occupied housing units!!Estimate","Denver-Aurora-Lakewood, CO Metro Area!!Percent occupied housing units!!Margin of Error","Denver-Aurora-Lakewood, CO Metro Area!!Owner-occupied housing units!!Estimate","Denver-Aurora-Lakewood, CO Metro Area!!Owner-occupied housing units!!Margin of Error","Denver-Aurora-Lakewood, CO Metro Area!!Percent owner-occupied housing units!!Estimate","Denver-Aurora-Lakewood, CO Metro Area!!Percent owner-occupied housing units!!Margin of Error","Denver-Aurora-Lakewood, CO Metro Area!!Renter-occupied housing units!!Estimate","Denver-Aurora-Lakewood, CO Metro Area!!Renter-occupied housing units!!Margin of Error","Denver-Aurora-Lakewood, CO Metro Area!!Percent renter-occupied housing units!!Estimate","Denver-Aurora-Lakewood, CO Metro Area!!Percent renter-occupied housing units!!Margin of Error","Huntsville, AL Metro Area!!Occupied housing units!!Estimate","Huntsville, AL Metro Area!!Occupied housing units!!Margin of Error","Huntsville, AL Metro Area!!Percent occupied housing units!!Estimate","Huntsville, AL Metro Area!!Percent occupied housing units!!Margin of Error","Huntsville, AL Metro Area!!Owner-occupied housing units!!Estimate","Huntsville, AL Metro Area!!Owner-occupied housing units!!Margin of Error","Huntsville, AL Metro Area!!Percent owner-occupied housing units!!Estimate","Huntsville, AL Metro Area!!Percent owner-occupied housing units!!Margin of Error","Huntsville, AL Metro Area!!Renter-occupied housing units!!Estimate","Huntsville, AL Metro Area!!Renter-occupied housing units!!Margin of Error","Huntsville, AL Metro Area!!Percent renter-occupied housing units!!Estimate","Huntsville, AL Metro Area!!Percent renter-occupied housing units!!Margin of Error","Jacksonville, FL Metro Area!!Occupied housing units!!Estimate","Jacksonville, FL Metro Area!!Occupied housing units!!Margin of Error","Jacksonville, FL Metro Area!!Percent occupied housing units!!Estimate","Jacksonville, FL Metro Area!!Percent occupied housing units!!Margin of Error","Jacksonville, FL Metro Area!!Owner-occupied housing units!!Estimate","Jacksonville, FL Metro Area!!Owner-occupied housing units!!Margin of Error","Jacksonville, FL Metro Area!!Percent owner-occupied housing units!!Estimate","Jacksonville, FL Metro Area!!Percent owner-occupied housing units!!Margin of Error","Jacksonville, FL Metro Area!!Renter-occupied housing units!!Estimate","Jacksonville, FL Metro Area!!Renter-occupied housing units!!Margin of Error","Jacksonville, FL Metro Area!!Percent renter-occupied housing units!!Estimate","Jacksonville, FL Metro Area!!Percent renter-occupied housing units!!Margin of Error","Lafayette-West Lafayette, IN Metro Area!!Occupied housing units!!Estimate","Lafayette-West Lafayette, IN Metro Area!!Occupied housing units!!Margin of Error","Lafayette-West Lafayette, IN Metro Area!!Percent occupied housing units!!Estimate","Lafayette-West Lafayette, IN Metro Area!!Percent occupied housing units!!Margin of Error","Lafayette-West Lafayette, IN Metro Area!!Owner-occupied housing units!!Estimate","Lafayette-West Lafayette, IN Metro Area!!Owner-occupied housing units!!Margin of Error","Lafayette-West Lafayette, IN Metro Area!!Percent owner-occupied housing units!!Estimate","Lafayette-West Lafayette, IN Metro Area!!Percent owner-occupied housing units!!Margin of Error","Lafayette-West Lafayette, IN Metro Area!!Renter-occupied housing units!!Estimate","Lafayette-West Lafayette, IN Metro Area!!Renter-occupied housing units!!Margin of Error","Lafayette-West Lafayette, IN Metro Area!!Percent renter-occupied housing units!!Estimate","Lafayette-West Lafayette, IN Metro Area!!Percent renter-occupied housing units!!Margin of Error","Los Angeles-Long Beach-Anaheim, CA Metro Area!!Occupied housing units!!Estimate","Los Angeles-Long Beach-Anaheim, CA Metro Area!!Occupied housing units!!Margin of Error","Los Angeles-Long Beach-Anaheim, CA Metro Area!!Percent occupied housing units!!Estimate","Los Angeles-Long Beach-Anaheim, CA Metro Area!!Percent occupied housing units!!Margin of Error","Los Angeles-Long Beach-Anaheim, CA Metro Area!!Owner-occupied housing units!!Estimate","Los Angeles-Long Beach-Anaheim, CA Metro Area!!Owner-occupied housing units!!Margin of Error","Los Angeles-Long Beach-Anaheim, CA Metro Area!!Percent owner-occupied housing units!!Estimate","Los Angeles-Long Beach-Anaheim, CA Metro Area!!Percent owner-occupied housing units!!Margin of Error","Los Angeles-Long Beach-Anaheim, CA Metro Area!!Renter-occupied housing units!!Estimate","Los Angeles-Long Beach-Anaheim, CA Metro Area!!Renter-occupied housing units!!Margin of Error","Los Angeles-Long Beach-Anaheim, CA Metro Area!!Percent renter-occupied housing units!!Estimate","Los Angeles-Long Beach-Anaheim, CA Metro Area!!Percent renter-occupied housing units!!Margin of Error","Memphis, TN-MS-AR Metro Area!!Occupied housing units!!Estimate","Memphis, TN-MS-AR Metro Area!!Occupied housing units!!Margin of Error","Memphis, TN-MS-AR Metro Area!!Percent occupied housing units!!Estimate","Memphis, TN-MS-AR Metro Area!!Percent occupied housing units!!Margin of Error","Memphis, TN-MS-AR Metro Area!!Owner-occupied housing units!!Estimate","Memphis, TN-MS-AR Metro Area!!Owner-occupied housing units!!Margin of Error","Memphis, TN-MS-AR Metro Area!!Percent owner-occupied housing units!!Estimate","Memphis, TN-MS-AR Metro Area!!Percent owner-occupied housing units!!Margin of Error","Memphis, TN-MS-AR Metro Area!!Renter-occupied housing units!!Estimate","Memphis, TN-MS-AR Metro Area!!Renter-occupied housing units!!Margin of Error","Memphis, TN-MS-AR Metro Area!!Percent renter-occupied housing units!!Estimate","Memphis, TN-MS-AR Metro Area!!Percent renter-occupied housing units!!Margin of Error","Miami-Fort Lauderdale-Pompano Beach, FL Metro Area!!Occupied housing units!!Estimate","Miami-Fort Lauderdale-Pompano Beach, FL Metro Area!!Occupied housing units!!Margin of Error","Miami-Fort Lauderdale-Pompano Beach, FL Metro Area!!Percent occupied housing units!!Estimate","Miami-Fort Lauderdale-Pompano Beach, FL Metro Area!!Percent occupied housing units!!Margin of Error","Miami-Fort Lauderdale-Pompano Beach, FL Metro Area!!Owner-occupied housing units!!Estimate","Miami-Fort Lauderdale-Pompano Beach, FL Metro Area!!Owner-occupied housing units!!Margin of Error","Miami-Fort Lauderdale-Pompano Beach, FL Metro Area!!Percent owner-occupied housing units!!Estimate","Miami-Fort Lauderdale-Pompano Beach, FL Metro Area!!Percent owner-occupied housing units!!Margin of Error","Miami-Fort Lauderdale-Pompano Beach, FL Metro Area!!Renter-occupied housing units!!Estimate","Miami-Fort Lauderdale-Pompano Beach, FL Metro Area!!Renter-occupied housing units!!Margin of Error","Miami-Fort Lauderdale-Pompano Beach, FL Metro Area!!Percent renter-occupied housing units!!Estimate","Miami-Fort Lauderdale-Pompano Beach, FL Metro Area!!Percent renter-occupied housing units!!Margin of Error","Nashville-Davidson--Murfreesboro--Franklin, TN Metro Area!!Occupied housing units!!Estimate","Nashville-Davidson--Murfreesboro--Franklin, TN Metro Area!!Occupied housing units!!Margin of Error","Nashville-Davidson--Murfreesboro--Franklin, TN Metro Area!!Percent occupied housing units!!Estimate","Nashville-Davidson--Murfreesboro--Franklin, TN Metro Area!!Percent occupied housing units!!Margin of Error","Nashville-Davidson--Murfreesboro--Franklin, TN Metro Area!!Owner-occupied housing units!!Estimate","Nashville-Davidson--Murfreesboro--Franklin, TN Metro Area!!Owner-occupied housing units!!Margin of Error","Nashville-Davidson--Murfreesboro--Franklin, TN Metro Area!!Percent owner-occupied housing units!!Estimate","Nashville-Davidson--Murfreesboro--Franklin, TN Metro Area!!Percent owner-occupied housing units!!Margin of Error","Nashville-Davidson--Murfreesboro--Franklin, TN Metro Area!!Renter-occupied housing units!!Estimate","Nashville-Davidson--Murfreesboro--Franklin, TN Metro Area!!Renter-occupied housing units!!Margin of Error","Nashville-Davidson--Murfreesboro--Franklin, TN Metro Area!!Percent renter-occupied housing units!!Estimate","Nashville-Davidson--Murfreesboro--Franklin, TN Metro Area!!Percent renter-occupied housing units!!Margin of Error","New York-Newark-Jersey City, NY-NJ-PA Metro Area!!Occupied housing units!!Estimate","New York-Newark-Jersey City, NY-NJ-PA Metro Area!!Occupied housing units!!Margin of Error","New York-Newark-Jersey City, NY-NJ-PA Metro Area!!Percent occupied housing units!!Estimate","New York-Newark-Jersey City, NY-NJ-PA Metro Area!!Percent occupied housing units!!Margin of Error","New York-Newark-Jersey City, NY-NJ-PA Metro Area!!Owner-occupied housing units!!Estimate","New York-Newark-Jersey City, NY-NJ-PA Metro Area!!Owner-occupied housing units!!Margin of Error","New York-Newark-Jersey City, NY-NJ-PA Metro Area!!Percent owner-occupied housing units!!Estimate","New York-Newark-Jersey City, NY-NJ-PA Metro Area!!Percent owner-occupied housing units!!Margin of Error","New York-Newark-Jersey City, NY-NJ-PA Metro Area!!Renter-occupied housing units!!Estimate","New York-Newark-Jersey City, NY-NJ-PA Metro Area!!Renter-occupied housing units!!Margin of Error","New York-Newark-Jersey City, NY-NJ-PA Metro Area!!Percent renter-occupied housing units!!Estimate","New York-Newark-Jersey City, NY-NJ-PA Metro Area!!Percent renter-occupied housing units!!Margin of Error","North Port-Sarasota-Bradenton, FL Metro Area!!Occupied housing units!!Estimate","North Port-Sarasota-Bradenton, FL Metro Area!!Occupied housing units!!Margin of Error","North Port-Sarasota-Bradenton, FL Metro Area!!Percent occupied housing units!!Estimate","North Port-Sarasota-Bradenton, FL Metro Area!!Percent occupied housing units!!Margin of Error","North Port-Sarasota-Bradenton, FL Metro Area!!Owner-occupied housing units!!Estimate","North Port-Sarasota-Bradenton, FL Metro Area!!Owner-occupied housing units!!Margin of Error","North Port-Sarasota-Bradenton, FL Metro Area!!Percent owner-occupied housing units!!Estimate","North Port-Sarasota-Bradenton, FL Metro Area!!Percent owner-occupied housing units!!Margin of Error","North Port-Sarasota-Bradenton, FL Metro Area!!Renter-occupied housing units!!Estimate","North Port-Sarasota-Bradenton, FL Metro Area!!Renter-occupied housing units!!Margin of Error","North Port-Sarasota-Bradenton, FL Metro Area!!Percent renter-occupied housing units!!Estimate","North Port-Sarasota-Bradenton, FL Metro Area!!Percent renter-occupied housing units!!Margin of Error","Orlando-Kissimmee-Sanford, FL Metro Area!!Occupied housing units!!Estimate","Orlando-Kissimmee-Sanford, FL Metro Area!!Occupied housing units!!Margin of Error","Orlando-Kissimmee-Sanford, FL Metro Area!!Percent occupied housing units!!Estimate","Orlando-Kissimmee-Sanford, FL Metro Area!!Percent occupied housing units!!Margin of Error","Orlando-Kissimmee-Sanford, FL Metro Area!!Owner-occupied housing units!!Estimate","Orlando-Kissimmee-Sanford, FL Metro Area!!Owner-occupied housing units!!Margin of Error","Orlando-Kissimmee-Sanford, FL Metro Area!!Percent owner-occupied housing units!!Estimate","Orlando-Kissimmee-Sanford, FL Metro Area!!Percent owner-occupied housing units!!Margin of Error","Orlando-Kissimmee-Sanford, FL Metro Area!!Renter-occupied housing units!!Estimate","Orlando-Kissimmee-Sanford, FL Metro Area!!Renter-occupied housing units!!Margin of Error","Orlando-Kissimmee-Sanford, FL Metro Area!!Percent renter-occupied housing units!!Estimate","Orlando-Kissimmee-Sanford, FL Metro Area!!Percent renter-occupied housing units!!Margin of Error","Pittsburgh, PA Metro Area!!Occupied housing units!!Estimate","Pittsburgh, PA Metro Area!!Occupied housing units!!Margin of Error","Pittsburgh, PA Metro Area!!Percent occupied housing units!!Estimate","Pittsburgh, PA Metro Area!!Percent occupied housing units!!Margin of Error","Pittsburgh, PA Metro Area!!Owner-occupied housing units!!Estimate","Pittsburgh, PA Metro Area!!Owner-occupied housing units!!Margin of Error","Pittsburgh, PA Metro Area!!Percent owner-occupied housing units!!Estimate","Pittsburgh, PA Metro Area!!Percent owner-occupied housing units!!Margin of Error","Pittsburgh, PA Metro Area!!Renter-occupied housing units!!Estimate","Pittsburgh, PA Metro Area!!Renter-occupied housing units!!Margin of Error","Pittsburgh, PA Metro Area!!Percent renter-occupied housing units!!Estimate","Pittsburgh, PA Metro Area!!Percent renter-occupied housing units!!Margin of Error","San Jose-Sunnyvale-Santa Clara, CA Metro Area!!Occupied housing units!!Estimate","San Jose-Sunnyvale-Santa Clara, CA Metro Area!!Occupied housing units!!Margin of Error","San Jose-Sunnyvale-Santa Clara, CA Metro Area!!Percent occupied housing units!!Estimate","San Jose-Sunnyvale-Santa Clara, CA Metro Area!!Percent occupied housing units!!Margin of Error","San Jose-Sunnyvale-Santa Clara, CA Metro Area!!Owner-occupied housing units!!Estimate","San Jose-Sunnyvale-Santa Clara, CA Metro Area!!Owner-occupied housing units!!Margin of Error","San Jose-Sunnyvale-Santa Clara, CA Metro Area!!Percent owner-occupied housing units!!Estimate","San Jose-Sunnyvale-Santa Clara, CA Metro Area!!Percent owner-occupied housing units!!Margin of Error","San Jose-Sunnyvale-Santa Clara, CA Metro Area!!Renter-occupied housing units!!Estimate","San Jose-Sunnyvale-Santa Clara, CA Metro Area!!Renter-occupied housing units!!Margin of Error","San Jose-Sunnyvale-Santa Clara, CA Metro Area!!Percent renter-occupied housing units!!Estimate","San Jose-Sunnyvale-Santa Clara, CA Metro Area!!Percent renter-occupied housing units!!Margin of Error","Tallahassee, FL Metro Area!!Occupied housing units!!Estimate","Tallahassee, FL Metro Area!!Occupied housing units!!Margin of Error","Tallahassee, FL Metro Area!!Percent occupied housing units!!Estimate","Tallahassee, FL Metro Area!!Percent occupied housing units!!Margin of Error","Tallahassee, FL Metro Area!!Owner-occupied housing units!!Estimate","Tallahassee, FL Metro Area!!Owner-occupied housing units!!Margin of Error","Tallahassee, FL Metro Area!!Percent owner-occupied housing units!!Estimate","Tallahassee, FL Metro Area!!Percent owner-occupied housing units!!Margin of Error","Tallahassee, FL Metro Area!!Renter-occupied housing units!!Estimate","Tallahassee, FL Metro Area!!Renter-occupied housing units!!Margin of Error","Tallahassee, FL Metro Area!!Percent renter-occupied housing units!!Estimate","Tallahassee, FL Metro Area!!Percent renter-occupied housing units!!Margin of Error","Tampa-St. Petersburg-Clearwater, FL Metro Area!!Occupied housing units!!Estimate","Tampa-St. Petersburg-Clearwater, FL Metro Area!!Occupied housing units!!Margin of Error","Tampa-St. Petersburg-Clearwater, FL Metro Area!!Percent occupied housing units!!Estimate","Tampa-St. Petersburg-Clearwater, FL Metro Area!!Percent occupied housing units!!Margin of Error","Tampa-St. Petersburg-Clearwater, FL Metro Area!!Owner-occupied housing units!!Estimate","Tampa-St. Petersburg-Clearwater, FL Metro Area!!Owner-occupied housing units!!Margin of Error","Tampa-St. Petersburg-Clearwater, FL Metro Area!!Percent owner-occupied housing units!!Estimate","Tampa-St. Petersburg-Clearwater, FL Metro Area!!Percent owner-occupied housing units!!Margin of Error","Tampa-St. Petersburg-Clearwater, FL Metro Area!!Renter-occupied housing units!!Estimate","Tampa-St. Petersburg-Clearwater, FL Metro Area!!Renter-occupied housing units!!Margin of Error","Tampa-St. Petersburg-Clearwater, FL Metro Area!!Percent renter-occupied housing units!!Estimate","Tampa-St. Petersburg-Clearwater, FL Metro Area!!Percent renter-occupied housing units!!Margin of Error"
"Occupied housing units","2,152,319","±4,698","2,152,319","±4,698","1,382,025","±9,361","1,382,025","±9,361","770,294","±6,852","770,294","±6,852","796,315","±2,623","796,315","±2,623","466,441","±4,297","466,441","±4,297","329,874","±3,920","329,874","±3,920","1,062,780","±2,969","1,062,780","±2,969","707,862","±4,759","707,862","±4,759","354,918","±4,239","354,918","±4,239","482,932","±1,722","482,932","±1,722","319,246","±2,406","319,246","±2,406","163,686","±2,489","163,686","±2,489","288,916","±2,715","288,916","±2,715","209,905","±2,613","209,905","±2,613","79,011","±2,065","79,011","±2,065","975,476","±2,669","975,476","±2,669","644,100","±4,461","644,100","±4,461","331,376","±3,609","331,376","±3,609","870,103","±2,803","870,103","±2,803","583,536","±4,157","583,536","±4,157","286,567","±3,229","286,567","±3,229","2,615,579","±5,469","2,615,579","±5,469","1,561,136","±8,410","1,561,136","±8,410","1,054,443","±6,891","1,054,443","±6,891","1,097,674","±2,374","1,097,674","±2,374","711,209","±4,860","711,209","±4,860","386,465","±4,877","386,465","±4,877","184,353","±1,110","184,353","±1,110","127,786","±1,761","127,786","±1,761","56,567","±1,610","56,567","±1,610","578,620","±3,056","578,620","±3,056","377,697","±3,578","377,697","±3,578","200,923","±3,250","200,923","±3,250","86,627","±1,144","86,627","±1,144","51,310","±1,082","51,310","±1,082","35,317","±1,343","35,317","±1,343","4,372,505","±6,132","4,372,505","±6,132","2,129,700","±11,851","2,129,700","±11,851","2,242,805","±8,465","2,242,805","±8,465","505,544","±2,384","505,544","±2,384","302,305","±3,501","302,305","±3,501","203,239","±2,925","203,239","±2,925","2,172,740","±5,914","2,172,740","±5,914","1,299,739","±9,006","1,299,739","±9,006","873,001","±7,040","873,001","±7,040","727,452","±2,190","727,452","±2,190","477,503","±3,840","477,503","±3,840","249,949","±3,198","249,949","±3,198","7,065,536","±10,461","7,065,536","±10,461","3,643,816","±16,629","3,643,816","±16,629","3,421,720","±11,284","3,421,720","±11,284","339,573","±2,467","339,573","±2,467","255,124","±2,678","255,124","±2,678","84,449","±2,281","84,449","±2,281","893,257","±4,256","893,257","±4,256","553,334","±5,158","553,334","±5,158","339,923","±4,178","339,923","±4,178","1,017,860","±2,703","1,017,860","±2,703","708,073","±3,319","708,073","±3,319","309,787","±3,330","309,787","±3,330","653,703","±1,814","653,703","±1,814","370,241","±3,079","370,241","±3,079","283,462","±2,905","283,462","±2,905","150,862","±1,417","150,862","±1,417","87,763","±1,283","87,763","±1,283","63,099","±1,343","63,099","±1,343","1,239,349","±4,699","1,239,349","±4,699","815,666","±5,960","815,666","±5,960","423,683","±4,644","423,683","±4,644"
"    HOUSEHOLD INCOME IN THE PAST 12 MONTHS (IN 2020 INFLATION-ADJUSTED DOLLARS)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
