"Label (Grouping)","Atlanta-Sandy Springs-Alpharetta, GA Metro Area!!Occupied housing units!!Estimate","Atlanta-Sandy Springs-Alpharetta, GA Metro Area!!Percent occupied housing units!!Estimate","Atlanta-Sandy Springs-Alpharetta, GA Metro Area!!Owner-occupied housing units!!Estimate","Atlanta-Sandy Springs-Alpharetta, GA Metro Area!!Percent owner-occupied housing units!!Estimate","Atlanta-Sandy Springs-Alpharetta, GA Metro Area!!Renter-occupied housing units!!Estimate","Atlanta-Sandy Springs-Alpharetta, GA Metro Area!!Percent renter-occupied housing units!!Estimate","Austin-Round Rock-Georgetown, TX Metro Area!!Occupied housing units!!Estimate","Austin-Round Rock-Georgetown, TX Metro Area!!Percent occupied housing units!!Estimate","Austin-Round Rock-Georgetown, TX Metro Area!!Owner-occupied housing units!!Estimate","Austin-Round Rock-Georgetown, TX Metro Area!!Percent owner-occupied housing units!!Estimate","Austin-Round Rock-Georgetown, TX Metro Area!!Renter-occupied housing units!!Estimate","Austin-Round Rock-Georgetown, TX Metro Area!!Percent renter-occupied housing units!!Estimate","Baltimore-Columbia-Towson, MD Metro Area!!Occupied housing units!!Estimate","Baltimore-Columbia-Towson, MD Metro Area!!Percent occupied housing units!!Estimate","Baltimore-Columbia-Towson, MD Metro Area!!Owner-occupied housing units!!Estimate","Baltimore-Columbia-Towson, MD Metro Area!!Percent owner-occupied housing units!!Estimate","Baltimore-Columbia-Towson, MD Metro Area!!Renter-occupied housing units!!Estimate","Baltimore-Columbia-Towson, MD Metro Area!!Percent renter-occupied housing units!!Estimate","Charlotte-Concord-Gastonia, NC-SC Metro Area!!Occupied housing units!!Estimate","Charlotte-Concord-Gastonia, NC-SC Metro Area!!Percent occupied housing units!!Estimate","Charlotte-Concord-Gastonia, NC-SC Metro Area!!Owner-occupied housing units!!Estimate","Charlotte-Concord-Gastonia, NC-SC Metro Area!!Percent owner-occupied housing units!!Estimate","Charlotte-Concord-Gastonia, NC-SC Metro Area!!Renter-occupied housing units!!Estimate","Charlotte-Concord-Gastonia, NC-SC Metro Area!!Percent renter-occupied housing units!!Estimate","Dallas-Fort Worth-Arlington, TX Metro Area!!Occupied housing units!!Estimate","Dallas-Fort Worth-Arlington, TX Metro Area!!Percent occupied housing units!!Estimate","Dallas-Fort Worth-Arlington, TX Metro Area!!Owner-occupied housing units!!Estimate","Dallas-Fort Worth-Arlington, TX Metro Area!!Percent owner-occupied housing units!!Estimate","Dallas-Fort Worth-Arlington, TX Metro Area!!Renter-occupied housing units!!Estimate","Dallas-Fort Worth-Arlington, TX Metro Area!!Percent renter-occupied housing units!!Estimate","Denver-Aurora-Lakewood, CO Metro Area!!Occupied housing units!!Estimate","Denver-Aurora-Lakewood, CO Metro Area!!Percent occupied housing units!!Estimate","Denver-Aurora-Lakewood, CO Metro Area!!Owner-occupied housing units!!Estimate","Denver-Aurora-Lakewood, CO Metro Area!!Percent owner-occupied housing units!!Estimate","Denver-Aurora-Lakewood, CO Metro Area!!Renter-occupied housing units!!Estimate","Denver-Aurora-Lakewood, CO Metro Area!!Percent renter-occupied housing units!!Estimate","Houston-The Woodlands-Sugar Land, TX Metro Area!!Occupied housing units!!Estimate","Houston-The Woodlands-Sugar Land, TX Metro Area!!Percent occupied housing units!!Estimate","Houston-The Woodlands-Sugar Land, TX Metro Area!!Owner-occupied housing units!!Estimate","Houston-The Woodlands-Sugar Land, TX Metro Area!!Percent owner-occupied housing units!!Estimate","Houston-The Woodlands-Sugar Land, TX Metro Area!!Renter-occupied housing units!!Estimate","Houston-The Woodlands-Sugar Land, TX Metro Area!!Percent renter-occupied housing units!!Estimate","Jacksonville, FL Metro Area!!Occupied housing units!!Estimate","Jacksonville, FL Metro Area!!Percent occupied housing units!!Estimate","Jacksonville, FL Metro Area!!Owner-occupied housing units!!Estimate","Jacksonville, FL Metro Area!!Percent owner-occupied housing units!!Estimate","Jacksonville, FL Metro Area!!Renter-occupied housing units!!Estimate","Jacksonville, FL Metro Area!!Percent renter-occupied housing units!!Estimate","Miami-Fort Lauderdale-Pompano Beach, FL Metro Area!!Occupied housing units!!Estimate","Miami-Fort Lauderdale-Pompano Beach, FL Metro Area!!Percent occupied housing units!!Estimate","Miami-Fort Lauderdale-Pompano Beach, FL Metro Area!!Owner-occupied housing units!!Estimate","Miami-Fort Lauderdale-Pompano Beach, FL Metro Area!!Percent owner-occupied housing units!!Estimate","Miami-Fort Lauderdale-Pompano Beach, FL Metro Area!!Renter-occupied housing units!!Estimate","Miami-Fort Lauderdale-Pompano Beach, FL Metro Area!!Percent renter-occupied housing units!!Estimate","Minneapolis-St. Paul-Bloomington, MN-WI Metro Area!!Occupied housing units!!Estimate","Minneapolis-St. Paul-Bloomington, MN-WI Metro Area!!Percent occupied housing units!!Estimate","Minneapolis-St. Paul-Bloomington, MN-WI Metro Area!!Owner-occupied housing units!!Estimate","Minneapolis-St. Paul-Bloomington, MN-WI Metro Area!!Percent owner-occupied housing units!!Estimate","Minneapolis-St. Paul-Bloomington, MN-WI Metro Area!!Renter-occupied housing units!!Estimate","Minneapolis-St. Paul-Bloomington, MN-WI Metro Area!!Percent renter-occupied housing units!!Estimate","Nashville-Davidson--Murfreesboro--Franklin, TN Metro Area!!Occupied housing units!!Estimate","Nashville-Davidson--Murfreesboro--Franklin, TN Metro Area!!Percent occupied housing units!!Estimate","Nashville-Davidson--Murfreesboro--Franklin, TN Metro Area!!Owner-occupied housing units!!Estimate","Nashville-Davidson--Murfreesboro--Franklin, TN Metro Area!!Percent owner-occupied housing units!!Estimate","Nashville-Davidson--Murfreesboro--Franklin, TN Metro Area!!Renter-occupied housing units!!Estimate","Nashville-Davidson--Murfreesboro--Franklin, TN Metro Area!!Percent renter-occupied housing units!!Estimate","Orlando-Kissimmee-Sanford, FL Metro Area!!Occupied housing units!!Estimate","Orlando-Kissimmee-Sanford, FL Metro Area!!Percent occupied housing units!!Estimate","Orlando-Kissimmee-Sanford, FL Metro Area!!Owner-occupied housing units!!Estimate","Orlando-Kissimmee-Sanford, FL Metro Area!!Percent owner-occupied housing units!!Estimate","Orlando-Kissimmee-Sanford, FL Metro Area!!Renter-occupied housing units!!Estimate","Orlando-Kissimmee-Sanford, FL Metro Area!!Percent renter-occupied housing units!!Estimate","Phoenix-Mesa-Chandler, AZ Metro Area!!Occupied housing units!!Estimate","Phoenix-Mesa-Chandler, AZ Metro Area!!Percent occupied housing units!!Estimate","Phoenix-Mesa-Chandler, AZ Metro Area!!Owner-occupied housing units!!Estimate","Phoenix-Mesa-Chandler, AZ Metro Area!!Percent owner-occupied housing units!!Estimate","Phoenix-Mesa-Chandler, AZ Metro Area!!Renter-occupied housing units!!Estimate","Phoenix-Mesa-Chandler, AZ Metro Area!!Percent renter-occupied housing units!!Estimate","Portland-Vancouver-Hillsboro, OR-WA Metro Area!!Occupied housing units!!Estimate","Portland-Vancouver-Hillsboro, OR-WA Metro Area!!Percent occupied housing units!!Estimate","Portland-Vancouver-Hillsboro, OR-WA Metro Area!!Owner-occupied housing units!!Estimate","Portland-Vancouver-Hillsboro, OR-WA Metro Area!!Percent owner-occupied housing units!!Estimate","Portland-Vancouver-Hillsboro, OR-WA Metro Area!!Renter-occupied housing units!!Estimate","Portland-Vancouver-Hillsboro, OR-WA Metro Area!!Percent renter-occupied housing units!!Estimate","Raleigh-Cary, NC Metro Area!!Occupied housing units!!Estimate","Raleigh-Cary, NC Metro Area!!Percent occupied housing units!!Estimate","Raleigh-Cary, NC Metro Area!!Owner-occupied housing units!!Estimate","Raleigh-Cary, NC Metro Area!!Percent owner-occupied housing units!!Estimate","Raleigh-Cary, NC Metro Area!!Renter-occupied housing units!!Estimate","Raleigh-Cary, NC Metro Area!!Percent renter-occupied housing units!!Estimate","St. Louis, MO-IL Metro Area!!Occupied housing units!!Estimate","St. Louis, MO-IL Metro Area!!Percent occupied housing units!!Estimate","St. Louis, MO-IL Metro Area!!Owner-occupied housing units!!Estimate","St. Louis, MO-IL Metro Area!!Percent owner-occupied housing units!!Estimate","St. Louis, MO-IL Metro Area!!Renter-occupied housing units!!Estimate","St. Louis, MO-IL Metro Area!!Percent renter-occupied housing units!!Estimate","San Antonio-New Braunfels, TX Metro Area!!Occupied housing units!!Estimate","San Antonio-New Braunfels, TX Metro Area!!Percent occupied housing units!!Estimate","San Antonio-New Braunfels, TX Metro Area!!Owner-occupied housing units!!Estimate","San Antonio-New Braunfels, TX Metro Area!!Percent owner-occupied housing units!!Estimate","San Antonio-New Braunfels, TX Metro Area!!Renter-occupied housing units!!Estimate","San Antonio-New Braunfels, TX Metro Area!!Percent renter-occupied housing units!!Estimate","Seattle-Tacoma-Bellevue, WA Metro Area!!Occupied housing units!!Estimate","Seattle-Tacoma-Bellevue, WA Metro Area!!Percent occupied housing units!!Estimate","Seattle-Tacoma-Bellevue, WA Metro Area!!Owner-occupied housing units!!Estimate","Seattle-Tacoma-Bellevue, WA Metro Area!!Percent owner-occupied housing units!!Estimate","Seattle-Tacoma-Bellevue, WA Metro Area!!Renter-occupied housing units!!Estimate","Seattle-Tacoma-Bellevue, WA Metro Area!!Percent renter-occupied housing units!!Estimate","Tampa-St. Petersburg-Clearwater, FL Metro Area!!Occupied housing units!!Estimate","Tampa-St. Petersburg-Clearwater, FL Metro Area!!Percent occupied housing units!!Estimate","Tampa-St. Petersburg-Clearwater, FL Metro Area!!Owner-occupied housing units!!Estimate","Tampa-St. Petersburg-Clearwater, FL Metro Area!!Percent owner-occupied housing units!!Estimate","Tampa-St. Petersburg-Clearwater, FL Metro Area!!Renter-occupied housing units!!Estimate","Tampa-St. Petersburg-Clearwater, FL Metro Area!!Percent renter-occupied housing units!!Estimate"
"        2020 or later","20,279","0.9%","14,241","0.9%","6,038","0.8%","22,705","2.4%","18,224","3.2%","4,481","1.1%","4,121","0.4%","3,735","0.5%","386","0.1%","9,196","0.9%","7,622","1.1%","1,574","0.5%","38,141","1.3%","28,661","1.7%","9,480","0.8%","14,220","1.2%","11,643","1.5%","2,577","0.6%","37,666","1.4%","31,362","2.0%","6,304","0.6%","18,830","2.9%","14,450","3.4%","4,380","2.0%","15,684","0.7%","8,788","0.6%","6,896","0.8%","9,612","0.7%","8,250","0.8%","1,362","0.3%","17,187","2.2%","12,281","2.3%","4,906","1.9%","10,729","1.1%","8,224","1.3%","2,505","0.7%","20,196","1.1%","15,755","1.3%","4,441","0.7%","7,931","0.8%","5,412","0.9%","2,519","0.7%","8,360","1.5%","6,893","1.9%","1,467","0.8%","7,724","0.7%","6,122","0.8%","1,602","0.5%","16,293","1.7%","14,536","2.4%","1,757","0.5%","12,353","0.8%","9,378","1.0%","2,975","0.5%","13,615","1.0%","11,397","1.3%","2,218","0.5%"
"        2010 to 2019","298,805","13.1%","184,627","12.1%","114,178","15.2%","266,139","27.9%","148,049","26.4%","118,090","30.0%","82,736","7.4%","50,306","6.7%","32,430","8.9%","186,939","17.8%","111,350","15.9%","75,589","21.6%","514,883","18.1%","291,107","17.2%","223,776","19.6%","161,215","13.5%","81,333","10.4%","79,882","19.3%","520,976","20.0%","325,593","20.4%","195,383","19.5%","96,017","14.9%","63,035","14.7%","32,982","15.2%","191,152","8.3%","73,937","5.3%","117,215","12.9%","124,890","8.6%","76,553","7.3%","48,337","11.7%","153,989","19.4%","97,222","18.3%","56,767","21.6%","152,454","15.4%","92,564","14.8%","59,890","16.5%","251,873","13.5%","169,162","13.5%","82,711","13.5%","118,832","11.9%","58,323","9.4%","60,509","15.9%","118,188","21.5%","80,528","21.7%","37,660","21.3%","82,998","7.3%","55,468","6.8%","27,530","8.4%","192,754","20.3%","122,993","20.4%","69,761","20.1%","214,871","13.6%","96,336","10.0%","118,535","19.2%","156,090","11.9%","96,188","10.8%","59,902","14.2%"
"        2000 to 2009","552,316","24.3%","396,773","26.0%","155,543","20.6%","207,472","21.7%","132,436","23.6%","75,036","19.1%","114,113","10.2%","81,866","10.9%","32,247","8.9%","245,702","23.4%","175,822","25.2%","69,880","20.0%","542,312","19.1%","356,027","21.0%","186,285","16.3%","197,980","16.6%","135,510","17.4%","62,470","15.1%","529,140","20.3%","355,768","22.2%","173,372","17.3%","134,033","20.8%","98,659","23.0%","35,374","16.3%","296,424","12.9%","181,032","12.9%","115,392","12.7%","202,575","13.9%","155,468","14.9%","47,107","11.4%","147,770","18.6%","110,579","20.8%","37,191","14.1%","206,174","20.8%","138,939","22.2%","67,235","18.5%","443,306","23.8%","320,647","25.6%","122,659","20.0%","144,479","14.4%","91,266","14.7%","53,213","14.0%","136,088","24.8%","95,916","25.8%","40,172","22.7%","141,006","12.3%","111,670","13.7%","29,336","8.9%","185,145","19.5%","122,250","20.3%","62,895","18.2%","238,721","15.1%","147,051","15.2%","91,670","14.8%","220,749","16.9%","154,609","17.4%","66,140","15.7%"
"        1980 to 1999","813,098","35.7%","552,958","36.3%","260,140","34.5%","264,695","27.7%","149,572","26.6%","115,123","29.3%","304,314","27.2%","216,683","28.7%","87,631","24.1%","305,212","29.1%","207,774","29.7%","97,438","27.9%","847,985","29.9%","483,494","28.5%","364,491","32.0%","320,102","26.9%","219,984","28.2%","100,118","24.2%","684,679","26.3%","404,466","25.3%","280,213","28.0%","191,309","29.7%","131,174","30.6%","60,135","27.7%","764,253","33.1%","504,905","36.1%","259,348","28.6%","397,520","27.4%","298,078","28.6%","99,442","24.2%","219,991","27.7%","147,999","27.9%","71,992","27.4%","359,879","36.3%","228,879","36.5%","131,000","36.0%","620,858","33.3%","402,501","32.2%","218,357","35.6%","263,737","26.3%","161,998","26.1%","101,739","26.7%","183,020","33.4%","122,870","33.0%","60,150","34.0%","260,943","22.8%","195,457","24.0%","65,486","19.9%","242,137","25.5%","150,097","24.9%","92,040","26.6%","440,655","27.8%","275,836","28.5%","164,819","26.7%","422,711","32.3%","283,777","32.0%","138,934","32.9%"
"        1960 to 1979","406,640","17.9%","256,015","16.8%","150,625","20.0%","136,948","14.3%","75,520","13.4%","61,428","15.6%","259,857","23.3%","159,472","21.2%","100,385","27.6%","177,916","17.0%","113,708","16.3%","64,208","18.4%","575,362","20.3%","325,924","19.2%","249,438","21.9%","299,050","25.1%","196,313","25.2%","102,737","24.9%","582,675","22.4%","322,772","20.2%","259,903","25.9%","119,468","18.5%","64,115","15.0%","55,353","25.5%","699,498","30.3%","422,877","30.2%","276,621","30.5%","342,433","23.6%","217,852","20.9%","124,581","30.3%","157,849","19.9%","96,874","18.2%","60,975","23.2%","183,804","18.6%","105,549","16.8%","78,255","21.5%","394,078","21.2%","255,486","20.4%","138,592","22.6%","245,254","24.5%","149,210","24.0%","96,044","25.2%","67,840","12.4%","42,087","11.3%","25,753","14.6%","285,528","25.0%","196,191","24.1%","89,337","27.1%","181,488","19.1%","105,063","17.4%","76,425","22.1%","356,776","22.5%","219,418","22.7%","137,358","22.2%","340,312","26.0%","229,726","25.9%","110,586","26.2%"
"        1940 to 1959","121,683","5.3%","77,547","5.1%","44,136","5.9%","39,273","4.1%","27,699","4.9%","11,574","2.9%","207,497","18.6%","149,561","19.8%","57,936","15.9%","87,006","8.3%","58,145","8.3%","28,861","8.3%","252,963","8.9%","170,952","10.1%","82,011","7.2%","127,923","10.7%","88,891","11.4%","39,032","9.4%","187,895","7.2%","126,730","7.9%","61,165","6.1%","64,205","10.0%","43,616","10.2%","20,589","9.5%","292,490","12.7%","183,180","13.1%","109,310","12.0%","184,711","12.7%","146,885","14.1%","37,826","9.2%","66,907","8.4%","45,781","8.6%","21,126","8.0%","62,159","6.3%","44,758","7.1%","17,401","4.8%","117,777","6.3%","79,164","6.3%","38,613","6.3%","107,694","10.7%","77,694","12.5%","30,000","7.9%","22,183","4.0%","15,677","4.2%","6,506","3.7%","198,135","17.3%","141,161","17.3%","56,974","17.3%","96,345","10.2%","64,699","10.7%","31,646","9.1%","173,903","11.0%","121,264","12.5%","52,639","8.5%","126,120","9.6%","93,097","10.5%","33,023","7.8%"
"        1939 or earlier","64,661","2.8%","41,881","2.7%","22,780","3.0%","17,975","1.9%","10,271","1.8%","7,704","2.0%","144,872","13.0%","92,118","12.2%","52,754","14.5%","36,481","3.5%","24,559","3.5%","11,922","3.4%","65,246","2.3%","40,736","2.4%","24,510","2.2%","71,627","6.0%","45,315","5.8%","26,312","6.4%","58,370","2.2%","32,806","2.1%","25,564","2.6%","21,025","3.3%","13,131","3.1%","7,894","3.6%","47,138","2.0%","23,535","1.7%","23,603","2.6%","191,659","13.2%","138,855","13.3%","52,804","12.8%","30,680","3.9%","20,610","3.9%","10,070","3.8%","15,301","1.5%","7,839","1.3%","7,462","2.1%","15,107","0.8%","7,891","0.6%","7,216","1.2%","114,057","11.4%","77,545","12.5%","36,512","9.6%","13,034","2.4%","7,884","2.1%","5,150","2.9%","167,777","14.7%","108,736","13.3%","59,041","17.9%","34,357","3.6%","22,538","3.7%","11,819","3.4%","147,517","9.3%","97,708","10.1%","49,809","8.1%","30,017","2.3%","18,886","2.1%","11,131","2.6%"
"    ROOMS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        1 room","34,807","1.5%","4,139","0.3%","30,668","4.1%","33,305","3.5%","2,345","0.4%","30,960","7.9%","18,864","1.7%","1,556","0.2%","17,308","4.8%","14,650","1.4%","1,841","0.3%","12,809","3.7%","71,747","2.5%","6,069","0.4%","65,678","5.8%","33,430","2.8%","3,528","0.5%","29,902","7.2%","62,845","2.4%","9,998","0.6%","52,847","5.3%","7,237","1.1%","685","0.2%","6,552","3.0%","77,577","3.4%","14,230","1.0%","63,347","7.0%","32,743","2.3%","2,842","0.3%","29,901","7.3%","9,574","1.2%","1,165","0.2%","8,409","3.2%","17,726","1.8%","1,222","0.2%","16,504","4.5%","41,065","2.2%","4,417","0.4%","36,648","6.0%","35,858","3.6%","3,467","0.6%","32,391","8.5%","5,756","1.0%","278","0.1%","5,478","3.1%","10,245","0.9%","1,145","0.1%","9,100","2.8%","20,509","2.2%","2,208","0.4%","18,301","5.3%","70,600","4.5%","4,121","0.4%","66,479","10.8%","23,176","1.8%","5,714","0.6%","17,462","4.1%"
"        2 or 3 rooms","203,237","8.9%","29,902","2.0%","173,335","23.0%","169,475","17.7%","18,420","3.3%","151,055","38.4%","96,332","8.6%","10,987","1.5%","85,345","23.5%","103,818","9.9%","15,148","2.2%","88,670","25.4%","402,571","14.2%","32,406","1.9%","370,165","32.5%","175,939","14.8%","29,416","3.8%","146,523","35.5%","408,664","15.7%","45,836","2.9%","362,828","36.2%","60,104","9.3%","9,507","2.2%","50,597","23.3%","397,525","17.2%","113,362","8.1%","284,163","31.3%","175,578","12.1%","31,020","3.0%","144,558","35.1%","77,685","9.8%","9,973","1.9%","67,712","25.7%","113,911","11.5%","17,412","2.8%","96,499","26.5%","220,032","11.8%","45,924","3.7%","174,108","28.4%","141,864","14.2%","19,043","3.1%","122,821","32.3%","54,420","9.9%","5,302","1.4%","49,118","27.8%","97,669","8.5%","15,199","1.9%","82,470","25.0%","118,262","12.5%","13,532","2.2%","104,730","30.2%","247,083","15.6%","42,950","4.4%","204,133","33.0%","154,535","11.8%","41,257","4.6%","113,278","26.8%"
"        4 or 5 rooms","610,518","26.8%","278,696","18.3%","331,822","44.0%","315,198","33.0%","167,184","29.8%","148,014","37.6%","278,228","24.9%","120,713","16.0%","157,515","43.3%","350,234","33.4%","181,640","26.0%","168,594","48.2%","898,139","31.7%","420,991","24.8%","477,148","41.9%","321,814","27.0%","168,486","21.6%","153,328","37.1%","798,073","30.7%","402,682","25.2%","395,391","39.5%","202,062","31.3%","106,805","24.9%","95,257","44.0%","986,883","42.8%","557,355","39.9%","429,528","47.3%","357,055","24.6%","199,202","19.1%","157,853","38.4%","247,422","31.1%","124,825","23.5%","122,597","46.6%","334,220","33.7%","177,130","28.3%","157,090","43.2%","649,439","34.9%","391,052","31.3%","258,387","42.2%","317,137","31.7%","159,370","25.6%","157,767","41.5%","161,552","29.4%","80,706","21.7%","80,846","45.7%","390,553","34.1%","230,054","28.2%","160,499","48.7%","314,758","33.2%","170,002","28.2%","144,756","41.8%","468,174","29.5%","237,340","24.5%","230,834","37.4%","510,352","39.0%","311,337","35.1%","199,015","47.2%"
"        6 or 7 rooms","681,038","29.9%","526,394","34.5%","154,644","20.5%","263,369","27.6%","215,284","38.3%","48,085","12.2%","341,297","30.5%","267,501","35.5%","73,796","20.3%","307,873","29.4%","248,641","35.6%","59,232","16.9%","798,101","28.1%","629,022","37.1%","169,079","14.8%","290,327","24.4%","236,622","30.4%","53,705","13.0%","721,418","27.7%","582,239","36.4%","139,179","13.9%","224,545","34.8%","176,344","41.2%","48,201","22.2%","579,125","25.1%","469,211","33.6%","109,914","12.1%","393,255","27.1%","335,467","32.2%","57,788","14.0%","239,943","30.2%","192,247","36.2%","47,696","18.1%","319,329","32.2%","248,828","39.7%","70,501","19.4%","596,118","32.0%","486,250","38.9%","109,868","17.9%","280,898","28.0%","233,607","37.6%","47,291","12.4%","151,158","27.5%","121,434","32.7%","29,724","16.8%","347,918","30.4%","288,855","35.5%","59,063","17.9%","300,964","31.7%","239,793","39.8%","61,171","17.7%","420,237","26.5%","342,159","35.4%","78,078","12.6%","398,469","30.4%","326,001","36.7%","72,468","17.2%"
"        8 or more rooms","747,882","32.8%","684,911","44.9%","62,971","8.4%","173,860","18.2%","158,538","28.2%","15,322","3.9%","382,789","34.3%","352,984","46.8%","29,805","8.2%","271,877","25.9%","251,710","36.0%","20,167","5.8%","666,334","23.5%","608,413","35.9%","57,921","5.1%","370,607","31.1%","340,937","43.8%","29,670","7.2%","610,401","23.5%","558,742","34.9%","51,659","5.2%","150,939","23.4%","134,839","31.5%","16,100","7.4%","265,529","11.5%","244,096","17.5%","21,433","2.4%","494,769","34.0%","473,410","45.4%","21,359","5.2%","219,749","27.7%","203,136","38.2%","16,613","6.3%","205,314","20.7%","182,160","29.1%","23,154","6.4%","356,541","19.1%","322,963","25.8%","33,578","5.5%","226,227","22.6%","205,961","33.1%","20,266","5.3%","175,827","32.0%","164,135","44.1%","11,692","6.6%","297,726","26.0%","279,552","34.3%","18,174","5.5%","194,026","20.5%","176,641","29.3%","17,385","5.0%","378,702","23.9%","340,421","35.2%","38,281","6.2%","223,082","17.0%","203,371","22.9%","19,711","4.7%"
"    BEDROOMS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        No bedroom","36,782","1.6%","5,242","0.3%","31,540","4.2%","34,925","3.7%","2,506","0.4%","32,419","8.2%","20,581","1.8%","1,956","0.3%","18,625","5.1%","15,687","1.5%","2,380","0.3%","13,307","3.8%","75,778","2.7%","6,773","0.4%","69,005","6.1%","37,154","3.1%","4,569","0.6%","32,585","7.9%","69,367","2.7%","13,804","0.9%","55,563","5.5%","7,794","1.2%","711","0.2%","7,083","3.3%","84,541","3.7%","17,391","1.2%","67,150","7.4%","38,017","2.6%","3,916","0.4%","34,101","8.3%","11,477","1.4%","1,678","0.3%","9,799","3.7%","19,454","2.0%","1,969","0.3%","17,485","4.8%","45,711","2.5%","5,798","0.5%","39,913","6.5%","40,146","4.0%","4,422","0.7%","35,724","9.4%","6,735","1.2%","797","0.2%","5,938","3.4%","12,333","1.1%","1,383","0.2%","10,950","3.3%","22,429","2.4%","2,640","0.4%","19,789","5.7%","79,578","5.0%","5,412","0.6%","74,166","12.0%","25,655","2.0%","6,507","0.7%","19,148","4.5%"
"        1 bedroom","179,068","7.9%","19,280","1.3%","159,788","21.2%","146,634","15.4%","11,638","2.1%","134,996","34.3%","113,440","10.2%","9,572","1.3%","103,868","28.6%","81,846","7.8%","6,843","1.0%","75,003","21.5%","406,391","14.3%","20,102","1.2%","386,289","33.9%","156,663","13.1%","20,846","2.7%","135,817","32.9%","354,812","13.6%","24,078","1.5%","330,734","33.0%","51,563","8.0%","5,563","1.3%","46,000","21.2%","311,763","13.5%","68,250","4.9%","243,513","26.8%","166,422","11.5%","26,194","2.5%","140,228","34.1%","73,728","9.3%","5,809","1.1%","67,919","25.8%","80,991","8.2%","8,571","1.4%","72,420","19.9%","170,002","9.1%","28,094","2.2%","141,908","23.2%","112,562","11.2%","11,670","1.9%","100,892","26.5%","41,100","7.5%","2,141","0.6%","38,959","22.0%","107,742","9.4%","17,089","2.1%","90,653","27.5%","106,362","11.2%","8,167","1.4%","98,195","28.4%","201,284","12.7%","25,349","2.6%","175,935","28.5%","138,320","10.6%","28,928","3.3%","109,392","25.9%"
"        2 or 3 bedrooms","1,232,642","54.1%","758,226","49.8%","474,416","63.0%","546,035","57.2%","339,315","60.4%","206,720","52.5%","660,275","59.1%","443,494","58.8%","216,781","59.6%","674,448","64.3%","438,631","62.8%","235,817","67.5%","1,583,277","55.8%","966,033","56.9%","617,244","54.1%","630,023","52.8%","418,047","53.7%","211,976","51.3%","1,412,427","54.3%","871,509","54.5%","540,918","54.0%","414,215","64.2%","270,333","63.1%","143,882","66.4%","1,534,540","66.5%","977,862","69.9%","556,678","61.3%","790,489","54.4%","577,752","55.4%","212,737","51.7%","516,416","65.0%","348,062","65.5%","168,354","64.0%","620,521","62.6%","382,749","61.1%","237,772","65.4%","1,126,427","60.5%","755,090","60.4%","371,337","60.6%","614,465","61.3%","391,882","63.1%","222,583","58.5%","327,122","59.6%","208,521","56.1%","118,601","67.1%","754,007","65.9%","543,546","66.7%","210,461","63.9%","572,303","60.3%","372,633","61.9%","199,670","57.7%","890,696","56.2%","567,839","58.7%","322,857","52.3%","878,154","67.1%","615,834","69.4%","262,320","62.2%"
"        4 or more bedrooms","828,990","36.4%","741,294","48.6%","87,696","11.6%","227,613","23.8%","208,312","37.1%","19,301","4.9%","323,214","28.9%","298,719","39.6%","24,495","6.7%","276,471","26.4%","251,126","35.9%","25,345","7.3%","771,446","27.2%","703,993","41.5%","67,453","5.9%","368,277","30.9%","335,527","43.1%","32,750","7.9%","764,795","29.4%","690,106","43.1%","74,689","7.5%","171,315","26.6%","151,573","35.4%","19,742","9.1%","375,795","16.3%","334,751","23.9%","41,044","4.5%","458,472","31.5%","434,079","41.7%","24,393","5.9%","192,752","24.3%","175,797","33.1%","16,955","6.4%","269,534","27.2%","233,463","37.2%","36,071","9.9%","521,055","28.0%","461,624","36.9%","59,431","9.7%","234,811","23.4%","213,474","34.4%","21,337","5.6%","173,756","31.7%","160,396","43.1%","13,360","7.6%","270,029","23.6%","252,787","31.0%","17,242","5.2%","247,425","26.1%","218,736","36.3%","28,689","8.3%","413,238","26.1%","368,391","38.1%","44,847","7.3%","267,485","20.4%","236,411","26.6%","31,074","7.4%"
"    COMPLETE FACILITIES","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
