"Label (Grouping)","Atlanta-Sandy Springs-Alpharetta, GA Metro Area!!Occupied housing units!!Estimate","Atlanta-Sandy Springs-Alpharetta, GA Metro Area!!Percent occupied housing units!!Estimate","Atlanta-Sandy Springs-Alpharetta, GA Metro Area!!Owner-occupied housing units!!Estimate","Atlanta-Sandy Springs-Alpharetta, GA Metro Area!!Percent owner-occupied housing units!!Estimate","Atlanta-Sandy Springs-Alpharetta, GA Metro Area!!Renter-occupied housing units!!Estimate","Atlanta-Sandy Springs-Alpharetta, GA Metro Area!!Percent renter-occupied housing units!!Estimate","Austin-Round Rock-Georgetown, TX Metro Area!!Occupied housing units!!Estimate","Austin-Round Rock-Georgetown, TX Metro Area!!Percent occupied housing units!!Estimate","Austin-Round Rock-Georgetown, TX Metro Area!!Owner-occupied housing units!!Estimate","Austin-Round Rock-Georgetown, TX Metro Area!!Percent owner-occupied housing units!!Estimate","Austin-Round Rock-Georgetown, TX Metro Area!!Renter-occupied housing units!!Estimate","Austin-Round Rock-Georgetown, TX Metro Area!!Percent renter-occupied housing units!!Estimate","Baltimore-Columbia-Towson, MD Metro Area!!Occupied housing units!!Estimate","Baltimore-Columbia-Towson, MD Metro Area!!Percent occupied housing units!!Estimate","Baltimore-Columbia-Towson, MD Metro Area!!Owner-occupied housing units!!Estimate","Baltimore-Columbia-Towson, MD Metro Area!!Percent owner-occupied housing units!!Estimate","Baltimore-Columbia-Towson, MD Metro Area!!Renter-occupied housing units!!Estimate","Baltimore-Columbia-Towson, MD Metro Area!!Percent renter-occupied housing units!!Estimate","Charlotte-Concord-Gastonia, NC-SC Metro Area!!Occupied housing units!!Estimate","Charlotte-Concord-Gastonia, NC-SC Metro Area!!Percent occupied housing units!!Estimate","Charlotte-Concord-Gastonia, NC-SC Metro Area!!Owner-occupied housing units!!Estimate","Charlotte-Concord-Gastonia, NC-SC Metro Area!!Percent owner-occupied housing units!!Estimate","Charlotte-Concord-Gastonia, NC-SC Metro Area!!Renter-occupied housing units!!Estimate","Charlotte-Concord-Gastonia, NC-SC Metro Area!!Percent renter-occupied housing units!!Estimate","Dallas-Fort Worth-Arlington, TX Metro Area!!Occupied housing units!!Estimate","Dallas-Fort Worth-Arlington, TX Metro Area!!Percent occupied housing units!!Estimate","Dallas-Fort Worth-Arlington, TX Metro Area!!Owner-occupied housing units!!Estimate","Dallas-Fort Worth-Arlington, TX Metro Area!!Percent owner-occupied housing units!!Estimate","Dallas-Fort Worth-Arlington, TX Metro Area!!Renter-occupied housing units!!Estimate","Dallas-Fort Worth-Arlington, TX Metro Area!!Percent renter-occupied housing units!!Estimate","Denver-Aurora-Lakewood, CO Metro Area!!Occupied housing units!!Estimate","Denver-Aurora-Lakewood, CO Metro Area!!Percent occupied housing units!!Estimate","Denver-Aurora-Lakewood, CO Metro Area!!Owner-occupied housing units!!Estimate","Denver-Aurora-Lakewood, CO Metro Area!!Percent owner-occupied housing units!!Estimate","Denver-Aurora-Lakewood, CO Metro Area!!Renter-occupied housing units!!Estimate","Denver-Aurora-Lakewood, CO Metro Area!!Percent renter-occupied housing units!!Estimate","Houston-The Woodlands-Sugar Land, TX Metro Area!!Occupied housing units!!Estimate","Houston-The Woodlands-Sugar Land, TX Metro Area!!Percent occupied housing units!!Estimate","Houston-The Woodlands-Sugar Land, TX Metro Area!!Owner-occupied housing units!!Estimate","Houston-The Woodlands-Sugar Land, TX Metro Area!!Percent owner-occupied housing units!!Estimate","Houston-The Woodlands-Sugar Land, TX Metro Area!!Renter-occupied housing units!!Estimate","Houston-The Woodlands-Sugar Land, TX Metro Area!!Percent renter-occupied housing units!!Estimate","Jacksonville, FL Metro Area!!Occupied housing units!!Estimate","Jacksonville, FL Metro Area!!Percent occupied housing units!!Estimate","Jacksonville, FL Metro Area!!Owner-occupied housing units!!Estimate","Jacksonville, FL Metro Area!!Percent owner-occupied housing units!!Estimate","Jacksonville, FL Metro Area!!Renter-occupied housing units!!Estimate","Jacksonville, FL Metro Area!!Percent renter-occupied housing units!!Estimate","Miami-Fort Lauderdale-Pompano Beach, FL Metro Area!!Occupied housing units!!Estimate","Miami-Fort Lauderdale-Pompano Beach, FL Metro Area!!Percent occupied housing units!!Estimate","Miami-Fort Lauderdale-Pompano Beach, FL Metro Area!!Owner-occupied housing units!!Estimate","Miami-Fort Lauderdale-Pompano Beach, FL Metro Area!!Percent owner-occupied housing units!!Estimate","Miami-Fort Lauderdale-Pompano Beach, FL Metro Area!!Renter-occupied housing units!!Estimate","Miami-Fort Lauderdale-Pompano Beach, FL Metro Area!!Percent renter-occupied housing units!!Estimate","Minneapolis-St. Paul-Bloomington, MN-WI Metro Area!!Occupied housing units!!Estimate","Minneapolis-St. Paul-Bloomington, MN-WI Metro Area!!Percent occupied housing units!!Estimate","Minneapolis-St. Paul-Bloomington, MN-WI Metro Area!!Owner-occupied housing units!!Estimate","Minneapolis-St. Paul-Bloomington, MN-WI Metro Area!!Percent owner-occupied housing units!!Estimate","Minneapolis-St. Paul-Bloomington, MN-WI Metro Area!!Renter-occupied housing units!!Estimate","Minneapolis-St. Paul-Bloomington, MN-WI Metro Area!!Percent renter-occupied housing units!!Estimate","Nashville-Davidson--Murfreesboro--Franklin, TN Metro Area!!Occupied housing units!!Estimate","Nashville-Davidson--Murfreesboro--Franklin, TN Metro Area!!Percent occupied housing units!!Estimate","Nashville-Davidson--Murfreesboro--Franklin, TN Metro Area!!Owner-occupied housing units!!Estimate","Nashville-Davidson--Murfreesboro--Franklin, TN Metro Area!!Percent owner-occupied housing units!!Estimate","Nashville-Davidson--Murfreesboro--Franklin, TN Metro Area!!Renter-occupied housing units!!Estimate","Nashville-Davidson--Murfreesboro--Franklin, TN Metro Area!!Percent renter-occupied housing units!!Estimate","Orlando-Kissimmee-Sanford, FL Metro Area!!Occupied housing units!!Estimate","Orlando-Kissimmee-Sanford, FL Metro Area!!Percent occupied housing units!!Estimate","Orlando-Kissimmee-Sanford, FL Metro Area!!Owner-occupied housing units!!Estimate","Orlando-Kissimmee-Sanford, FL Metro Area!!Percent owner-occupied housing units!!Estimate","Orlando-Kissimmee-Sanford, FL Metro Area!!Renter-occupied housing units!!Estimate","Orlando-Kissimmee-Sanford, FL Metro Area!!Percent renter-occupied housing units!!Estimate","Phoenix-Mesa-Chandler, AZ Metro Area!!Occupied housing units!!Estimate","Phoenix-Mesa-Chandler, AZ Metro Area!!Percent occupied housing units!!Estimate","Phoenix-Mesa-Chandler, AZ Metro Area!!Owner-occupied housing units!!Estimate","Phoenix-Mesa-Chandler, AZ Metro Area!!Percent owner-occupied housing units!!Estimate","Phoenix-Mesa-Chandler, AZ Metro Area!!Renter-occupied housing units!!Estimate","Phoenix-Mesa-Chandler, AZ Metro Area!!Percent renter-occupied housing units!!Estimate","Portland-Vancouver-Hillsboro, OR-WA Metro Area!!Occupied housing units!!Estimate","Portland-Vancouver-Hillsboro, OR-WA Metro Area!!Percent occupied housing units!!Estimate","Portland-Vancouver-Hillsboro, OR-WA Metro Area!!Owner-occupied housing units!!Estimate","Portland-Vancouver-Hillsboro, OR-WA Metro Area!!Percent owner-occupied housing units!!Estimate","Portland-Vancouver-Hillsboro, OR-WA Metro Area!!Renter-occupied housing units!!Estimate","Portland-Vancouver-Hillsboro, OR-WA Metro Area!!Percent renter-occupied housing units!!Estimate","Raleigh-Cary, NC Metro Area!!Occupied housing units!!Estimate","Raleigh-Cary, NC Metro Area!!Percent occupied housing units!!Estimate","Raleigh-Cary, NC Metro Area!!Owner-occupied housing units!!Estimate","Raleigh-Cary, NC Metro Area!!Percent owner-occupied housing units!!Estimate","Raleigh-Cary, NC Metro Area!!Renter-occupied housing units!!Estimate","Raleigh-Cary, NC Metro Area!!Percent renter-occupied housing units!!Estimate","St. Louis, MO-IL Metro Area!!Occupied housing units!!Estimate","St. Louis, MO-IL Metro Area!!Percent occupied housing units!!Estimate","St. Louis, MO-IL Metro Area!!Owner-occupied housing units!!Estimate","St. Louis, MO-IL Metro Area!!Percent owner-occupied housing units!!Estimate","St. Louis, MO-IL Metro Area!!Renter-occupied housing units!!Estimate","St. Louis, MO-IL Metro Area!!Percent renter-occupied housing units!!Estimate","San Antonio-New Braunfels, TX Metro Area!!Occupied housing units!!Estimate","San Antonio-New Braunfels, TX Metro Area!!Percent occupied housing units!!Estimate","San Antonio-New Braunfels, TX Metro Area!!Owner-occupied housing units!!Estimate","San Antonio-New Braunfels, TX Metro Area!!Percent owner-occupied housing units!!Estimate","San Antonio-New Braunfels, TX Metro Area!!Renter-occupied housing units!!Estimate","San Antonio-New Braunfels, TX Metro Area!!Percent renter-occupied housing units!!Estimate","Seattle-Tacoma-Bellevue, WA Metro Area!!Occupied housing units!!Estimate","Seattle-Tacoma-Bellevue, WA Metro Area!!Percent occupied housing units!!Estimate","Seattle-Tacoma-Bellevue, WA Metro Area!!Owner-occupied housing units!!Estimate","Seattle-Tacoma-Bellevue, WA Metro Area!!Percent owner-occupied housing units!!Estimate","Seattle-Tacoma-Bellevue, WA Metro Area!!Renter-occupied housing units!!Estimate","Seattle-Tacoma-Bellevue, WA Metro Area!!Percent renter-occupied housing units!!Estimate","Tampa-St. Petersburg-Clearwater, FL Metro Area!!Occupied housing units!!Estimate","Tampa-St. Petersburg-Clearwater, FL Metro Area!!Percent occupied housing units!!Estimate","Tampa-St. Petersburg-Clearwater, FL Metro Area!!Owner-occupied housing units!!Estimate","Tampa-St. Petersburg-Clearwater, FL Metro Area!!Percent owner-occupied housing units!!Estimate","Tampa-St. Petersburg-Clearwater, FL Metro Area!!Renter-occupied housing units!!Estimate","Tampa-St. Petersburg-Clearwater, FL Metro Area!!Percent renter-occupied housing units!!Estimate"
"        2014 or later","104,827","4.9%","69,386","5.0%","35,441","4.6%","90,730","11.4%","54,359","11.7%","36,371","11.0%","31,440","3.0%","18,720","2.6%","12,720","3.6%","67,262","6.9%","42,254","6.6%","25,008","7.5%","186,483","7.1%","112,492","7.2%","73,991","7.0%","61,074","5.6%","32,836","4.6%","28,238","7.3%","194,265","8.1%","127,649","8.7%","66,616","7.1%","36,184","6.3%","26,913","7.1%","9,271","4.6%","64,016","2.9%","25,845","2.0%","38,171","4.4%","49,909","3.6%","29,616","3.0%","20,293","4.9%","60,046","8.3%","37,382","7.8%","22,664","9.1%","59,481","6.7%","36,593","6.6%","22,888","6.7%","81,891","4.7%","57,535","5.1%","24,356","3.9%","44,924","4.7%","23,523","3.9%","21,401","5.9%","44,331","8.7%","28,373","8.5%","15,958","9.2%","27,954","2.5%","18,484","2.3%","9,470","2.7%","61,769","7.5%","38,169","7.4%","23,600","7.7%","82,136","5.4%","36,705","4.0%","45,431","7.5%","53,158","4.3%","36,160","4.4%","16,998","4.0%"
"        2010 to 2013","64,255","3.0%","37,987","2.7%","26,268","3.4%","62,533","7.9%","34,937","7.5%","27,596","8.4%","26,458","2.5%","15,448","2.2%","11,010","3.1%","45,334","4.6%","29,147","4.5%","16,187","4.9%","122,531","4.7%","70,542","4.5%","51,989","4.9%","34,820","3.2%","18,536","2.6%","16,284","4.2%","142,162","5.9%","90,034","6.1%","52,128","5.5%","22,429","3.9%","16,660","4.4%","5,769","2.9%","40,719","1.9%","16,700","1.3%","24,019","2.8%","34,097","2.5%","20,967","2.1%","13,130","3.2%","33,419","4.6%","21,504","4.5%","11,915","4.8%","33,791","3.8%","19,783","3.6%","14,008","4.1%","56,513","3.2%","36,955","3.3%","19,558","3.1%","29,164","3.0%","15,154","2.5%","14,010","3.9%","34,335","6.8%","20,008","6.0%","14,327","8.2%","24,288","2.1%","16,385","2.1%","7,903","2.3%","48,102","5.8%","29,299","5.6%","18,803","6.1%","57,974","3.8%","29,550","3.2%","28,424","4.7%","37,310","3.0%","22,014","2.7%","15,296","3.6%"
"        2000 to 2009","521,706","24.2%","373,772","27.0%","147,934","19.2%","187,915","23.6%","122,801","26.3%","65,114","19.7%","103,787","9.8%","76,313","10.8%","27,474","7.7%","228,524","23.4%","168,899","26.2%","59,625","18.0%","517,578","19.8%","360,075","23.1%","157,503","14.9%","178,236","16.2%","129,997","18.3%","48,239","12.5%","511,795","21.3%","352,422","24.0%","159,373","16.9%","128,985","22.3%","91,397","24.2%","37,588","18.7%","273,702","12.6%","167,241","12.9%","106,461","12.2%","192,459","13.8%","150,407","15.4%","42,052","10.2%","140,697","19.3%","105,168","22.0%","35,529","14.2%","197,623","22.1%","132,071","23.9%","65,552","19.3%","430,421","24.7%","306,895","27.3%","123,526","19.9%","135,294","14.1%","91,396","15.3%","43,898","12.2%","126,844","25.0%","93,407","28.0%","33,437","19.3%","134,879","11.9%","106,011","13.5%","28,868","8.3%","161,905","19.6%","112,126","21.6%","49,779","16.2%","227,085","14.8%","148,408","16.1%","78,677","12.9%","205,555","16.6%","141,992","17.4%","63,563","15.0%"
"        1980 to 1999","847,040","39.4%","538,764","39.0%","308,276","40.0%","269,643","33.9%","150,400","32.2%","119,243","36.1%","300,370","28.3%","210,751","29.8%","89,619","25.3%","322,366","33.0%","207,905","32.3%","114,461","34.5%","889,483","34.0%","486,116","31.1%","403,367","38.3%","326,205","29.7%","217,785","30.6%","108,420","28.1%","721,813","30.0%","410,893","28.0%","310,920","33.0%","191,806","33.1%","126,203","33.4%","65,603","32.7%","760,745","35.0%","480,568","37.0%","280,177","32.1%","402,463","28.9%","294,846","30.1%","107,617","26.2%","232,971","32.0%","151,600","31.7%","81,371","32.6%","359,710","40.3%","217,809","39.4%","141,901","41.7%","645,602","37.0%","399,261","35.5%","246,341","39.6%","284,387","29.7%","169,878","28.5%","114,509","31.7%","191,011","37.6%","123,657","37.0%","67,354","38.8%","275,975","24.3%","202,103","25.6%","73,872","21.1%","246,234","29.8%","147,628","28.5%","98,606","32.1%","456,941","29.9%","266,288","28.9%","190,653","31.3%","425,330","34.3%","271,324","33.3%","154,006","36.3%"
"        1960 to 1979","422,553","19.6%","242,482","17.5%","180,071","23.4%","129,883","16.3%","68,898","14.8%","60,985","18.5%","254,313","23.9%","154,392","21.8%","99,921","28.2%","185,265","19.0%","113,752","17.7%","71,513","21.6%","574,439","22.0%","319,728","20.5%","254,711","24.2%","298,249","27.2%","184,666","26.0%","113,583","29.4%","579,374","24.1%","323,747","22.1%","255,627","27.2%","115,050","19.9%","64,450","17.1%","50,600","25.2%","701,494","32.3%","410,310","31.6%","291,184","33.4%","337,450","24.3%","210,998","21.5%","126,452","30.8%","159,200","21.9%","96,275","20.2%","62,925","25.2%","171,522","19.2%","101,069","18.3%","70,453","20.7%","406,280","23.3%","244,148","21.7%","162,132","26.1%","241,421","25.2%","143,994","24.1%","97,427","27.0%","73,766","14.5%","45,812","13.7%","27,954","16.1%","297,672","26.2%","196,858","25.0%","100,814","28.8%","177,860","21.5%","105,422","20.3%","72,438","23.6%","379,022","24.8%","222,727","24.2%","156,295","25.7%","356,116","28.7%","230,189","28.2%","125,927","29.7%"
"        1940 to 1959","132,786","6.2%","81,392","5.9%","51,394","6.7%","38,430","4.8%","24,094","5.2%","14,336","4.3%","201,467","19.0%","144,750","20.4%","56,717","16.0%","89,166","9.1%","58,239","9.0%","30,927","9.3%","257,725","9.9%","170,051","10.9%","87,674","8.3%","129,588","11.8%","83,422","11.7%","46,166","11.9%","203,495","8.5%","130,142","8.9%","73,353","7.8%","63,091","10.9%","40,286","10.7%","22,805","11.4%","286,882","13.2%","177,199","13.6%","109,683","12.6%","184,994","13.3%","141,923","14.5%","43,071","10.5%","69,115","9.5%","45,015","9.4%","24,100","9.6%","57,624","6.5%","38,679","7.0%","18,945","5.6%","108,329","6.2%","69,837","6.2%","38,492","6.2%","110,010","11.5%","75,529","12.7%","34,481","9.5%","24,493","4.8%","14,994","4.5%","9,499","5.5%","205,583","18.1%","141,259","17.9%","64,324","18.4%","95,308","11.5%","63,310","12.2%","31,998","10.4%","177,375","11.6%","121,881","13.2%","55,494","9.1%","130,359","10.5%","94,326","11.6%","36,033","8.5%"
"        1939 or earlier","59,152","2.7%","38,242","2.8%","20,910","2.7%","17,181","2.2%","10,952","2.3%","6,229","1.9%","144,945","13.6%","87,488","12.4%","57,457","16.2%","37,559","3.9%","23,904","3.7%","13,655","4.1%","67,340","2.6%","42,132","2.7%","25,208","2.4%","69,502","6.3%","43,967","6.2%","25,535","6.6%","55,089","2.3%","31,726","2.2%","23,363","2.5%","21,075","3.6%","11,788","3.1%","9,287","4.6%","45,182","2.1%","21,876","1.7%","23,306","2.7%","189,076","13.6%","130,685","13.3%","58,391","14.2%","32,004","4.4%","20,559","4.3%","11,445","4.6%","13,506","1.5%","7,330","1.3%","6,176","1.8%","16,183","0.9%","8,779","0.8%","7,404","1.2%","112,777","11.8%","77,274","12.9%","35,503","9.8%","12,833","2.5%","7,677","2.3%","5,156","3.0%","171,384","15.1%","106,873","13.6%","64,511","18.4%","34,916","4.2%","22,820","4.4%","12,096","3.9%","149,342","9.8%","95,593","10.4%","53,749","8.8%","31,521","2.5%","19,661","2.4%","11,860","2.8%"
"    ROOMS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        1 room","27,374","1.3%","3,388","0.2%","23,986","3.1%","19,593","2.5%","2,110","0.5%","17,483","5.3%","17,015","1.6%","1,046","0.1%","15,969","4.5%","12,933","1.3%","1,406","0.2%","11,527","3.5%","55,870","2.1%","6,085","0.4%","49,785","4.7%","24,289","2.2%","2,512","0.4%","21,777","5.6%","46,197","1.9%","5,663","0.4%","40,534","4.3%","6,929","1.2%","612","0.2%","6,317","3.1%","62,265","2.9%","9,953","0.8%","52,312","6.0%","27,784","2.0%","1,822","0.2%","25,962","6.3%","10,181","1.4%","1,135","0.2%","9,046","3.6%","13,884","1.6%","1,285","0.2%","12,599","3.7%","37,422","2.1%","3,611","0.3%","33,811","5.4%","30,590","3.2%","2,493","0.4%","28,097","7.8%","5,208","1.0%","509","0.2%","4,699","2.7%","14,336","1.3%","983","0.1%","13,353","3.8%","18,554","2.2%","2,297","0.4%","16,257","5.3%","62,111","4.1%","4,582","0.5%","57,529","9.5%","23,694","1.9%","3,946","0.5%","19,748","4.7%"
"        2 or 3 rooms","179,490","8.3%","22,967","1.7%","156,523","20.3%","140,506","17.6%","14,413","3.1%","126,093","38.2%","93,879","8.8%","10,334","1.5%","83,545","23.5%","85,281","8.7%","10,475","1.6%","74,806","22.6%","371,422","14.2%","24,804","1.6%","346,618","32.9%","163,222","14.9%","25,118","3.5%","138,104","35.7%","330,771","13.7%","31,446","2.1%","299,325","31.8%","50,007","8.6%","7,763","2.1%","42,244","21.0%","371,707","17.1%","98,682","7.6%","273,025","31.3%","163,534","11.8%","24,404","2.5%","139,130","33.9%","68,585","9.4%","7,664","1.6%","60,921","24.4%","92,600","10.4%","15,315","2.8%","77,285","22.7%","203,297","11.6%","43,265","3.9%","160,032","25.7%","125,195","13.1%","18,616","3.1%","106,579","29.5%","48,372","9.5%","3,972","1.2%","44,400","25.6%","93,403","8.2%","11,960","1.5%","81,443","23.3%","99,152","12.0%","12,033","2.3%","87,119","28.3%","237,467","15.5%","36,203","3.9%","201,264","33.1%","138,650","11.2%","34,808","4.3%","103,842","24.5%"
"        4 or 5 rooms","614,323","28.5%","255,973","18.5%","358,350","46.5%","264,118","33.2%","134,319","28.8%","129,799","39.3%","270,328","25.4%","113,531","16.0%","156,797","44.2%","329,761","33.8%","165,620","25.7%","164,141","49.5%","823,485","31.5%","375,198","24.0%","448,287","42.5%","300,842","27.4%","151,263","21.3%","149,579","38.7%","753,884","31.3%","344,265","23.5%","409,619","43.5%","190,720","33.0%","95,376","25.3%","95,344","47.5%","940,261","43.3%","525,674","40.4%","414,587","47.5%","361,493","26.0%","193,244","19.7%","168,249","40.9%","232,210","31.9%","111,343","23.3%","120,867","48.4%","323,214","36.2%","161,373","29.2%","161,841","47.6%","618,352","35.4%","343,444","30.6%","274,908","44.2%","314,865","32.9%","157,011","26.3%","157,854","43.7%","158,631","31.3%","72,743","21.8%","85,888","49.5%","390,286","34.3%","215,900","27.4%","174,386","49.9%","286,798","34.7%","151,980","29.3%","134,818","43.9%","465,551","30.4%","230,294","25.0%","235,257","38.6%","495,909","40.0%","292,950","35.9%","202,959","47.9%"
"        6 or 7 rooms","645,953","30.0%","481,501","34.8%","164,452","21.3%","215,856","27.1%","172,380","37.0%","43,476","13.2%","338,224","31.8%","267,190","37.7%","71,034","20.0%","296,771","30.4%","234,378","36.4%","62,393","18.8%","761,704","29.1%","600,070","38.4%","161,634","15.3%","271,359","24.7%","219,761","30.9%","51,598","13.4%","717,133","29.8%","567,321","38.7%","149,812","15.9%","201,827","34.9%","157,826","41.8%","44,001","21.9%","554,058","25.5%","444,000","34.2%","110,058","12.6%","372,376","26.8%","319,300","32.6%","53,076","12.9%","226,443","31.1%","182,241","38.2%","44,202","17.7%","289,317","32.4%","220,475","39.8%","68,842","20.3%","563,783","32.3%","445,272","39.6%","118,511","19.1%","268,374","28.0%","217,722","36.5%","50,652","14.0%","144,281","28.4%","116,831","35.0%","27,450","15.8%","359,433","31.6%","296,996","37.7%","62,437","17.9%","261,609","31.7%","207,948","40.1%","53,661","17.5%","401,203","26.2%","323,318","35.1%","77,885","12.8%","385,897","31.1%","308,906","37.9%","76,991","18.2%"
"        8 or more rooms","685,179","31.8%","618,196","44.7%","66,983","8.7%","156,242","19.6%","143,219","30.7%","13,023","3.9%","343,334","32.3%","315,761","44.6%","27,573","7.8%","250,730","25.7%","232,221","36.1%","18,509","5.6%","603,098","23.1%","554,979","35.5%","48,119","4.6%","337,962","30.8%","312,555","43.9%","25,407","6.6%","560,008","23.3%","517,918","35.3%","42,090","4.5%","129,137","22.3%","116,120","30.7%","13,017","6.5%","244,449","11.3%","221,430","17.0%","23,019","2.6%","465,261","33.5%","440,672","45.0%","24,589","6.0%","190,033","26.1%","175,120","36.7%","14,913","6.0%","174,242","19.5%","154,886","28.0%","19,356","5.7%","322,365","18.5%","287,818","25.6%","34,547","5.6%","218,953","22.9%","200,906","33.7%","18,047","5.0%","151,121","29.8%","139,873","41.9%","11,248","6.5%","280,277","24.6%","262,134","33.3%","18,143","5.2%","159,981","19.4%","144,516","27.9%","15,465","5.0%","363,543","23.8%","326,755","35.5%","36,788","6.0%","195,199","15.8%","175,056","21.5%","20,143","4.8%"
"    BEDROOMS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        No bedroom","29,548","1.4%","4,227","0.3%","25,321","3.3%","21,691","2.7%","2,385","0.5%","19,306","5.9%","18,997","1.8%","1,494","0.2%","17,503","4.9%","13,771","1.4%","1,518","0.2%","12,253","3.7%","59,936","2.3%","7,510","0.5%","52,426","5.0%","26,721","2.4%","2,879","0.4%","23,842","6.2%","49,800","2.1%","7,263","0.5%","42,537","4.5%","7,667","1.3%","1,014","0.3%","6,653","3.3%","67,169","3.1%","12,290","0.9%","54,879","6.3%","32,451","2.3%","2,433","0.2%","30,018","7.3%","11,160","1.5%","1,449","0.3%","9,711","3.9%","15,066","1.7%","1,852","0.3%","13,214","3.9%","41,175","2.4%","4,374","0.4%","36,801","5.9%","35,316","3.7%","3,042","0.5%","32,274","8.9%","5,572","1.1%","630","0.2%","4,942","2.8%","16,002","1.4%","1,238","0.2%","14,764","4.2%","20,201","2.4%","3,067","0.6%","17,134","5.6%","71,082","4.6%","5,329","0.6%","65,753","10.8%","25,574","2.1%","4,520","0.6%","21,054","5.0%"
"        1 bedroom","182,390","8.5%","18,550","1.3%","163,840","21.3%","117,051","14.7%","8,914","1.9%","108,137","32.8%","108,608","10.2%","9,850","1.4%","98,758","27.8%","69,736","7.1%","5,748","0.9%","63,988","19.3%","362,158","13.8%","16,223","1.0%","345,935","32.8%","147,115","13.4%","17,582","2.5%","129,533","33.5%","330,948","13.7%","20,653","1.4%","310,295","33.0%","43,547","7.5%","3,715","1.0%","39,832","19.8%","298,400","13.7%","65,904","5.1%","232,496","26.6%","167,125","12.0%","22,742","2.3%","144,383","35.1%","63,590","8.7%","5,413","1.1%","58,177","23.3%","78,120","8.7%","8,445","1.5%","69,675","20.5%","170,848","9.8%","30,633","2.7%","140,215","22.5%","101,095","10.6%","13,269","2.2%","87,826","24.3%","41,764","8.2%","2,327","0.7%","39,437","22.7%","110,065","9.7%","15,524","2.0%","94,541","27.0%","99,384","12.0%","8,613","1.7%","90,771","29.5%","206,453","13.5%","27,828","3.0%","178,625","29.3%","128,325","10.4%","26,099","3.2%","102,226","24.1%"
"        2 or 3 bedrooms","1,208,794","56.2%","713,555","51.6%","495,239","64.3%","458,255","57.5%","278,164","59.6%","180,091","54.6%","642,364","60.4%","428,136","60.5%","214,228","60.4%","641,633","65.8%","410,814","63.8%","230,819","69.7%","1,490,153","57.0%","901,929","57.8%","588,224","55.8%","589,773","53.7%","387,576","54.5%","202,197","52.3%","1,331,037","55.3%","808,454","55.1%","522,583","55.5%","378,212","65.4%","242,295","64.2%","135,917","67.6%","1,450,400","66.8%","907,992","69.9%","542,408","62.1%","768,722","55.3%","558,896","57.1%","209,826","51.1%","489,847","67.3%","322,568","67.6%","167,279","66.9%","559,648","62.7%","336,369","60.8%","223,279","65.7%","1,056,805","60.6%","681,383","60.7%","375,422","60.4%","602,361","62.9%","381,970","64.0%","220,391","61.0%","315,060","62.1%","198,965","59.6%","116,095","66.8%","752,809","66.2%","533,194","67.7%","219,615","62.8%","512,397","62.0%","333,931","64.4%","178,466","58.1%","868,937","56.8%","549,960","59.7%","318,977","52.4%","853,448","68.9%","582,816","71.5%","270,632","63.9%"
"        4 or more bedrooms","731,587","34.0%","645,693","46.7%","85,894","11.2%","199,318","25.0%","176,978","37.9%","22,340","6.8%","292,811","27.6%","268,382","37.9%","24,429","6.9%","250,336","25.7%","226,020","35.1%","24,316","7.3%","703,332","26.9%","635,474","40.7%","67,858","6.4%","334,065","30.4%","303,172","42.6%","30,893","8.0%","696,208","28.9%","630,243","43.0%","65,965","7.0%","149,194","25.8%","130,673","34.6%","18,521","9.2%","356,771","16.4%","313,553","24.1%","43,218","5.0%","422,150","30.4%","395,371","40.4%","26,779","6.5%","162,855","22.4%","148,073","31.0%","14,782","5.9%","240,423","26.9%","206,668","37.3%","33,755","9.9%","476,391","27.3%","407,020","36.2%","69,371","11.2%","219,205","22.9%","198,467","33.3%","20,738","5.7%","145,217","28.6%","132,006","39.5%","13,211","7.6%","258,859","22.8%","238,017","30.2%","20,842","6.0%","194,112","23.5%","173,163","33.4%","20,949","6.8%","383,403","25.1%","338,035","36.7%","45,368","7.5%","232,002","18.7%","202,231","24.8%","29,771","7.0%"
"    COMPLETE FACILITIES","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
