"Label (Grouping)","Atlanta-Sandy Springs-Alpharetta, GA Metro Area!!Occupied housing units!!Estimate","Atlanta-Sandy Springs-Alpharetta, GA Metro Area!!Percent occupied housing units!!Estimate","Atlanta-Sandy Springs-Alpharetta, GA Metro Area!!Owner-occupied housing units!!Estimate","Atlanta-Sandy Springs-Alpharetta, GA Metro Area!!Percent owner-occupied housing units!!Estimate","Atlanta-Sandy Springs-Alpharetta, GA Metro Area!!Renter-occupied housing units!!Estimate","Atlanta-Sandy Springs-Alpharetta, GA Metro Area!!Percent renter-occupied housing units!!Estimate","Austin-Round Rock-Georgetown, TX Metro Area!!Occupied housing units!!Estimate","Austin-Round Rock-Georgetown, TX Metro Area!!Percent occupied housing units!!Estimate","Austin-Round Rock-Georgetown, TX Metro Area!!Owner-occupied housing units!!Estimate","Austin-Round Rock-Georgetown, TX Metro Area!!Percent owner-occupied housing units!!Estimate","Austin-Round Rock-Georgetown, TX Metro Area!!Renter-occupied housing units!!Estimate","Austin-Round Rock-Georgetown, TX Metro Area!!Percent renter-occupied housing units!!Estimate","Baltimore-Columbia-Towson, MD Metro Area!!Occupied housing units!!Estimate","Baltimore-Columbia-Towson, MD Metro Area!!Percent occupied housing units!!Estimate","Baltimore-Columbia-Towson, MD Metro Area!!Owner-occupied housing units!!Estimate","Baltimore-Columbia-Towson, MD Metro Area!!Percent owner-occupied housing units!!Estimate","Baltimore-Columbia-Towson, MD Metro Area!!Renter-occupied housing units!!Estimate","Baltimore-Columbia-Towson, MD Metro Area!!Percent renter-occupied housing units!!Estimate","Charlotte-Concord-Gastonia, NC-SC Metro Area!!Occupied housing units!!Estimate","Charlotte-Concord-Gastonia, NC-SC Metro Area!!Percent occupied housing units!!Estimate","Charlotte-Concord-Gastonia, NC-SC Metro Area!!Owner-occupied housing units!!Estimate","Charlotte-Concord-Gastonia, NC-SC Metro Area!!Percent owner-occupied housing units!!Estimate","Charlotte-Concord-Gastonia, NC-SC Metro Area!!Renter-occupied housing units!!Estimate","Charlotte-Concord-Gastonia, NC-SC Metro Area!!Percent renter-occupied housing units!!Estimate","Dallas-Fort Worth-Arlington, TX Metro Area!!Occupied housing units!!Estimate","Dallas-Fort Worth-Arlington, TX Metro Area!!Percent occupied housing units!!Estimate","Dallas-Fort Worth-Arlington, TX Metro Area!!Owner-occupied housing units!!Estimate","Dallas-Fort Worth-Arlington, TX Metro Area!!Percent owner-occupied housing units!!Estimate","Dallas-Fort Worth-Arlington, TX Metro Area!!Renter-occupied housing units!!Estimate","Dallas-Fort Worth-Arlington, TX Metro Area!!Percent renter-occupied housing units!!Estimate","Denver-Aurora-Lakewood, CO Metro Area!!Occupied housing units!!Estimate","Denver-Aurora-Lakewood, CO Metro Area!!Percent occupied housing units!!Estimate","Denver-Aurora-Lakewood, CO Metro Area!!Owner-occupied housing units!!Estimate","Denver-Aurora-Lakewood, CO Metro Area!!Percent owner-occupied housing units!!Estimate","Denver-Aurora-Lakewood, CO Metro Area!!Renter-occupied housing units!!Estimate","Denver-Aurora-Lakewood, CO Metro Area!!Percent renter-occupied housing units!!Estimate","Houston-The Woodlands-Sugar Land, TX Metro Area!!Occupied housing units!!Estimate","Houston-The Woodlands-Sugar Land, TX Metro Area!!Percent occupied housing units!!Estimate","Houston-The Woodlands-Sugar Land, TX Metro Area!!Owner-occupied housing units!!Estimate","Houston-The Woodlands-Sugar Land, TX Metro Area!!Percent owner-occupied housing units!!Estimate","Houston-The Woodlands-Sugar Land, TX Metro Area!!Renter-occupied housing units!!Estimate","Houston-The Woodlands-Sugar Land, TX Metro Area!!Percent renter-occupied housing units!!Estimate","Jacksonville, FL Metro Area!!Occupied housing units!!Estimate","Jacksonville, FL Metro Area!!Percent occupied housing units!!Estimate","Jacksonville, FL Metro Area!!Owner-occupied housing units!!Estimate","Jacksonville, FL Metro Area!!Percent owner-occupied housing units!!Estimate","Jacksonville, FL Metro Area!!Renter-occupied housing units!!Estimate","Jacksonville, FL Metro Area!!Percent renter-occupied housing units!!Estimate","Miami-Fort Lauderdale-Pompano Beach, FL Metro Area!!Occupied housing units!!Estimate","Miami-Fort Lauderdale-Pompano Beach, FL Metro Area!!Percent occupied housing units!!Estimate","Miami-Fort Lauderdale-Pompano Beach, FL Metro Area!!Owner-occupied housing units!!Estimate","Miami-Fort Lauderdale-Pompano Beach, FL Metro Area!!Percent owner-occupied housing units!!Estimate","Miami-Fort Lauderdale-Pompano Beach, FL Metro Area!!Renter-occupied housing units!!Estimate","Miami-Fort Lauderdale-Pompano Beach, FL Metro Area!!Percent renter-occupied housing units!!Estimate","Minneapolis-St. Paul-Bloomington, MN-WI Metro Area!!Occupied housing units!!Estimate","Minneapolis-St. Paul-Bloomington, MN-WI Metro Area!!Percent occupied housing units!!Estimate","Minneapolis-St. Paul-Bloomington, MN-WI Metro Area!!Owner-occupied housing units!!Estimate","Minneapolis-St. Paul-Bloomington, MN-WI Metro Area!!Percent owner-occupied housing units!!Estimate","Minneapolis-St. Paul-Bloomington, MN-WI Metro Area!!Renter-occupied housing units!!Estimate","Minneapolis-St. Paul-Bloomington, MN-WI Metro Area!!Percent renter-occupied housing units!!Estimate","Nashville-Davidson--Murfreesboro--Franklin, TN Metro Area!!Occupied housing units!!Estimate","Nashville-Davidson--Murfreesboro--Franklin, TN Metro Area!!Percent occupied housing units!!Estimate","Nashville-Davidson--Murfreesboro--Franklin, TN Metro Area!!Owner-occupied housing units!!Estimate","Nashville-Davidson--Murfreesboro--Franklin, TN Metro Area!!Percent owner-occupied housing units!!Estimate","Nashville-Davidson--Murfreesboro--Franklin, TN Metro Area!!Renter-occupied housing units!!Estimate","Nashville-Davidson--Murfreesboro--Franklin, TN Metro Area!!Percent renter-occupied housing units!!Estimate","Orlando-Kissimmee-Sanford, FL Metro Area!!Occupied housing units!!Estimate","Orlando-Kissimmee-Sanford, FL Metro Area!!Percent occupied housing units!!Estimate","Orlando-Kissimmee-Sanford, FL Metro Area!!Owner-occupied housing units!!Estimate","Orlando-Kissimmee-Sanford, FL Metro Area!!Percent owner-occupied housing units!!Estimate","Orlando-Kissimmee-Sanford, FL Metro Area!!Renter-occupied housing units!!Estimate","Orlando-Kissimmee-Sanford, FL Metro Area!!Percent renter-occupied housing units!!Estimate","Phoenix-Mesa-Chandler, AZ Metro Area!!Occupied housing units!!Estimate","Phoenix-Mesa-Chandler, AZ Metro Area!!Percent occupied housing units!!Estimate","Phoenix-Mesa-Chandler, AZ Metro Area!!Owner-occupied housing units!!Estimate","Phoenix-Mesa-Chandler, AZ Metro Area!!Percent owner-occupied housing units!!Estimate","Phoenix-Mesa-Chandler, AZ Metro Area!!Renter-occupied housing units!!Estimate","Phoenix-Mesa-Chandler, AZ Metro Area!!Percent renter-occupied housing units!!Estimate","Portland-Vancouver-Hillsboro, OR-WA Metro Area!!Occupied housing units!!Estimate","Portland-Vancouver-Hillsboro, OR-WA Metro Area!!Percent occupied housing units!!Estimate","Portland-Vancouver-Hillsboro, OR-WA Metro Area!!Owner-occupied housing units!!Estimate","Portland-Vancouver-Hillsboro, OR-WA Metro Area!!Percent owner-occupied housing units!!Estimate","Portland-Vancouver-Hillsboro, OR-WA Metro Area!!Renter-occupied housing units!!Estimate","Portland-Vancouver-Hillsboro, OR-WA Metro Area!!Percent renter-occupied housing units!!Estimate","Raleigh-Cary, NC Metro Area!!Occupied housing units!!Estimate","Raleigh-Cary, NC Metro Area!!Percent occupied housing units!!Estimate","Raleigh-Cary, NC Metro Area!!Owner-occupied housing units!!Estimate","Raleigh-Cary, NC Metro Area!!Percent owner-occupied housing units!!Estimate","Raleigh-Cary, NC Metro Area!!Renter-occupied housing units!!Estimate","Raleigh-Cary, NC Metro Area!!Percent renter-occupied housing units!!Estimate","St. Louis, MO-IL Metro Area!!Occupied housing units!!Estimate","St. Louis, MO-IL Metro Area!!Percent occupied housing units!!Estimate","St. Louis, MO-IL Metro Area!!Owner-occupied housing units!!Estimate","St. Louis, MO-IL Metro Area!!Percent owner-occupied housing units!!Estimate","St. Louis, MO-IL Metro Area!!Renter-occupied housing units!!Estimate","St. Louis, MO-IL Metro Area!!Percent renter-occupied housing units!!Estimate","San Antonio-New Braunfels, TX Metro Area!!Occupied housing units!!Estimate","San Antonio-New Braunfels, TX Metro Area!!Percent occupied housing units!!Estimate","San Antonio-New Braunfels, TX Metro Area!!Owner-occupied housing units!!Estimate","San Antonio-New Braunfels, TX Metro Area!!Percent owner-occupied housing units!!Estimate","San Antonio-New Braunfels, TX Metro Area!!Renter-occupied housing units!!Estimate","San Antonio-New Braunfels, TX Metro Area!!Percent renter-occupied housing units!!Estimate","Seattle-Tacoma-Bellevue, WA Metro Area!!Occupied housing units!!Estimate","Seattle-Tacoma-Bellevue, WA Metro Area!!Percent occupied housing units!!Estimate","Seattle-Tacoma-Bellevue, WA Metro Area!!Owner-occupied housing units!!Estimate","Seattle-Tacoma-Bellevue, WA Metro Area!!Percent owner-occupied housing units!!Estimate","Seattle-Tacoma-Bellevue, WA Metro Area!!Renter-occupied housing units!!Estimate","Seattle-Tacoma-Bellevue, WA Metro Area!!Percent renter-occupied housing units!!Estimate","Tampa-St. Petersburg-Clearwater, FL Metro Area!!Occupied housing units!!Estimate","Tampa-St. Petersburg-Clearwater, FL Metro Area!!Percent occupied housing units!!Estimate","Tampa-St. Petersburg-Clearwater, FL Metro Area!!Owner-occupied housing units!!Estimate","Tampa-St. Petersburg-Clearwater, FL Metro Area!!Percent owner-occupied housing units!!Estimate","Tampa-St. Petersburg-Clearwater, FL Metro Area!!Renter-occupied housing units!!Estimate","Tampa-St. Petersburg-Clearwater, FL Metro Area!!Percent renter-occupied housing units!!Estimate"
"        2020 or later","64,814","2.8%","46,143","3.0%","18,671","2.4%","58,291","5.8%","38,940","6.6%","19,351","4.7%","13,660","1.2%","9,544","1.3%","4,116","1.1%","41,041","3.8%","30,292","4.2%","10,749","2.9%","117,307","4.0%","81,851","4.7%","35,456","3.1%","33,234","2.7%","19,137","2.4%","14,097","3.2%","98,321","3.7%","67,365","4.1%","30,956","2.9%","27,360","4.1%","20,488","4.5%","6,872","3.1%","36,234","1.5%","15,412","1.1%","20,822","2.2%","27,603","1.9%","16,731","1.6%","10,872","2.5%","39,712","4.8%","27,522","5.1%","12,190","4.2%","34,907","3.3%","23,319","3.6%","11,588","2.9%","58,089","3.1%","41,688","3.3%","16,401","2.6%","21,584","2.1%","14,329","2.3%","7,255","1.9%","24,993","4.5%","18,067","4.8%","6,926","3.8%","12,922","1.1%","8,689","1.1%","4,233","1.2%","43,432","4.5%","33,223","5.4%","10,209","2.9%","32,900","2.0%","18,879","2.0%","14,021","2.2%","34,527","2.6%","26,098","2.9%","8,429","1.9%"
"        2010 to 2019","324,715","14.0%","199,324","13.0%","125,391","16.2%","275,970","27.6%","153,411","26.1%","122,559","29.8%","88,226","7.8%","50,595","6.7%","37,631","10.2%","207,253","19.1%","123,851","17.3%","83,402","22.5%","532,832","18.3%","299,971","17.1%","232,861","20.1%","169,789","13.9%","86,668","11.0%","83,121","19.2%","532,097","19.8%","329,784","20.3%","202,313","19.1%","107,257","16.0%","72,612","16.1%","34,645","15.7%","192,427","8.2%","74,401","5.3%","118,026","12.5%","146,248","9.9%","78,953","7.5%","67,295","15.4%","159,655","19.2%","97,944","18.1%","61,711","21.2%","171,844","16.3%","94,336","14.4%","77,508","19.3%","260,386","13.8%","163,806","13.0%","96,580","15.4%","126,807","12.5%","63,271","10.1%","63,536","16.4%","126,066","22.5%","79,084","20.9%","46,982","26.1%","83,483","7.1%","56,315","6.9%","27,168","7.7%","193,637","19.9%","120,472","19.5%","73,165","20.6%","211,199","13.1%","90,176","9.4%","121,023","18.7%","158,316","11.9%","101,458","11.4%","56,858","13.0%"
"        2000 to 2009","546,909","23.7%","393,793","25.6%","153,116","19.8%","225,369","22.5%","139,861","23.8%","85,508","20.8%","119,310","10.6%","82,084","10.8%","37,226","10.1%","231,407","21.3%","162,626","22.7%","68,781","18.5%","567,918","19.5%","363,390","20.8%","204,528","17.7%","191,009","15.6%","131,776","16.7%","59,233","13.6%","533,176","19.9%","347,680","21.4%","185,496","17.5%","145,119","21.6%","103,098","22.8%","42,021","19.1%","312,465","13.3%","192,726","13.7%","119,739","12.7%","202,571","13.7%","158,653","15.2%","43,918","10.1%","152,403","18.3%","111,686","20.7%","40,717","14.0%","225,357","21.4%","144,563","22.1%","80,794","20.1%","454,216","24.0%","321,586","25.5%","132,630","21.1%","146,137","14.4%","92,018","14.8%","54,119","13.9%","136,661","24.4%","96,788","25.5%","39,873","22.1%","142,983","12.2%","109,757","13.5%","33,226","9.4%","185,363","19.1%","125,946","20.4%","59,417","16.7%","240,678","14.9%","143,507","14.9%","97,171","15.0%","212,018","16.0%","142,019","15.9%","69,999","16.0%"
"        1980 to 1999","795,337","34.4%","538,781","35.1%","256,556","33.1%","257,442","25.7%","145,254","24.7%","112,188","27.2%","299,168","26.6%","215,550","28.5%","83,618","22.7%","299,354","27.6%","203,990","28.5%","95,364","25.7%","838,572","28.8%","476,865","27.2%","361,707","31.3%","327,580","26.8%","221,194","28.0%","106,386","24.5%","698,527","26.0%","408,656","25.2%","289,871","27.4%","192,968","28.7%","131,589","29.1%","61,379","27.9%","771,148","32.9%","497,269","35.4%","273,879","29.1%","396,682","26.7%","295,018","28.2%","101,664","23.3%","229,171","27.6%","145,483","26.9%","83,688","28.7%","368,751","35.0%","232,224","35.6%","136,527","34.0%","600,523","31.8%","396,571","31.4%","203,952","32.4%","264,896","26.2%","163,330","26.2%","101,566","26.2%","172,321","30.8%","123,742","32.6%","48,579","27.0%","267,284","22.9%","192,527","23.6%","74,757","21.1%","247,837","25.5%","148,084","24.0%","99,753","28.1%","434,407","27.0%","266,555","27.7%","167,852","25.9%","426,267","32.1%","283,754","31.9%","142,513","32.5%"
"        1960 to 1979","390,308","16.9%","240,242","15.6%","150,066","19.4%","130,196","13.0%","75,041","12.8%","55,155","13.4%","254,519","22.6%","157,981","20.9%","96,538","26.2%","177,904","16.4%","111,546","15.6%","66,358","17.9%","541,886","18.6%","318,664","18.2%","223,222","19.3%","305,933","25.0%","196,002","24.8%","109,931","25.3%","578,729","21.6%","317,173","19.5%","261,556","24.7%","116,329","17.3%","70,447","15.6%","45,882","20.8%","696,995","29.7%","415,730","29.6%","281,265","29.9%","322,120","21.7%","212,193","20.3%","109,927","25.2%","157,003","18.9%","94,835","17.6%","62,168","21.4%","173,970","16.5%","108,387","16.6%","65,583","16.3%","385,512","20.4%","252,989","20.1%","132,523","21.1%","237,383","23.5%","145,488","23.3%","91,895","23.7%","67,089","12.0%","42,227","11.1%","24,862","13.8%","295,133","25.3%","198,039","24.3%","97,094","27.4%","177,779","18.3%","105,153","17.0%","72,626","20.4%","373,315","23.2%","226,709","23.5%","146,606","22.6%","342,265","25.8%","226,723","25.5%","115,542","26.3%"
"        1940 to 1959","129,147","5.6%","82,096","5.3%","47,051","6.1%","35,573","3.6%","24,377","4.1%","11,196","2.7%","199,848","17.7%","146,901","19.4%","52,947","14.4%","88,334","8.1%","57,637","8.1%","30,697","8.3%","239,659","8.2%","164,056","9.4%","75,603","6.5%","123,992","10.1%","88,820","11.2%","35,172","8.1%","183,853","6.9%","123,242","7.6%","60,611","5.7%","63,652","9.5%","40,763","9.0%","22,889","10.4%","292,888","12.5%","185,831","13.2%","107,057","11.4%","185,329","12.5%","147,146","14.1%","38,183","8.7%","60,753","7.3%","40,948","7.6%","19,805","6.8%","65,006","6.2%","42,097","6.4%","22,909","5.7%","115,432","6.1%","76,992","6.1%","38,440","6.1%","107,756","10.7%","72,674","11.7%","35,082","9.0%","19,654","3.5%","13,138","3.5%","6,516","3.6%","197,847","16.9%","142,135","17.5%","55,712","15.7%","90,731","9.3%","63,278","10.2%","27,453","7.7%","168,274","10.4%","120,259","12.5%","48,015","7.4%","125,307","9.4%","91,376","10.3%","33,931","7.7%"
"        1939 or earlier","60,409","2.6%","36,793","2.4%","23,616","3.0%","17,262","1.7%","11,464","1.9%","5,798","1.4%","151,485","13.5%","94,922","12.5%","56,563","15.3%","40,596","3.7%","25,064","3.5%","15,532","4.2%","70,262","2.4%","46,351","2.6%","23,911","2.1%","72,288","5.9%","46,201","5.8%","26,087","6.0%","57,942","2.2%","30,306","1.9%","27,636","2.6%","19,341","2.9%","12,663","2.8%","6,678","3.0%","41,889","1.8%","21,985","1.6%","19,904","2.1%","202,900","13.7%","137,779","13.2%","65,121","14.9%","32,650","3.9%","21,802","4.0%","10,848","3.7%","14,507","1.4%","7,993","1.2%","6,514","1.6%","16,677","0.9%","8,034","0.6%","8,643","1.4%","107,145","10.6%","72,521","11.6%","34,624","8.9%","12,389","2.2%","6,093","1.6%","6,296","3.5%","168,894","14.5%","106,701","13.1%","62,193","17.5%","34,069","3.5%","21,274","3.4%","12,795","3.6%","150,807","9.4%","97,883","10.2%","52,924","8.2%","30,375","2.3%","19,095","2.1%","11,280","2.6%"
"    ROOMS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        1 room","29,805","1.3%","4,983","0.3%","24,822","3.2%","35,357","3.5%","3,314","0.6%","32,043","7.8%","22,209","2.0%","2,312","0.3%","19,897","5.4%","20,229","1.9%","2,508","0.4%","17,721","4.8%","80,139","2.8%","7,132","0.4%","73,007","6.3%","31,697","2.6%","3,657","0.5%","28,040","6.5%","97,804","3.6%","8,574","0.5%","89,230","8.4%","7,961","1.2%","816","0.2%","7,145","3.2%","77,844","3.3%","15,092","1.1%","62,752","6.7%","36,062","2.4%","3,248","0.3%","32,814","7.5%","16,226","2.0%","1,524","0.3%","14,702","5.1%","22,678","2.2%","2,446","0.4%","20,232","5.0%","44,959","2.4%","5,258","0.4%","39,701","6.3%","34,586","3.4%","3,617","0.6%","30,969","8.0%","7,361","1.3%","885","0.2%","6,476","3.6%","17,759","1.5%","1,847","0.2%","15,912","4.5%","26,365","2.7%","2,583","0.4%","23,782","6.7%","77,952","4.8%","5,361","0.6%","72,591","11.2%","28,599","2.2%","3,365","0.4%","25,234","5.8%"
"        2 or 3 rooms","212,767","9.2%","31,474","2.0%","181,293","23.4%","177,354","17.7%","21,448","3.6%","155,906","37.9%","107,752","9.6%","17,044","2.2%","90,708","24.6%","102,478","9.4%","11,681","1.6%","90,797","24.5%","441,975","15.2%","40,495","2.3%","401,480","34.7%","197,307","16.1%","32,332","4.1%","164,975","38.0%","390,897","14.6%","42,702","2.6%","348,195","32.9%","59,558","8.9%","10,408","2.3%","49,150","22.3%","434,628","18.5%","121,878","8.7%","312,750","33.2%","190,026","12.8%","29,755","2.8%","160,271","36.7%","84,825","10.2%","12,461","2.3%","72,364","24.9%","131,186","12.4%","21,273","3.3%","109,913","27.4%","226,205","12.0%","47,508","3.8%","178,697","28.4%","145,672","14.4%","20,678","3.3%","124,994","32.2%","52,905","9.5%","4,051","1.1%","48,854","27.1%","96,833","8.3%","15,661","1.9%","81,172","22.9%","127,561","13.1%","17,216","2.8%","110,345","31.0%","271,147","16.8%","41,519","4.3%","229,628","35.5%","161,677","12.2%","45,047","5.1%","116,630","26.6%"
"        4 or 5 rooms","644,949","27.9%","304,452","19.8%","340,497","44.0%","314,238","31.4%","165,752","28.2%","148,486","36.1%","282,758","25.1%","125,631","16.6%","157,127","42.6%","362,037","33.3%","181,368","25.4%","180,669","48.7%","867,070","29.8%","409,637","23.4%","457,433","39.5%","331,350","27.1%","175,259","22.2%","156,091","36.0%","806,824","30.1%","395,271","24.3%","411,553","38.9%","228,965","34.1%","122,982","27.2%","105,983","48.1%","996,554","42.5%","562,055","40.1%","434,499","46.2%","366,667","24.7%","198,844","19.0%","167,823","38.4%","270,254","32.5%","135,378","25.1%","134,876","46.3%","347,056","32.9%","177,173","27.1%","169,883","42.3%","653,695","34.6%","388,930","30.8%","264,765","42.1%","337,908","33.4%","170,634","27.4%","167,274","43.1%","159,741","28.6%","79,454","21.0%","80,287","44.6%","400,556","34.3%","220,305","27.1%","180,251","50.9%","323,546","33.3%","172,779","28.0%","150,767","42.4%","468,953","29.1%","240,762","25.0%","228,191","35.2%","517,545","38.9%","321,250","36.1%","196,295","44.8%"
"        6 or 7 rooms","669,198","28.9%","507,568","33.0%","161,630","20.9%","276,579","27.7%","218,554","37.1%","58,025","14.1%","350,070","31.1%","275,274","36.3%","74,796","20.3%","316,707","29.2%","254,350","35.6%","62,357","16.8%","823,670","28.3%","659,839","37.7%","163,831","14.2%","284,048","23.2%","230,080","29.1%","53,968","12.4%","772,872","28.8%","613,131","37.7%","159,741","15.1%","220,310","32.8%","174,284","38.6%","46,026","20.9%","571,628","24.4%","461,316","32.9%","110,312","11.7%","389,307","26.2%","335,859","32.1%","53,448","12.2%","244,756","29.4%","191,310","35.4%","53,446","18.4%","329,019","31.2%","254,667","39.0%","74,352","18.5%","609,978","32.3%","499,482","39.6%","110,496","17.6%","271,809","26.9%","225,389","36.1%","46,420","12.0%","160,982","28.8%","131,675","34.7%","29,307","16.3%","355,938","30.5%","301,083","37.0%","54,855","15.5%","295,106","30.3%","247,281","40.1%","47,825","13.5%","413,340","25.6%","335,541","34.8%","77,799","12.0%","400,984","30.2%","320,167","36.0%","80,817","18.4%"
"        8 or more rooms","754,920","32.7%","688,695","44.8%","66,225","8.6%","196,575","19.7%","179,280","30.5%","17,295","4.2%","363,427","32.3%","337,316","44.5%","26,111","7.1%","284,438","26.2%","265,099","37.1%","19,339","5.2%","695,582","23.9%","634,045","36.2%","61,537","5.3%","379,423","31.0%","348,470","44.1%","30,953","7.1%","614,248","22.9%","564,528","34.8%","49,720","4.7%","155,232","23.1%","143,170","31.7%","12,062","5.5%","263,392","11.2%","243,013","17.3%","20,379","2.2%","501,391","33.8%","478,767","45.8%","22,624","5.2%","215,286","25.9%","199,547","36.9%","15,739","5.4%","224,403","21.3%","197,360","30.2%","27,043","6.7%","355,998","18.8%","320,488","25.4%","35,510","5.6%","221,733","21.9%","203,313","32.6%","18,420","4.7%","178,184","31.9%","163,074","43.0%","15,110","8.4%","297,460","25.5%","275,267","33.8%","22,193","6.3%","200,270","20.6%","177,571","28.8%","22,699","6.4%","380,188","23.6%","340,785","35.4%","39,403","6.1%","220,270","16.6%","200,694","22.5%","19,576","4.5%"
"    BEDROOMS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        No bedroom","33,077","1.4%","6,227","0.4%","26,850","3.5%","37,072","3.7%","3,799","0.6%","33,273","8.1%","23,990","2.1%","2,312","0.3%","21,678","5.9%","21,295","2.0%","2,745","0.4%","18,550","5.0%","88,551","3.0%","11,393","0.7%","77,158","6.7%","35,416","2.9%","4,293","0.5%","31,123","7.2%","104,980","3.9%","12,783","0.8%","92,197","8.7%","8,522","1.3%","1,268","0.3%","7,254","3.3%","84,057","3.6%","17,520","1.2%","66,537","7.1%","41,550","2.8%","4,052","0.4%","37,498","8.6%","17,977","2.2%","1,746","0.3%","16,231","5.6%","23,949","2.3%","3,064","0.5%","20,885","5.2%","49,874","2.6%","6,303","0.5%","43,571","6.9%","38,956","3.9%","4,222","0.7%","34,734","9.0%","7,527","1.3%","943","0.2%","6,584","3.7%","19,814","1.7%","2,514","0.3%","17,300","4.9%","27,290","2.8%","3,032","0.5%","24,258","6.8%","87,792","5.4%","7,305","0.8%","80,487","12.4%","30,965","2.3%","4,475","0.5%","26,490","6.0%"
"        1 bedroom","196,875","8.5%","22,533","1.5%","174,342","22.5%","149,255","14.9%","12,135","2.1%","137,120","33.3%","116,442","10.3%","10,618","1.4%","105,824","28.7%","87,825","8.1%","6,987","1.0%","80,838","21.8%","418,005","14.4%","20,495","1.2%","397,510","34.3%","171,609","14.0%","20,912","2.6%","150,697","34.7%","350,547","13.1%","21,575","1.3%","328,972","31.1%","51,246","7.6%","4,440","1.0%","46,806","21.2%","327,043","14.0%","68,318","4.9%","258,725","27.5%","178,361","12.0%","22,584","2.2%","155,777","35.6%","77,028","9.3%","6,009","1.1%","71,019","24.4%","97,445","9.2%","11,997","1.8%","85,448","21.3%","180,402","9.5%","31,612","2.5%","148,790","23.6%","116,201","11.5%","14,886","2.4%","101,315","26.1%","42,830","7.7%","1,797","0.5%","41,033","22.8%","107,647","9.2%","18,734","2.3%","88,913","25.1%","116,642","12.0%","10,876","1.8%","105,766","29.8%","212,227","13.2%","25,854","2.7%","186,373","28.8%","140,468","10.6%","31,608","3.5%","108,860","24.8%"
"        2 or 3 bedrooms","1,252,204","54.2%","755,777","49.2%","496,427","64.1%","547,890","54.8%","341,972","58.1%","205,918","50.0%","670,430","59.5%","453,953","59.9%","216,477","58.7%","681,800","62.8%","438,158","61.3%","243,642","65.7%","1,592,611","54.8%","981,754","56.1%","610,857","52.8%","645,772","52.8%","425,977","53.9%","219,795","50.6%","1,451,270","54.1%","886,591","54.6%","564,679","53.4%","432,247","64.3%","284,540","63.0%","147,707","67.0%","1,544,419","65.9%","972,046","69.3%","572,373","60.8%","793,404","53.5%","575,010","54.9%","218,394","50.0%","536,369","64.5%","350,469","64.9%","185,900","63.9%","632,253","60.0%","381,017","58.4%","251,236","62.6%","1,121,897","59.3%","754,974","59.8%","366,923","58.3%","623,699","61.6%","391,815","62.8%","231,884","59.8%","325,645","58.2%","209,367","55.2%","116,278","64.6%","764,075","65.4%","536,300","65.9%","227,775","64.3%","594,863","61.1%","394,994","64.0%","199,869","56.2%","899,250","55.8%","566,084","58.7%","333,166","51.4%","890,680","67.0%","620,597","69.7%","270,083","61.6%"
"        4 or more bedrooms","829,483","35.9%","752,635","49.0%","76,848","9.9%","265,886","26.6%","230,442","39.2%","35,444","8.6%","315,354","28.0%","290,694","38.4%","24,660","6.7%","294,969","27.2%","267,116","37.4%","27,853","7.5%","809,269","27.8%","737,506","42.1%","71,763","6.2%","371,028","30.3%","338,616","42.9%","32,412","7.5%","775,848","28.9%","703,257","43.3%","72,591","6.9%","180,011","26.8%","161,412","35.7%","18,599","8.4%","388,527","16.6%","345,470","24.6%","43,057","4.6%","470,138","31.7%","444,827","42.5%","25,311","5.8%","199,973","24.1%","181,996","33.7%","17,977","6.2%","300,695","28.5%","256,841","39.3%","43,854","10.9%","538,662","28.5%","468,777","37.2%","69,885","11.1%","232,852","23.0%","212,708","34.1%","20,144","5.2%","183,171","32.8%","167,032","44.1%","16,139","9.0%","277,010","23.7%","256,615","31.5%","20,395","5.8%","234,053","24.1%","208,528","33.8%","25,525","7.2%","412,311","25.6%","364,725","37.8%","47,586","7.3%","266,962","20.1%","233,843","26.3%","33,119","7.6%"
"    COMPLETE FACILITIES","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
