"Label (Grouping)","Atlanta-Sandy Springs-Alpharetta, GA Metro Area!!Occupied housing units!!Estimate","Atlanta-Sandy Springs-Alpharetta, GA Metro Area!!Percent occupied housing units!!Estimate","Atlanta-Sandy Springs-Alpharetta, GA Metro Area!!Owner-occupied housing units!!Estimate","Atlanta-Sandy Springs-Alpharetta, GA Metro Area!!Percent owner-occupied housing units!!Estimate","Atlanta-Sandy Springs-Alpharetta, GA Metro Area!!Renter-occupied housing units!!Estimate","Atlanta-Sandy Springs-Alpharetta, GA Metro Area!!Percent renter-occupied housing units!!Estimate","Austin-Round Rock-Georgetown, TX Metro Area!!Occupied housing units!!Estimate","Austin-Round Rock-Georgetown, TX Metro Area!!Percent occupied housing units!!Estimate","Austin-Round Rock-Georgetown, TX Metro Area!!Owner-occupied housing units!!Estimate","Austin-Round Rock-Georgetown, TX Metro Area!!Percent owner-occupied housing units!!Estimate","Austin-Round Rock-Georgetown, TX Metro Area!!Renter-occupied housing units!!Estimate","Austin-Round Rock-Georgetown, TX Metro Area!!Percent renter-occupied housing units!!Estimate","Baltimore-Columbia-Towson, MD Metro Area!!Occupied housing units!!Estimate","Baltimore-Columbia-Towson, MD Metro Area!!Percent occupied housing units!!Estimate","Baltimore-Columbia-Towson, MD Metro Area!!Owner-occupied housing units!!Estimate","Baltimore-Columbia-Towson, MD Metro Area!!Percent owner-occupied housing units!!Estimate","Baltimore-Columbia-Towson, MD Metro Area!!Renter-occupied housing units!!Estimate","Baltimore-Columbia-Towson, MD Metro Area!!Percent renter-occupied housing units!!Estimate","Charlotte-Concord-Gastonia, NC-SC Metro Area!!Occupied housing units!!Estimate","Charlotte-Concord-Gastonia, NC-SC Metro Area!!Percent occupied housing units!!Estimate","Charlotte-Concord-Gastonia, NC-SC Metro Area!!Owner-occupied housing units!!Estimate","Charlotte-Concord-Gastonia, NC-SC Metro Area!!Percent owner-occupied housing units!!Estimate","Charlotte-Concord-Gastonia, NC-SC Metro Area!!Renter-occupied housing units!!Estimate","Charlotte-Concord-Gastonia, NC-SC Metro Area!!Percent renter-occupied housing units!!Estimate","Dallas-Fort Worth-Arlington, TX Metro Area!!Occupied housing units!!Estimate","Dallas-Fort Worth-Arlington, TX Metro Area!!Percent occupied housing units!!Estimate","Dallas-Fort Worth-Arlington, TX Metro Area!!Owner-occupied housing units!!Estimate","Dallas-Fort Worth-Arlington, TX Metro Area!!Percent owner-occupied housing units!!Estimate","Dallas-Fort Worth-Arlington, TX Metro Area!!Renter-occupied housing units!!Estimate","Dallas-Fort Worth-Arlington, TX Metro Area!!Percent renter-occupied housing units!!Estimate","Denver-Aurora-Lakewood, CO Metro Area!!Occupied housing units!!Estimate","Denver-Aurora-Lakewood, CO Metro Area!!Percent occupied housing units!!Estimate","Denver-Aurora-Lakewood, CO Metro Area!!Owner-occupied housing units!!Estimate","Denver-Aurora-Lakewood, CO Metro Area!!Percent owner-occupied housing units!!Estimate","Denver-Aurora-Lakewood, CO Metro Area!!Renter-occupied housing units!!Estimate","Denver-Aurora-Lakewood, CO Metro Area!!Percent renter-occupied housing units!!Estimate","Houston-The Woodlands-Sugar Land, TX Metro Area!!Occupied housing units!!Estimate","Houston-The Woodlands-Sugar Land, TX Metro Area!!Percent occupied housing units!!Estimate","Houston-The Woodlands-Sugar Land, TX Metro Area!!Owner-occupied housing units!!Estimate","Houston-The Woodlands-Sugar Land, TX Metro Area!!Percent owner-occupied housing units!!Estimate","Houston-The Woodlands-Sugar Land, TX Metro Area!!Renter-occupied housing units!!Estimate","Houston-The Woodlands-Sugar Land, TX Metro Area!!Percent renter-occupied housing units!!Estimate","Jacksonville, FL Metro Area!!Occupied housing units!!Estimate","Jacksonville, FL Metro Area!!Percent occupied housing units!!Estimate","Jacksonville, FL Metro Area!!Owner-occupied housing units!!Estimate","Jacksonville, FL Metro Area!!Percent owner-occupied housing units!!Estimate","Jacksonville, FL Metro Area!!Renter-occupied housing units!!Estimate","Jacksonville, FL Metro Area!!Percent renter-occupied housing units!!Estimate","Miami-Fort Lauderdale-Pompano Beach, FL Metro Area!!Occupied housing units!!Estimate","Miami-Fort Lauderdale-Pompano Beach, FL Metro Area!!Percent occupied housing units!!Estimate","Miami-Fort Lauderdale-Pompano Beach, FL Metro Area!!Owner-occupied housing units!!Estimate","Miami-Fort Lauderdale-Pompano Beach, FL Metro Area!!Percent owner-occupied housing units!!Estimate","Miami-Fort Lauderdale-Pompano Beach, FL Metro Area!!Renter-occupied housing units!!Estimate","Miami-Fort Lauderdale-Pompano Beach, FL Metro Area!!Percent renter-occupied housing units!!Estimate","Minneapolis-St. Paul-Bloomington, MN-WI Metro Area!!Occupied housing units!!Estimate","Minneapolis-St. Paul-Bloomington, MN-WI Metro Area!!Percent occupied housing units!!Estimate","Minneapolis-St. Paul-Bloomington, MN-WI Metro Area!!Owner-occupied housing units!!Estimate","Minneapolis-St. Paul-Bloomington, MN-WI Metro Area!!Percent owner-occupied housing units!!Estimate","Minneapolis-St. Paul-Bloomington, MN-WI Metro Area!!Renter-occupied housing units!!Estimate","Minneapolis-St. Paul-Bloomington, MN-WI Metro Area!!Percent renter-occupied housing units!!Estimate","Nashville-Davidson--Murfreesboro--Franklin, TN Metro Area!!Occupied housing units!!Estimate","Nashville-Davidson--Murfreesboro--Franklin, TN Metro Area!!Percent occupied housing units!!Estimate","Nashville-Davidson--Murfreesboro--Franklin, TN Metro Area!!Owner-occupied housing units!!Estimate","Nashville-Davidson--Murfreesboro--Franklin, TN Metro Area!!Percent owner-occupied housing units!!Estimate","Nashville-Davidson--Murfreesboro--Franklin, TN Metro Area!!Renter-occupied housing units!!Estimate","Nashville-Davidson--Murfreesboro--Franklin, TN Metro Area!!Percent renter-occupied housing units!!Estimate","Orlando-Kissimmee-Sanford, FL Metro Area!!Occupied housing units!!Estimate","Orlando-Kissimmee-Sanford, FL Metro Area!!Percent occupied housing units!!Estimate","Orlando-Kissimmee-Sanford, FL Metro Area!!Owner-occupied housing units!!Estimate","Orlando-Kissimmee-Sanford, FL Metro Area!!Percent owner-occupied housing units!!Estimate","Orlando-Kissimmee-Sanford, FL Metro Area!!Renter-occupied housing units!!Estimate","Orlando-Kissimmee-Sanford, FL Metro Area!!Percent renter-occupied housing units!!Estimate","Phoenix-Mesa-Chandler, AZ Metro Area!!Occupied housing units!!Estimate","Phoenix-Mesa-Chandler, AZ Metro Area!!Percent occupied housing units!!Estimate","Phoenix-Mesa-Chandler, AZ Metro Area!!Owner-occupied housing units!!Estimate","Phoenix-Mesa-Chandler, AZ Metro Area!!Percent owner-occupied housing units!!Estimate","Phoenix-Mesa-Chandler, AZ Metro Area!!Renter-occupied housing units!!Estimate","Phoenix-Mesa-Chandler, AZ Metro Area!!Percent renter-occupied housing units!!Estimate","Portland-Vancouver-Hillsboro, OR-WA Metro Area!!Occupied housing units!!Estimate","Portland-Vancouver-Hillsboro, OR-WA Metro Area!!Percent occupied housing units!!Estimate","Portland-Vancouver-Hillsboro, OR-WA Metro Area!!Owner-occupied housing units!!Estimate","Portland-Vancouver-Hillsboro, OR-WA Metro Area!!Percent owner-occupied housing units!!Estimate","Portland-Vancouver-Hillsboro, OR-WA Metro Area!!Renter-occupied housing units!!Estimate","Portland-Vancouver-Hillsboro, OR-WA Metro Area!!Percent renter-occupied housing units!!Estimate","Raleigh-Cary, NC Metro Area!!Occupied housing units!!Estimate","Raleigh-Cary, NC Metro Area!!Percent occupied housing units!!Estimate","Raleigh-Cary, NC Metro Area!!Owner-occupied housing units!!Estimate","Raleigh-Cary, NC Metro Area!!Percent owner-occupied housing units!!Estimate","Raleigh-Cary, NC Metro Area!!Renter-occupied housing units!!Estimate","Raleigh-Cary, NC Metro Area!!Percent renter-occupied housing units!!Estimate","St. Louis, MO-IL Metro Area!!Occupied housing units!!Estimate","St. Louis, MO-IL Metro Area!!Percent occupied housing units!!Estimate","St. Louis, MO-IL Metro Area!!Owner-occupied housing units!!Estimate","St. Louis, MO-IL Metro Area!!Percent owner-occupied housing units!!Estimate","St. Louis, MO-IL Metro Area!!Renter-occupied housing units!!Estimate","St. Louis, MO-IL Metro Area!!Percent renter-occupied housing units!!Estimate","San Antonio-New Braunfels, TX Metro Area!!Occupied housing units!!Estimate","San Antonio-New Braunfels, TX Metro Area!!Percent occupied housing units!!Estimate","San Antonio-New Braunfels, TX Metro Area!!Owner-occupied housing units!!Estimate","San Antonio-New Braunfels, TX Metro Area!!Percent owner-occupied housing units!!Estimate","San Antonio-New Braunfels, TX Metro Area!!Renter-occupied housing units!!Estimate","San Antonio-New Braunfels, TX Metro Area!!Percent renter-occupied housing units!!Estimate","Seattle-Tacoma-Bellevue, WA Metro Area!!Occupied housing units!!Estimate","Seattle-Tacoma-Bellevue, WA Metro Area!!Percent occupied housing units!!Estimate","Seattle-Tacoma-Bellevue, WA Metro Area!!Owner-occupied housing units!!Estimate","Seattle-Tacoma-Bellevue, WA Metro Area!!Percent owner-occupied housing units!!Estimate","Seattle-Tacoma-Bellevue, WA Metro Area!!Renter-occupied housing units!!Estimate","Seattle-Tacoma-Bellevue, WA Metro Area!!Percent renter-occupied housing units!!Estimate","Tampa-St. Petersburg-Clearwater, FL Metro Area!!Occupied housing units!!Estimate","Tampa-St. Petersburg-Clearwater, FL Metro Area!!Percent occupied housing units!!Estimate","Tampa-St. Petersburg-Clearwater, FL Metro Area!!Owner-occupied housing units!!Estimate","Tampa-St. Petersburg-Clearwater, FL Metro Area!!Percent owner-occupied housing units!!Estimate","Tampa-St. Petersburg-Clearwater, FL Metro Area!!Renter-occupied housing units!!Estimate","Tampa-St. Petersburg-Clearwater, FL Metro Area!!Percent renter-occupied housing units!!Estimate"
"        2014 or later","152,468","7.0%","99,253","7.1%","53,215","6.8%","124,648","15.2%","69,328","14.7%","55,320","16.0%","45,272","4.3%","26,605","3.8%","18,667","5.2%","87,551","8.9%","54,842","8.5%","32,709","9.6%","235,498","8.9%","139,651","8.9%","95,847","9.0%","83,914","7.3%","45,450","6.1%","38,464","9.3%","255,724","10.5%","153,959","10.5%","101,765","10.5%","44,296","7.6%","33,594","8.7%","10,702","5.4%","86,773","4.0%","32,065","2.5%","54,708","6.1%","66,145","4.7%","35,996","3.7%","30,149","7.2%","79,782","10.9%","51,191","10.6%","28,591","11.4%","76,132","8.6%","44,706","8.1%","31,426","9.3%","109,262","6.2%","73,939","6.5%","35,323","5.6%","55,535","5.8%","30,515","5.1%","25,020","6.8%","56,520","10.9%","37,826","11.1%","18,694","10.5%","34,309","3.0%","21,814","2.8%","12,495","3.5%","84,502","10.2%","52,239","10.0%","32,263","10.4%","103,797","6.7%","45,489","4.9%","58,308","9.4%","67,493","5.5%","47,270","5.8%","20,223","4.9%"
"        2010 to 2013","63,966","2.9%","38,453","2.7%","25,513","3.3%","60,763","7.4%","33,634","7.1%","27,129","7.8%","23,824","2.2%","14,620","2.1%","9,204","2.6%","42,218","4.3%","27,517","4.3%","14,701","4.3%","126,310","4.8%","70,963","4.5%","55,347","5.2%","34,149","3.0%","18,521","2.5%","15,628","3.8%","141,476","5.8%","88,716","6.1%","52,760","5.4%","20,666","3.5%","15,371","4.0%","5,295","2.7%","41,416","1.9%","15,936","1.2%","25,480","2.9%","33,834","2.4%","20,823","2.1%","13,011","3.1%","31,920","4.4%","22,300","4.6%","9,620","3.8%","35,054","3.9%","20,525","3.7%","14,529","4.3%","54,490","3.1%","34,716","3.0%","19,774","3.2%","27,151","2.8%","13,906","2.3%","13,245","3.6%","29,796","5.7%","18,808","5.5%","10,988","6.1%","25,716","2.2%","17,744","2.2%","7,972","2.3%","47,432","5.7%","30,273","5.8%","17,159","5.5%","54,111","3.5%","28,542","3.1%","25,569","4.1%","34,298","2.8%","20,234","2.5%","14,064","3.4%"
"        2000 to 2009","503,716","23.0%","363,478","25.8%","140,238","17.9%","183,481","22.4%","119,429","25.3%","64,052","18.5%","102,174","9.6%","75,695","10.7%","26,479","7.4%","224,215","22.8%","166,931","26.0%","57,284","16.9%","478,465","18.2%","333,358","21.2%","145,107","13.6%","178,442","15.5%","127,914","17.3%","50,528","12.3%","500,319","20.5%","345,599","23.6%","154,720","15.9%","128,054","21.9%","90,367","23.4%","37,687","19.0%","261,234","11.9%","162,357","12.5%","98,877","11.1%","183,128","13.1%","145,617","14.9%","37,511","9.0%","137,794","18.8%","105,269","21.8%","32,525","13.0%","181,473","20.4%","122,594","22.3%","58,879","17.4%","419,661","23.8%","303,255","26.6%","116,406","18.6%","134,464","13.9%","91,652","15.4%","42,812","11.6%","125,535","24.2%","90,012","26.4%","35,523","19.9%","134,306","11.7%","103,653","13.1%","30,653","8.7%","155,778","18.8%","107,108","20.6%","48,670","15.7%","223,497","14.5%","143,681","15.6%","79,816","12.9%","195,111","15.9%","140,527","17.1%","54,584","13.4%"
"        1980 to 1999","842,856","38.5%","535,014","38.0%","307,842","39.4%","268,346","32.8%","148,846","31.6%","119,500","34.5%","299,158","28.1%","209,856","29.7%","89,302","25.0%","318,575","32.4%","206,884","32.2%","111,691","32.9%","886,119","33.6%","491,959","31.4%","394,160","37.0%","342,867","29.8%","228,667","30.9%","114,200","27.7%","716,920","29.4%","407,445","27.8%","309,475","31.8%","192,175","32.9%","132,552","34.4%","59,623","30.0%","769,808","35.2%","483,738","37.4%","286,070","32.0%","407,465","29.2%","298,723","30.5%","108,742","26.1%","231,389","31.5%","145,530","30.1%","85,859","34.3%","364,973","41.0%","216,688","39.3%","148,285","43.7%","643,882","36.5%","403,501","35.4%","240,381","38.4%","283,512","29.4%","164,225","27.6%","119,287","32.4%","194,256","37.4%","127,217","37.3%","67,039","37.5%","268,438","23.4%","200,603","25.3%","67,835","19.2%","237,485","28.6%","143,575","27.6%","93,910","30.3%","448,360","29.1%","267,012","29.0%","181,348","29.2%","423,485","34.5%","270,763","33.0%","152,722","37.4%"
"        1960 to 1979","434,099","19.8%","248,533","17.7%","185,566","23.7%","126,653","15.5%","65,001","13.8%","61,652","17.8%","248,822","23.4%","147,535","20.9%","101,287","28.4%","185,148","18.8%","108,994","17.0%","76,154","22.4%","577,810","21.9%","318,353","20.3%","259,457","24.3%","300,457","26.1%","185,474","25.0%","114,983","27.9%","572,345","23.5%","311,375","21.3%","260,970","26.8%","112,809","19.3%","60,253","15.6%","52,556","26.5%","700,749","32.0%","404,503","31.3%","296,246","33.2%","334,146","23.9%","206,388","21.1%","127,758","30.7%","155,901","21.2%","95,784","19.8%","60,117","24.0%","160,678","18.1%","99,745","18.1%","60,933","18.0%","412,517","23.4%","244,109","21.4%","168,408","26.9%","242,691","25.2%","143,200","24.0%","99,491","27.0%","73,080","14.1%","43,324","12.7%","29,756","16.6%","307,790","26.9%","202,109","25.5%","105,681","29.9%","176,232","21.2%","103,828","20.0%","72,404","23.3%","392,407","25.5%","227,401","24.7%","165,006","26.6%","348,866","28.4%","228,995","27.9%","119,871","29.3%"
"        1940 to 1959","130,395","6.0%","80,841","5.7%","49,554","6.3%","37,726","4.6%","24,568","5.2%","13,158","3.8%","205,530","19.3%","146,589","20.8%","58,941","16.5%","86,800","8.8%","55,036","8.6%","31,764","9.4%","264,784","10.0%","173,969","11.1%","90,815","8.5%","138,060","12.0%","86,782","11.7%","51,278","12.5%","194,891","8.0%","123,918","8.5%","70,973","7.3%","66,000","11.3%","42,301","11.0%","23,699","11.9%","282,303","12.9%","172,292","13.3%","110,011","12.3%","183,929","13.2%","141,761","14.5%","42,168","10.1%","66,604","9.1%","42,940","8.9%","23,664","9.4%","59,665","6.7%","39,910","7.2%","19,755","5.8%","110,422","6.3%","70,765","6.2%","39,657","6.3%","110,771","11.5%","76,992","12.9%","33,779","9.2%","26,007","5.0%","15,027","4.4%","10,980","6.1%","202,579","17.7%","142,587","18.0%","59,992","17.0%","95,909","11.5%","60,405","11.6%","35,504","11.4%","174,149","11.3%","116,450","12.7%","57,699","9.3%","129,189","10.5%","92,759","11.3%","36,430","8.9%"
"        1939 or earlier","61,794","2.8%","41,550","3.0%","20,244","2.6%","16,467","2.0%","10,674","2.3%","5,793","1.7%","138,121","13.0%","84,754","12.0%","53,367","14.9%","37,734","3.8%","22,500","3.5%","15,234","4.5%","66,031","2.5%","40,525","2.6%","25,506","2.4%","74,568","6.5%","47,797","6.5%","26,771","6.5%","54,763","2.2%","32,880","2.2%","21,883","2.3%","20,381","3.5%","11,332","2.9%","9,049","4.6%","44,909","2.1%","23,413","1.8%","21,496","2.4%","187,378","13.4%","130,122","13.3%","57,256","13.7%","30,397","4.1%","20,174","4.2%","10,223","4.1%","11,847","1.3%","6,691","1.2%","5,156","1.5%","14,901","0.8%","9,111","0.8%","5,790","0.9%","110,430","11.4%","75,519","12.7%","34,911","9.5%","14,454","2.8%","8,591","2.5%","5,863","3.3%","172,445","15.1%","104,087","13.1%","68,358","19.4%","33,260","4.0%","22,978","4.4%","10,282","3.3%","144,924","9.4%","91,817","10.0%","53,107","8.6%","30,039","2.4%","19,243","2.3%","10,796","2.6%"
"    ROOMS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        1 room","31,583","1.4%","3,868","0.3%","27,715","3.5%","21,592","2.6%","2,677","0.6%","18,915","5.5%","18,139","1.7%","1,096","0.2%","17,043","4.8%","13,049","1.3%","1,193","0.2%","11,856","3.5%","55,881","2.1%","4,725","0.3%","51,156","4.8%","24,666","2.1%","2,111","0.3%","22,555","5.5%","43,834","1.8%","4,399","0.3%","39,435","4.1%","5,554","1.0%","593","0.2%","4,961","2.5%","65,710","3.0%","10,694","0.8%","55,016","6.2%","30,326","2.2%","1,507","0.2%","28,819","6.9%","8,351","1.1%","990","0.2%","7,361","2.9%","13,631","1.5%","1,595","0.3%","12,036","3.6%","36,396","2.1%","3,325","0.3%","33,071","5.3%","38,409","4.0%","3,033","0.5%","35,376","9.6%","5,514","1.1%","425","0.1%","5,089","2.8%","13,363","1.2%","1,167","0.1%","12,196","3.5%","20,923","2.5%","3,539","0.7%","17,384","5.6%","64,309","4.2%","4,487","0.5%","59,822","9.6%","18,597","1.5%","1,597","0.2%","17,000","4.2%"
"        2 or 3 rooms","187,920","8.6%","23,194","1.6%","164,726","21.1%","146,081","17.9%","16,535","3.5%","129,546","37.4%","95,764","9.0%","12,387","1.8%","83,377","23.3%","89,419","9.1%","11,101","1.7%","78,318","23.1%","394,245","15.0%","23,683","1.5%","370,562","34.8%","186,883","16.2%","29,445","4.0%","157,438","38.2%","357,031","14.7%","28,840","2.0%","328,191","33.7%","55,570","9.5%","9,291","2.4%","46,279","23.3%","372,568","17.0%","95,715","7.4%","276,853","31.0%","171,322","12.3%","24,314","2.5%","147,008","35.3%","74,051","10.1%","9,134","1.9%","64,917","25.9%","102,431","11.5%","14,793","2.7%","87,638","25.9%","206,337","11.7%","43,147","3.8%","163,190","26.1%","132,943","13.8%","20,733","3.5%","112,210","30.4%","53,571","10.3%","3,893","1.1%","49,678","27.8%","100,664","8.8%","13,124","1.7%","87,540","24.8%","103,775","12.5%","11,928","2.3%","91,847","29.6%","250,294","16.2%","38,448","4.2%","211,846","34.1%","143,863","11.7%","35,998","4.4%","107,865","26.4%"
"        4 or 5 rooms","627,341","28.7%","263,163","18.7%","364,178","46.6%","275,400","33.7%","134,035","28.4%","141,365","40.8%","273,138","25.7%","115,296","16.3%","157,842","44.2%","336,233","34.2%","162,834","25.3%","173,399","51.1%","811,368","30.8%","379,829","24.2%","431,539","40.5%","318,664","27.7%","165,710","22.4%","152,954","37.1%","762,383","31.3%","353,064","24.1%","409,319","42.1%","178,697","30.6%","89,736","23.3%","88,961","44.8%","970,234","44.4%","536,749","41.5%","433,485","48.5%","361,473","25.9%","195,019","19.9%","166,454","40.0%","234,201","31.9%","111,775","23.1%","122,426","48.9%","328,443","36.9%","167,984","30.5%","160,459","47.3%","638,685","36.2%","351,676","30.9%","287,009","45.9%","314,490","32.6%","163,038","27.4%","151,452","41.1%","156,867","30.2%","73,440","21.5%","83,427","46.6%","387,338","33.8%","212,642","26.8%","174,696","49.5%","285,516","34.4%","151,654","29.1%","133,862","43.2%","464,708","30.2%","229,158","24.9%","235,550","37.9%","493,633","40.2%","293,435","35.8%","200,198","49.0%"
"        6 or 7 rooms","665,081","30.4%","501,937","35.7%","163,144","20.9%","225,187","27.5%","181,063","38.4%","44,124","12.7%","331,389","31.2%","259,864","36.8%","71,525","20.0%","290,170","29.5%","230,849","35.9%","59,321","17.5%","771,755","29.3%","608,266","38.8%","163,489","15.3%","281,501","24.4%","227,779","30.8%","53,722","13.0%","721,421","29.6%","567,938","38.8%","153,483","15.8%","212,491","36.4%","166,529","43.2%","45,962","23.1%","541,506","24.8%","434,006","33.5%","107,500","12.0%","371,011","26.6%","318,570","32.5%","52,441","12.6%","227,688","31.0%","182,997","37.9%","44,691","17.8%","276,433","31.1%","214,012","38.9%","62,421","18.4%","558,525","31.6%","447,348","39.3%","111,177","17.8%","268,679","27.9%","217,034","36.4%","51,645","14.0%","149,684","28.8%","119,748","35.1%","29,936","16.7%","364,111","31.8%","303,416","38.3%","60,695","17.2%","253,147","30.5%","200,984","38.6%","52,163","16.8%","406,617","26.4%","327,957","35.6%","78,660","12.7%","377,181","30.7%","310,296","37.9%","66,885","16.4%"
"        8 or more rooms","677,369","30.9%","614,960","43.7%","62,409","8.0%","149,824","18.3%","137,170","29.1%","12,654","3.7%","344,471","32.4%","317,011","44.9%","27,460","7.7%","253,370","25.8%","236,727","36.8%","16,643","4.9%","601,768","22.8%","552,275","35.2%","49,493","4.6%","340,743","29.6%","315,560","42.6%","25,183","6.1%","551,769","22.6%","509,651","34.8%","42,118","4.3%","132,069","22.6%","119,621","31.0%","12,448","6.3%","237,174","10.8%","217,140","16.8%","20,034","2.2%","461,893","33.1%","440,020","44.9%","21,873","5.3%","189,496","25.8%","178,292","36.9%","11,204","4.5%","168,884","19.0%","152,475","27.7%","16,409","4.8%","325,192","18.4%","293,900","25.8%","31,292","5.0%","210,033","21.8%","192,171","32.2%","17,862","4.8%","154,012","29.6%","143,299","42.0%","10,713","6.0%","280,107","24.5%","262,248","33.1%","17,859","5.1%","167,237","20.1%","152,301","29.3%","14,936","4.8%","355,317","23.1%","320,342","34.8%","34,975","5.6%","195,207","15.9%","178,465","21.8%","16,742","4.1%"
"    BEDROOMS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        No bedroom","34,034","1.6%","4,894","0.3%","29,140","3.7%","23,188","2.8%","3,270","0.7%","19,918","5.7%","19,882","1.9%","1,657","0.2%","18,225","5.1%","13,588","1.4%","1,193","0.2%","12,395","3.7%","59,039","2.2%","5,468","0.3%","53,571","5.0%","28,407","2.5%","2,560","0.3%","25,847","6.3%","46,116","1.9%","5,112","0.3%","41,004","4.2%","6,588","1.1%","1,142","0.3%","5,446","2.7%","72,048","3.3%","12,936","1.0%","59,112","6.6%","34,505","2.5%","2,419","0.2%","32,086","7.7%","9,371","1.3%","1,461","0.3%","7,910","3.2%","14,719","1.7%","2,192","0.4%","12,527","3.7%","39,161","2.2%","3,534","0.3%","35,627","5.7%","42,822","4.4%","3,664","0.6%","39,158","10.6%","5,650","1.1%","425","0.1%","5,225","2.9%","15,239","1.3%","1,460","0.2%","13,779","3.9%","21,573","2.6%","3,926","0.8%","17,647","5.7%","74,176","4.8%","5,902","0.6%","68,274","11.0%","20,640","1.7%","2,425","0.3%","18,215","4.5%"
"        1 bedroom","191,363","8.7%","21,115","1.5%","170,248","21.8%","124,135","15.2%","10,057","2.1%","114,078","32.9%","106,800","10.0%","10,727","1.5%","96,073","26.9%","72,284","7.4%","6,006","0.9%","66,278","19.5%","374,540","14.2%","17,016","1.1%","357,524","33.5%","162,465","14.1%","20,311","2.7%","142,154","34.5%","345,779","14.2%","18,781","1.3%","326,998","33.6%","46,201","7.9%","3,579","0.9%","42,622","21.5%","286,330","13.1%","60,885","4.7%","225,445","25.2%","174,071","12.5%","22,348","2.3%","151,723","36.4%","64,528","8.8%","5,816","1.2%","58,712","23.4%","81,568","9.2%","7,593","1.4%","73,975","21.8%","170,357","9.7%","31,132","2.7%","139,225","22.2%","103,298","10.7%","12,464","2.1%","90,834","24.6%","41,515","8.0%","1,946","0.6%","39,569","22.1%","114,821","10.0%","16,351","2.1%","98,470","27.9%","100,648","12.1%","8,662","1.7%","91,986","29.7%","209,496","13.6%","26,013","2.8%","183,483","29.6%","130,091","10.6%","26,391","3.2%","103,700","25.4%"
"        2 or 3 bedrooms","1,221,896","55.8%","725,066","51.5%","496,830","63.5%","474,655","58.0%","283,503","60.1%","191,152","55.1%","640,145","60.2%","423,624","60.0%","216,521","60.6%","638,252","65.0%","402,638","62.6%","235,614","69.4%","1,483,640","56.3%","901,415","57.5%","582,225","54.6%","613,368","53.2%","402,111","54.3%","211,257","51.3%","1,344,174","55.2%","810,402","55.4%","533,772","54.9%","377,920","64.7%","246,288","63.8%","131,632","66.3%","1,468,832","67.2%","904,459","69.9%","564,373","63.2%","758,091","54.3%","549,643","56.1%","208,448","50.0%","493,673","67.3%","321,516","66.5%","172,157","68.7%","560,275","63.0%","337,680","61.3%","222,595","65.7%","1,078,820","61.1%","690,658","60.6%","388,162","62.0%","605,548","62.8%","388,646","65.2%","216,902","58.9%","319,314","61.4%","199,245","58.5%","120,069","67.1%","753,444","65.8%","533,707","67.3%","219,737","62.3%","509,463","61.3%","327,814","63.0%","181,649","58.6%","871,931","56.6%","547,797","59.5%","324,134","52.2%","847,685","69.0%","588,186","71.7%","259,499","63.5%"
"        4 or more bedrooms","742,001","33.9%","656,047","46.6%","85,954","11.0%","196,106","24.0%","174,650","37.0%","21,456","6.2%","296,074","27.9%","269,646","38.2%","26,428","7.4%","258,117","26.3%","232,867","36.2%","25,250","7.4%","717,798","27.2%","644,879","41.1%","72,919","6.8%","348,217","30.2%","315,623","42.6%","32,594","7.9%","700,369","28.7%","629,597","43.0%","70,772","7.3%","153,672","26.3%","134,761","34.9%","18,911","9.5%","359,982","16.5%","316,024","24.4%","43,958","4.9%","429,358","30.8%","405,020","41.4%","24,338","5.8%","166,215","22.7%","154,395","32.0%","11,820","4.7%","233,260","26.2%","203,394","36.9%","29,866","8.8%","476,797","27.0%","414,072","36.3%","62,725","10.0%","212,886","22.1%","191,235","32.1%","21,651","5.9%","153,169","29.5%","139,189","40.8%","13,980","7.8%","262,079","22.9%","241,079","30.4%","21,000","5.9%","198,914","23.9%","180,004","34.6%","18,910","6.1%","385,642","25.0%","340,680","37.0%","44,962","7.2%","230,065","18.7%","202,789","24.7%","27,276","6.7%"
"    COMPLETE FACILITIES","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
